participantID,Age,BirthPlace,Gender,NativeLanguages,NumOfNativeLanguages,Other Languages,TotalLanguages,Extroversion,Hand,fileID,chainID,generation_number,chain_number,gesture,gesture_chain,event,left_wrist_space2D,right_wrist_space2D,left_knee_space2D,right_knee_space2D,nose_space2D,total_arm_boundingbox2D,total_lower_body_boundingbox2D,left_arm_entropy,right_arm_entropy,left_wrist_entropy,right_wrist_entropy,total_arm_entropy2Daggregated,left_wrist_variability2D,right_wrist_variability2D,left_knee_variability2D,right_knee_variability2D,left_wrist_submovements,right_wrist_submovements,left_knee_submovements,right_knee_submovements,right_wrist_SpeedAVG,left_wrist_SpeedAVG,left_knee_SpeedAVG,right_knee_SpeedAVG,right_wrist_AccelAVG,left_wrist_AccelAVG,right_knee_AccelAVG,left_knee_AccelAVG,right_wrist_SpeedSD,left_wrist_SpeedSD,right_knee_SpeedSD,left_knee_SpeedSD,right_wrist_AccelSD,left_wrist_AccelSD,right_wrist_SpeedIntegral,left_wrist_SpeedIntegral,right_knee_SpeedIntegral,left_knee_SpeedIntegral,X_embeddings,Y_embeddings
16,27.0,Deutschland,Man / Männlich,Deutsch ,1.0,English,2.0,30.0,Right-handed / Rechtshänder*in,lndw_lndw_rennen_g_ch1_g16_compr.mp4,ch1g16,16.0,1.0,lndw_lndw_rennen,lndw_lndw_rennen_g_ch1,lndw,0.0463359235333835,0.0474873139944116,0.0140941161615412,0.0169944703216036,0.0,0.0207829883498059,0.0154722056433777,4.56389082176385,4.0249720410292635,2.0309754716512822,1.7222286826237931,2.075745263757677,858.8969630028727,945.4569735788546,221.35175318812313,438.99668562623134,9.0,6.0,15.0,12.0,8.61614190565137e-05,8.476844023228212e-05,4.695397304661934e-05,4.806482342340153e-05,6.22636550448648e-08,8.715757353245756e-07,-1.5909416440551172e-07,1.0016609032021429e-07,0.0001118093373027,8.773915565358389e-05,4.271873236878036e-05,3.935067769244978e-05,1.4809943885304542e-05,1.247969185650305e-05,0.030627996289356,0.0299711067954037,0.0157874451840279,0.0161721787357503,-3.5647147,-3.3102186
34,14.0,Berlin,Man / Männlich,"Schweizerdeutsch, deutsch, österreichisch",3.0,"Englisch (Grundkenntnisse), Deutsch (fließend)",5.0,61.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g14_compr.mp4,ch2g14,14.0,2.0,kalt,kalt_g_ch2,lndw,0.1301613948169805,0.1161842593613102,0.0107373461719791,0.0166953008179224,0.0,0.1568611903270532,0.0137107705871327,3.797410639133256,3.931540830506836,1.3930801690526222,1.477809469955664,1.7280339798725444,0.0,0.0,328.7094258175642,149.59203781544664,2.0,1.0,8.0,6.0,0.0001237858147194,0.0001366152112175,2.8609707620950025e-05,1.720325206079848e-05,-1.7588935850715766e-07,-4.46034443720082e-07,-3.421497431584945e-08,-5.031212277674013e-08,0.0001607289464442,0.000189055959023,2.3014499896213007e-05,9.135426634313143e-06,1.1597140568220744e-05,1.375305674222932e-05,0.0325111217928818,0.0358490690863584,0.0075087272498381,0.0045116020013661,-1.454809,-2.301468
8,33.0,Nijmegen,Man / Man,Nederlands,,"English fluent, german basic, spanish basic, french basic",5.0,39.0,Right-handed / Rechtshandig,stil_g_ch1_g8_compr.mp4,ch1g8,8.0,1.0,stil,stil_g_ch1,nijmegen,0.0,0.2109829729471375,0.0,0.0,0.0,0.0825635473325684,0.0,0.0,3.4323823119527956,0.0,1.4299315595907325,1.6165312841077353,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0002053124644827,1.895044668951578e-05,0.0,0.0,-9.429397013056944e-07,4.5377681544844036e-08,0.0,0.0,0.0002622220533988,1.604075566840573e-05,0.0,0.0,0.0,0.0,0.0511900557212967,0.0047041369080888,0.0,0.0,7.365766,-0.21839584
8,33.0,Nijmegen,Man / Man,Nederlands,,"English fluent, german basic, spanish basic, french basic",5.0,39.0,Right-handed / Rechtshandig,nijmegen_nijmegen_rennen_g_ch1_g8_compr.mp4,ch1g8,8.0,1.0,nijmegen_nijmegen_rennen,nijmegen_nijmegen_rennen_g_ch1,nijmegen,0.0437032177553356,0.0427793232934209,0.0078340412765912,0.0060481424220247,0.0,0.0932085936054089,0.0081319328514595,5.439840228893076,5.666884591647589,2.4680340885868732,2.816287159239236,2.734913033408891,142.0485050177511,139.66450099973957,124.25705136858332,153.55861067872434,6.0,7.0,7.0,7.0,0.0001218777613002,0.0001114536286221,2.4801637494103884e-05,3.118274416360249e-05,1.11154777308881e-07,3.8540682893754857e-07,-3.3894935732630384e-08,1.1751026472867266e-07,7.37097824928299e-05,7.902505272588714e-05,1.4579551602471086e-05,1.4664606500801743e-05,1.5899924860515447e-05,1.4501031603991814e-05,0.0233542534757947,0.0213555048344588,0.0047480153207748,0.0059650048248335,-2.2910862,-1.7280799
26,52.0,Wouw,Woman / Vrouw,Nederlands,,,1.0,83.0,Right-handed / Rechtshandig,onweer_g_ch2_g6_compr.mp4,ch2g6,6.0,2.0,onweer,onweer_g_ch2,nijmegen,0.1132198233126778,0.1752169731424596,0.0680582344833985,0.0516242517488769,0.1198058455442706,0.2050692642652525,0.1020711342783567,4.872177223921803,4.230391165092738,2.42972717419389,2.1460685717447814,2.315043270608182,795.8887703709415,682.4403463958402,1012.6247827390343,745.9073520067807,12.0,9.0,13.0,16.0,0.0001319486776248,0.000105499692179,7.642754363813041e-05,7.578025112350813e-05,-2.9450571589958404e-08,3.9683538424222626e-08,8.309570651207399e-08,9.534471119997947e-08,0.000121661854508,9.213787280821949e-05,6.6526741917354e-05,8.214278632793522e-05,9.924408332282776e-06,8.640187244224956e-06,0.0937706519696806,0.074934627750603,0.0567276922657966,0.0562583272324596,-4.2488937,-5.9620466
12,25.0,"Hamburg, Germany",Man / Männlich,German,1.0,"English (fluent), Spanish (fluent), French (basic)",4.0,55.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g12_compr.mp4,ch1g12,12.0,1.0,Donner,Donner_g_ch1,lndw,0.2569512478822137,0.2371155536232902,0.0103206144827005,0.002760436531191,0.0,0.4963511417467761,0.0028041573005234,5.1115828137384005,5.194285429629813,2.5109896473840476,2.5906637933653993,2.596368657959399,674.9999999999973,183.7537267615687,0.0,43.74448818895472,3.0,4.0,2.0,4.0,0.0003768276500443,0.0004079617051713,1.0266322036351497e-05,2.4214328030580264e-05,-6.546508006097048e-07,-7.90664226309704e-07,-2.2654224958477733e-07,-1.008484738085496e-07,0.0002569510825409,0.0002972234410818,6.659164280225166e-06,1.103662843944144e-05,3.638897646013023e-05,4.906939276649485e-05,0.1123463074110851,0.1216678849550482,0.0006577217148517,0.0015652553571563,-1.3059143,-5.3117895
4,60.0,Berlin,Woman / Weiblich,Deutsch ,1.0,Englisch fließend und französisch Grundkenntnisse ,3.0,86.0,Right-handed / Rechtshänder*in,kalt_g_ch1_g4_compr.mp4,ch1g4,4.0,1.0,kalt,kalt_g_ch1,lndw,0.1541201922323997,0.1686357296221286,0.0063953155266843,0.0049740692792528,0.0,0.1817675673073966,0.0033664096446461,3.6272660896600897,3.7240679729870663,1.6356306691041174,1.7414220286557271,1.608788824115433,1266.0908779037552,1251.970668807998,291.0736433923752,213.13069079328892,5.0,5.0,14.0,16.0,0.0001841463888796,0.0001745186377815,1.0179921888124036e-05,1.0230699685990052e-05,-3.907762321655202e-07,-4.918211154077145e-07,-2.3933122669657593e-08,-4.3794184976468805e-09,0.0001948410877436,0.0001888318036268,5.482772407934078e-06,4.524124014348621e-06,1.592044346969825e-05,1.3005659007830551e-05,0.071354779804201,0.067560997681749,0.0032675455412268,0.0032793341645144,-1.7990919,-2.450058
27,13.0,Berlin ,Woman / Weiblich,"German, French",2.0,English Estonian. Esperanto,5.0,73.0,Right-handed / Rechtshänder*in,Donner_g_ch2_g7_compr.mp4,ch2g7,7.0,2.0,Donner,Donner_g_ch2,lndw,0.1839821595797978,0.245715972970786,0.0258905870413826,0.0254948336904235,0.0448023200196017,0.3454547357756224,0.0113269800983289,4.629558951002274,4.896998269925515,2.3300190303833945,2.4617182313225574,2.472790771819557,865.537726246266,547.7067088222396,500.2537079230987,334.8879563535535,6.0,9.0,10.0,15.0,0.0002882189566946,0.0002205674467857,3.609734293999816e-05,3.9137252069488554e-05,-7.461067936003913e-08,4.8872977746909483e-08,-2.27244952205699e-08,1.313292563806281e-07,0.0002424108720656,0.0001973812741292,1.7825877267212537e-05,2.6120338274763724e-05,1.8552050999086452e-05,1.6966174476169565e-05,0.131026419205584,0.1002476980376406,0.0171851861163791,0.0186328497382211,-2.6858933,-5.3195896
1,26.0,Osnabrück ,Woman / Weiblich,German,1.0,"Englisch (fluent), Spanish (basic)",3.0,40.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g1_compr.mp4,ch1g1,1.0,1.0,Donner,Donner_g_ch1,lndw,0.1319573269289909,0.2386061615253588,0.0,0.0,0.0285367334016002,0.2150396905367172,0.0,4.607915970835229,5.594830380321069,2.273048010759887,2.867809420589078,2.916205961450928,0.0,433.33333333333405,0.0,0.0,2.0,3.0,0.0,0.0,0.0005399376661554,0.0002804146536648,0.0,0.0,5.935304123419396e-07,1.6286849504973335e-06,0.0,0.0,0.0002582832305252,0.0002443908739649,0.0,0.0,0.0,0.0,0.0807777901349881,0.041916304828254,0.0,0.0,3.7801497,-1.8881847
22,59.0,Lüdenscheid ,Woman / Weiblich,Deutsch ,1.0,"Englisch fließend, französisch Grundkenntnisse",3.0,69.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g2_compr.mp4,ch2g2,2.0,2.0,kalt,kalt_g_ch2,lndw,0.1205802175933996,0.1510031153564485,0.0050522623211478,0.0061031538856314,0.0,0.1441709046352358,0.0015114988542118,2.9725978890382385,3.183783473461972,1.2153519128236947,1.2258353458471796,1.3715721715070637,1887.4586088176925,1948.8996578949957,554.4808198592958,364.85704011601933,5.0,4.0,8.0,9.0,0.0001260993478185,0.000123441895527,1.1110950816819405e-05,1.1011520559263648e-05,-8.788430981838083e-08,-2.31641653397792e-07,2.5893148438552853e-08,3.793596538025072e-08,0.0001815420845324,0.0001671173353797,5.224635104736616e-06,5.956981103441287e-06,1.118787610004022e-05,9.87843412322634e-06,0.0441513663150365,0.0430529459572463,0.0030255087137124,0.0029973242612247,-1.507506,-2.0844088
33,55.0,Westfalen ,Man / Männlich,Deutsch,1.0,Englisch schlecht,2.0,80.0,Right-handed / Rechtshänder*in,leise_g_ch2_g13_compr.mp4,ch2g13,13.0,2.0,leise,leise_g_ch2,lndw,0.0,0.1621698559918781,0.0176815926041011,0.0250500134942889,0.0,0.0644358299959666,0.0143812519552732,0.0,4.695402558620957,0.0,2.0458105580053414,2.113781431829043,0.0,905.3680787528854,694.7101713824426,253.79830623334243,0.0,4.0,6.0,7.0,0.0002210522006475,4.5406784688168005e-05,6.595423015141053e-05,4.123923630428987e-05,-5.350997625572767e-07,-5.19651476570882e-08,-6.095381128666131e-08,-5.5114762139987234e-08,0.0002346212774997,1.8221947740597085e-05,3.7428657196999344e-05,2.5947285345915364e-05,1.9606481807960507e-05,3.0855091927474276e-06,0.0662129785816701,0.0136044276109035,0.0181536749933836,0.0113577378680621,-3.039063,-3.2300231
38,9.0,Berlin,Woman / Weiblich,Deutsch,1.0,English basic,2.0,48.0,Left-handed / Linkshänder*in,Donner_g_ch2_g18_compr.mp4,ch2g18,18.0,2.0,Donner,Donner_g_ch2,lndw,0.2868206486104654,0.2772669671955362,0.0461798559297919,0.103452474391509,0.050944293597254,0.8126549272119507,0.060118687591665,5.078087081532999,5.205953068362706,2.4717040012069424,2.6892746066219217,2.750906313579608,798.9292721257729,546.4859683287892,542.0171389127623,645.6041342934051,8.0,16.0,19.0,19.0,0.0004773195867437,0.000359185018769,0.0001299003602983,0.0001011343005763,5.023509530110655e-07,1.6674838764322928e-07,5.076869699072949e-08,-1.6889685245659827e-08,0.0003005770008229,0.0002763839419325,0.0001303217925276,7.593122185094937e-05,3.6223633104767113e-05,2.103722474660739e-05,0.2429997545790683,0.1827651787168411,0.0661775355511745,0.0515134513675652,-3.5840235,-6.253405
4,28.0,"Nederland, Heeze",Woman / Vrouw,Nederlands,,"Engels (vloeiend), Duits (beginnend basis), Frans (beginnend basis)",4.0,28.0,Right-handed / Rechtshandig,koud_g_ch1_g4_compr.mp4,ch1g4,4.0,1.0,koud,koud_g_ch1,nijmegen,0.1735408210210116,0.1740141926550275,0.0,0.0,0.0,0.1737038612524908,0.0,5.347136503675081,4.851065982803647,2.532472199522964,2.415829916561055,2.5444660515183206,372.89274183547866,927.7860944404396,0.0,0.0,13.0,13.0,0.0,0.0,0.0001763515426498,0.0001836855551031,0.0,0.0,-3.0828028220955306e-08,-5.444212022513163e-09,0.0,0.0,0.000132545869719,0.0001177263792954,0.0,0.0,0.0,0.0,0.089566672245754,0.0932760949622881,0.0,0.0,5.3172827,-2.5736108
58,28.0,Deutschland ,Man / Männlich,Deutsch ,1.0,Englisch (fließend),2.0,60.0,Right-handed / Rechtshänder*in,langsam_g_ch3_g18_compr.mp4,ch3g18,18.0,3.0,langsam,langsam_g_ch3,lndw,0.1028336759087121,0.1028151888939526,0.0252720429700387,0.0251948180859877,0.0673580728863275,0.0894843399095675,0.0165087605520738,5.425069812048287,5.64761202731772,2.654013543149138,2.821298485835646,2.827067973807559,387.49910394161424,673.0561158977673,380.5092986891273,445.80485092201513,6.0,8.0,9.0,12.0,0.000154083971004,0.0001675521287782,3.98545565161034e-05,3.65032598926892e-05,-4.142329479656504e-08,-3.7568323713357665e-07,-4.764492445506718e-08,-7.979700546635376e-08,8.142549597813668e-05,9.414249492870768e-05,2.39644431819615e-05,1.733818188267627e-05,6.7035125237834784e-06,8.405423758889662e-06,0.0565237541643293,0.0613828346263179,0.0146121323918402,0.0133685377957315,-3.2409399,-3.005994
20,,,,,,,,,,leise_g_ch1_g20_compr.mp4,ch1g20,20.0,1.0,leise,leise_g_ch1,lndw,0.0,0.0588540721305901,0.0,0.0,0.0,0.1147346275986151,0.0,0.0,2.080540456735835,0.0,0.8135567243405638,1.0338856172355284,0.0,2094.984089040619,0.0,0.0,0.0,5.0,0.0,0.0,6.94377227863658e-05,0.0001040839432127,0.0,0.0,1.0071315015610351e-06,-1.6628503963707062e-07,0.0,0.0,0.0001205986600656,0.0001832951830349,0.0,0.0,0.0,0.0,0.0250886885703165,0.0378113490047647,0.0,0.0,6.0420194,-3.7697623
53,32.0,Germany,Woman / Weiblich,German,1.0,"English (fließend), Deutsch (fließend)",3.0,50.0,Right-handed / Rechtshänder*in,kalt_g_ch3_g13_compr.mp4,ch3g13,13.0,3.0,kalt,kalt_g_ch3,lndw,0.1523623973926932,0.1677876805953385,0.0,0.0,0.0,0.2237851930759886,0.0,3.407178549596779,3.283850282089672,1.4501571751163944,1.5623578403926834,1.631288655967238,958.6835109013168,1208.333333333332,0.0,0.0,4.0,3.0,0.0,0.0,0.00028145781817,0.0002529024132555,0.0,0.0,2.8245728915423208e-08,-9.285241894070993e-08,0.0,0.0,0.0003198376795211,0.0003055550335463,0.0,0.0,0.0,0.0,0.0509809722076856,0.0457831968364564,0.0,0.0,3.5642567,-2.5606334
44,28.0,Italy,Woman / Weiblich,Italienisch,1.0,"Deutsch (fließend), Englisch (fließend), Spanisch (gut), Portugiesisch (Grundkenntnisse)",5.0,46.0,Right-handed / Rechtshänder*in,lndw_lndw_rennen_g_ch3_g4_compr.mp4,ch3g4,4.0,3.0,lndw_lndw_rennen,lndw_lndw_rennen_g_ch3,lndw,0.0973623871159272,0.0922701848336037,0.0549974005754012,0.0519867678812885,0.0,0.0899332302956344,0.0495256122877495,5.20082080998036,5.72189782724247,2.478628526172322,2.823150667853325,2.7548742143074634,251.4583315720644,257.25306280391686,224.22706745123048,194.51084062380863,8.0,8.0,9.0,8.0,0.0003272479284894,0.0003147421322368,0.0001535173044243,0.0001385716035141,-9.398060284440166e-08,1.7778958799636725e-07,6.317158190058264e-08,6.341839862568825e-08,0.0001854471798386,0.0002201018176254,0.000141410477103,0.0001071739650635,2.962633468071085e-05,3.40419280448959e-05,0.122957420079874,0.1182645518928079,0.0572422440899097,0.0516544565231081,-3.8921201,-6.279087
45,43.0,Brazil,Woman / Weiblich,Portuguese,1.0,"English (fluent), German (fluent), Italian (basic)",4.0,50.0,Right-handed / Rechtshänder*in,leise_g_ch3_g5_compr.mp4,ch3g5,5.0,3.0,leise,leise_g_ch3,lndw,0.0,0.1805228081669714,0.0,0.0,0.0,0.1215324073098259,0.0,0.0,1.9614817544955412,0.0,0.696406921374977,0.7515198918662986,0.0,2230.7937986784546,0.0,0.0,0.0,5.0,0.0,0.0,0.0001551908321796,9.917531081992158e-06,0.0,0.0,-6.192425975601348e-07,2.101578124873808e-08,0.0,0.0,0.000272720745284,6.583542580846472e-06,0.0,0.0,0.0,0.0,0.0576896869353897,0.0036900069386865,0.0,0.0,7.2069488,-0.23896402
19,54.0,Nederland,Man / Man,Nederlands,,"Engels, Duits",3.0,41.0,Right-handed / Rechtshandig,koud_g_ch1_g19_compr.mp4,ch1g19,19.0,1.0,koud,koud_g_ch1,nijmegen,0.0322926838607059,0.0225240935259358,0.0069678412805513,0.0029709616380352,0.0,0.2038504387947627,0.0038017532271867,3.555877220259961,3.534277439125363,1.232838753260562,1.6087086064579312,1.6026516527497414,0.0,1499.999999999994,0.0,122.47448713915782,2.0,3.0,2.0,6.0,5.496621238446591e-05,5.5223913712537695e-05,6.7369566050291685e-06,1.4767395854422634e-05,1.0912280209435028e-06,1.3537984549554737e-06,3.8249302499418194e-08,8.078584299845924e-08,6.705315158465625e-05,8.049437025524598e-05,3.4930217533724144e-06,1.385390312805615e-05,4.147320888854817e-06,4.81051315877228e-06,0.0139400640927398,0.0139974081559272,0.0012647870153968,0.0027757850815027,6.0501575,-2.4445825
