participantID,Age,Gender,NumOfNativeLanguages,TotalLanguages,Extroversion,fileID,chainID,generation_number,chain_number,gesture,gesture_chain,total_gesture_space2D,total_body_entropy2Daggregated,total_body_variability2Daggregated,X_embeddings,Y_embeddings,total_distance,diff_in_gesture_space,diff_in_entropy,diff_in_variability,diff_in_age,diff_in_extrovet,diff_in_gender,diff_in_TotalLanguages,diff_in_TotalNativeLanguages,Age_category
34,14.0,Man / Männlich,3.0,5.0,61.0,leise_g_ch2_g14_compr.mp4,ch2g14,15.0,2.0,leise,leise_g_ch2,0.4963846724711754,1.403014266330994,0.0,1.4209204,-4.6048207,1300.7122959193962,0.060879011463971844,0.5360741646237064,918.6342519680442,41.0,19.0,0.0,3.0,2.0,Gen_Z
55,20.0,Woman / Weiblich,2.0,4.0,30.0,rennen_g_ch3_g15_compr.mp4,ch3g15,16.0,3.0,rennen,rennen_g_ch3,0.4623941788587745,2.7938657549867565,201.5550199795869,0.6674457,-5.834859,447.58381764907654,0.030310778328328625,0.06518054919419658,48.158357382003885,6.0,40.0,1.0,2.0,1.0,Gen_Z
24,66.0,Woman / Weiblich,1.0,5.0,60.0,Donner_g_ch2_g4_compr.mp4,ch2g4,5.0,2.0,Donner,Donner_g_ch2,1.230460346944986,1.706078160073314,2536.6513359151436,0.7285762,-2.16407,2416.493356822106,0.4187700162923802,0.5111053067673881,1466.7488366075254,31.0,17.0,0.0,1.0,0.0,Baby_Boomer
11,25.0,Woman / Weiblich,1.0,4.0,76.0,Donner_g_ch1_g11_compr.mp4,ch1g11,12.0,1.0,Donner,Donner_g_ch1,1.5621432296398567,2.702805327213962,384.9803586460092,9.336433,3.9897473,455.0780766719075,0.012036699896986747,0.9182978662294448,82.35871184738585,0.0,6.0,1.0,1.0,0.0,Gen_Z
7,50.0,Woman / Weiblich,1.0,2.0,40.0,kalt_g_ch1_g7_compr.mp4,ch1g7,8.0,1.0,kalt,kalt_g_ch1,0.5280319078185776,1.961261285095765,623.0769024678118,12.589846,3.7072825,840.826852538604,0.35214687745096973,0.7007313548569314,250.14040297619215,26.0,31.0,0.0,1.0,0.0,GenX
48,28.0,Woman / Weiblich,1.0,1.0,28.0,rennen_g_ch3_g8_compr.mp4,ch3g8,9.0,3.0,rennen,rennen_g_ch3,0.5627431819213906,2.726276606500331,350.76645987751004,-0.4498998,-5.622268,334.405713643221,0.2152491632147252,0.1657350668472044,237.78831882069846,5.0,34.0,0.0,2.0,0.0,Millenial
18,19.0,Woman / Weiblich,1.0,2.0,64.0,rennen_g_ch1_g18_compr.mp4,ch1g18,19.0,1.0,rennen,rennen_g_ch1,0.5071295713940361,2.418995444838457,286.86524130097496,1.0556254,-6.0259957,,,,,,,,,,Gen_Z
48,28.0,Woman / Weiblich,1.0,1.0,28.0,kalt_g_ch3_g8_compr.mp4,ch3g8,9.0,3.0,kalt,kalt_g_ch3,0.8852927679414146,2.0946498264530264,632.6019168364753,11.896867,3.8854144,633.0959764386444,0.12266594090102267,0.3413078635130675,632.6019168364753,5.0,34.0,0.0,2.0,0.0,Millenial
37,52.0,Woman / Weiblich,2.0,3.0,74.0,kalt_g_ch2_g17_compr.mp4,ch2g17,18.0,2.0,kalt,kalt_g_ch2,0.6797106111552581,1.5306234031867745,2063.4173044302624,0.87703705,-3.081799,2255.726752420827,0.018067067799360848,0.2638524625388814,30.083971096933283,37.0,29.0,1.0,0.0,1.0,GenX
7,50.0,Woman / Weiblich,1.0,2.0,40.0,rennen_g_ch1_g7_compr.mp4,ch1g7,8.0,1.0,rennen,rennen_g_ch1,0.5447697360055443,2.702421871491682,222.60769037354217,-1.749794,-4.7771034,347.5381106255884,0.0004307062591017985,0.17045146932855815,255.33155882652184,26.0,31.0,0.0,1.0,0.0,GenX
30,45.0,Woman / Weiblich,1.0,2.0,51.0,leise_g_ch2_g10_compr.mp4,ch2g10,11.0,2.0,leise,leise_g_ch2,0.392494427874005,1.7898916564268463,0.0,15.793669,2.560511,1660.907928992147,0.04176089430941471,0.5432564469126351,1174.6748959227418,24.0,6.0,0.0,2.0,0.0,GenX
21,22.0,Non-binary / Nicht-binär,1.0,3.0,50.0,kalt_g_ch2_g1_compr.mp4,ch2g1,2.0,2.0,kalt,kalt_g_ch2,0.5853403323719918,1.6329455128308967,1784.4768529989046,0.9161904,-3.0580537,2922.0481634702005,0.13237605237694516,0.3445921360590236,1742.902882034748,,,,,,Gen_Z
2,24.0,Prefer not to say / Keine Angabe,1.0,7.0,17.0,Donner_g_ch1_g2_compr.mp4,ch1g2,3.0,1.0,Donner,Donner_g_ch1,1.1564552228304228,2.7352962652775688,483.1097822735504,10.350325,3.7793586,315.93172710992235,0.1233871791867891,0.14519161357128008,33.10978227354963,2.0,23.0,1.0,4.0,0.0,Gen_Z
21,22.0,Non-binary / Nicht-binär,1.0,3.0,50.0,rennen_g_ch2_g1_compr.mp4,ch2g1,2.0,2.0,rennen,rennen_g_ch2,0.2310090011396667,2.8854028035729775,157.64858456932797,0.9382661,-6.541667,82.40241498381899,0.2429321903112636,0.11456485661656535,0.0996286052308335,,,,,,Gen_Z
56,21.0,Man / Männlich,2.0,2.0,80.0,Donner_g_ch3_g16_compr.mp4,ch3g16,17.0,3.0,Donner,Donner_g_ch3,1.932658949123331,2.431976572057573,139.66450099973804,0.8383356,-0.7386277,538.4466889906441,0.08861837945927897,0.17674585923001018,432.52427903706223,1.0,50.0,1.0,2.0,0.0,Gen_Z
42,35.0,Man / Männlich,2.0,4.0,30.0,kalt_g_ch3_g2_compr.mp4,ch3g2,3.0,3.0,kalt,kalt_g_ch3,0.9925058249985694,2.300380020435732,0.0,10.891086,3.7869663,1128.884932106372,0.13321910285240868,0.22401540426037547,783.3333333333352,6.0,20.0,1.0,1.0,1.0,Millenial
12,25.0,Man / Männlich,1.0,4.0,55.0,rennen_g_ch1_g12_compr.mp4,ch1g12,13.0,1.0,rennen,rennen_g_ch1,0.586933020623945,2.771342098350931,99.20317455237792,-1.1816462,-5.3668947,370.10589537839,0.004760706855558294,0.06960901593495761,340.7042231104925,0.0,21.0,1.0,0.0,0.0,Gen_Z
36,15.0,Man / Männlich,1.0,3.0,45.0,langsam_g_ch2_g16_compr.mp4,ch2g16,17.0,2.0,langsam,langsam_g_ch2,0.7816460138985063,2.847673702008603,473.06708843050063,-2.3451295,-3.6593444,1506.8924032028976,0.03243180043412586,0.4920434487679155,1055.002170380182,0.0,2.0,0.0,1.0,1.0,Gen_Z
42,35.0,Man / Männlich,2.0,4.0,30.0,rennen_g_ch3_g2_compr.mp4,ch3g2,3.0,3.0,rennen,rennen_g_ch3,0.5303442338249903,2.87373582848716,145.1859894532412,-0.11956558,-6.0939116,90.54800933949436,0.1363534722654972,0.01902957650988224,70.44685980885862,6.0,20.0,1.0,1.0,1.0,Millenial
47,23.0,Woman / Weiblich,1.0,3.0,62.0,Donner_g_ch3_g7_compr.mp4,ch3g7,8.0,3.0,Donner,Donner_g_ch3,1.4130788694066534,2.4606923916674055,543.5071296680447,-0.06499257,-1.7998139,250.94050252497073,0.48982064788770496,0.0021155837509190256,129.90506648814795,3.0,13.0,0.0,0.0,0.0,Gen_Z
8,24.0,Woman / Weiblich,4.0,5.0,54.0,Donner_g_ch1_g8_compr.mp4,ch1g8,9.0,1.0,Donner,Donner_g_ch1,1.2443782672688108,2.712562971417667,366.6666666666731,10.151038,3.8044293,420.9752867541882,0.04358842610172564,0.09515471485782356,300.0000000000141,26.0,14.0,0.0,3.0,3.0,Gen_Z
9,58.0,Woman / Weiblich,1.0,1.0,50.0,kalt_g_ch1_g9_compr.mp4,ch1g9,10.0,1.0,kalt,kalt_g_ch1,0.7304108469478711,1.9294964015314209,1791.634883439021,12.589109,4.7069116,1440.9937354042331,0.1731382597386243,0.015673280996168826,349.9682167723529,34.0,4.0,0.0,4.0,3.0,GenX
46,26.0,Woman / Weiblich,1.0,3.0,75.0,rennen_g_ch3_g6_compr.mp4,ch3g6,7.0,3.0,rennen,rennen_g_ch3,0.5306425051647295,2.7181736211293663,180.9068067466572,0.69687915,-6.417726,197.78561175581655,0.09386276875701316,0.19475216767713777,148.09190832690268,17.0,25.0,0.0,1.0,0.0,Gen_Z
16,27.0,Man / Männlich,1.0,2.0,30.0,rennen_g_ch1_g16_compr.mp4,ch1g16,17.0,1.0,rennen,rennen_g_ch1,0.3698051827424833,1.9647121693554688,741.4325473178401,0.875994,-5.161875,1089.929566464344,0.07423431592367019,0.8806507302291391,641.393974510234,17.0,40.0,1.0,3.0,0.0,Gen_Z
46,26.0,Woman / Weiblich,1.0,3.0,75.0,kalt_g_ch3_g6_compr.mp4,ch3g6,7.0,3.0,kalt,kalt_g_ch3,0.5998982888590743,1.8721738451654004,0.0,1.0181847,-4.7219167,2012.6595403274605,0.27729653720470093,0.39139681182581265,0.0,17.0,25.0,0.0,1.0,0.0,Gen_Z
32,24.0,Woman / Weiblich,1.0,4.0,41.0,langsam_g_ch2_g12_compr.mp4,ch2g12,13.0,2.0,langsam,langsam_g_ch2,0.8210087787899477,2.464774678836076,566.339774994421,-0.8259151,-3.9583848,378.2971578354624,0.40057206291653047,0.07779195231341962,239.80919109419654,12.0,29.0,0.0,1.0,0.0,Gen_Z
9,58.0,Woman / Weiblich,1.0,1.0,50.0,rennen_g_ch1_g9_compr.mp4,ch1g9,10.0,1.0,rennen,rennen_g_ch1,0.6364900989282313,2.864379229019408,186.30918149976597,-1.0879511,-5.2195463,454.8809769981081,0.04535220302311349,0.05251389178995547,118.26779975579065,34.0,4.0,0.0,4.0,3.0,GenX
39,39.0,Woman / Weiblich,1.0,3.0,41.0,kalt_g_ch2_g19_compr.mp4,ch2g19,20.0,2.0,kalt,kalt_g_ch2,0.3574955554643978,1.2248762804629971,955.656486917586,1.0870627,-5.0197563,1946.0891744905432,0.28051460285641827,0.7387115137990157,130.79286182553574,30.0,7.0,0.0,1.0,0.0,Millenial
52,21.0,Man / Männlich,1.0,3.0,53.0,Donner_g_ch3_g12_compr.mp4,ch3g12,13.0,3.0,Donner,Donner_g_ch3,2.1968611425467435,2.4383866341531073,241.66666666666805,0.8052433,-0.72021645,382.2946833246142,0.627152704108999,0.007526549386350556,241.66666666666805,0.0,7.0,0.0,1.0,0.0,Gen_Z
40,,,,,,kalt_g_ch2_g20_compr.mp4,ch2g20,21.0,2.0,kalt,kalt_g_ch2,0.926535246408089,1.741093267276271,938.7476580705168,-0.45872983,-3.184332,772.0567394984043,0.5690396909436912,0.5162169868132738,16.90882884706923,,,,,,
43,41.0,Woman / Weiblich,1.0,5.0,73.0,Donner_g_ch3_g3_compr.mp4,ch3g3,4.0,3.0,Donner,Donner_g_ch3,1.653815762071704,2.697321389853761,579.0797296861068,9.392627,3.9820018,149.7785331680406,0.48969904138502685,0.2724297015180226,7.410633481355603,6.0,43.0,1.0,1.0,1.0,Millenial
13,10.0,Woman / Weiblich,1.0,2.0,50.0,kalt_g_ch1_g13_compr.mp4,ch1g13,14.0,1.0,kalt,kalt_g_ch1,0.6518274370676087,2.034672469888507,1533.3333333333287,12.61997,4.547222,455.8202757477323,0.09489857015920622,0.7522190473849546,282.20530727874643,15.0,5.0,1.0,2.0,0.0,Gen_Alpha
60,35.0,Man / Männlich,1.0,2.0,85.0,leise_g_ch3_g20_compr.mp4,ch3g20,21.0,3.0,leise,leise_g_ch3,0.4647495323931612,0.9921957151599622,0.0,15.516486,2.036619,16.373617813955345,0.021045126064575093,1.0243127812436508,0.0,8.0,45.0,1.0,1.0,0.0,Millenial
18,19.0,Woman / Weiblich,1.0,2.0,64.0,langsam_g_ch1_g18_compr.mp4,ch1g18,19.0,1.0,langsam,langsam_g_ch1,0.3743065222177452,2.9249343474253093,379.3268892246981,0.5777873,-5.5247498,725.3044963667688,0.029989892562704568,0.4430216860417069,217.14267515431573,,,,,,Gen_Z
48,28.0,Woman / Weiblich,1.0,1.0,28.0,leise_g_ch3_g8_compr.mp4,ch3g8,9.0,3.0,leise,leise_g_ch3,1.2258209988710267,1.8247210114619512,66.66666666666015,10.693063,3.7686632,830.0679084721119,0.11120087205214557,0.2800284801094195,567.5919167338986,5.0,34.0,0.0,2.0,0.0,Millenial
55,20.0,Woman / Weiblich,2.0,4.0,30.0,langsam_g_ch3_g15_compr.mp4,ch3g15,16.0,3.0,langsam,langsam_g_ch3,0.3503295655774114,1.9006652772255233,1019.8975302559604,12.960973,3.9668612,682.336450489462,0.015321739404943524,0.6916149739529847,321.92316835107204,6.0,40.0,1.0,2.0,1.0,Gen_Z
7,50.0,Woman / Weiblich,1.0,2.0,40.0,leise_g_ch1_g7_compr.mp4,ch1g7,8.0,1.0,leise,leise_g_ch1,0.4326522186386403,1.090418025112459,0.0,14.31811,2.6415086,0.4866267996245157,0.2451407462895407,0.2600070246716044,0.0,26.0,31.0,0.0,1.0,0.0,GenX
35,15.0,Man / Männlich,2.0,4.0,43.0,Donner_g_ch2_g15_compr.mp4,ch2g15,16.0,2.0,Donner,Donner_g_ch2,1.487541038428121,2.4601340999693466,268.51213274653276,9.626511,3.9303787,565.494875894832,0.14194080398258935,0.5901178149999027,476.1395796932451,1.0,18.0,0.0,1.0,1.0,Gen_Z
59,27.0,Woman / Weiblich,1.0,3.0,40.0,leise_g_ch3_g19_compr.mp4,ch3g19,20.0,3.0,leise,leise_g_ch3,0.4857946584577363,2.016508496403613,0.0,1.4356294,-4.5560365,1767.852064724069,0.03151665876029991,0.31513878575681487,1249.9999999999984,1.0,20.0,1.0,1.0,0.0,Gen_Z
29,69.0,Woman / Weiblich,1.0,4.0,45.0,langsam_g_ch2_g9_compr.mp4,ch2g9,10.0,2.0,langsam,langsam_g_ch2,0.5465976444551109,2.649185858267534,409.72869580573047,-1.3311986,-4.1473985,,,,,11.0,35.0,0.0,3.0,0.0,Baby_Boomer
14,11.0,Man / Männlich,1.0,2.0,40.0,leise_g_ch1_g14_compr.mp4,ch1g14,15.0,1.0,leise,leise_g_ch1,0.593009295193217,1.6319666794991674,0.0,16.14852,2.287881,0.4937430638834666,0.19488182680739058,0.19714857627265658,0.0,1.0,10.0,1.0,0.0,0.0,Gen_Alpha
21,22.0,Non-binary / Nicht-binär,1.0,3.0,50.0,leise_g_ch2_g1_compr.mp4,ch2g1,2.0,2.0,leise,leise_g_ch2,0.415126226357052,1.2478017021493375,1183.333333333332,15.38509,4.3892446,617.6165009883354,0.10106028634795577,0.33231132563649335,436.72061206777676,,,,,,Gen_Z
31,36.0,Woman / Weiblich,1.0,5.0,12.0,Donner_g_ch2_g11_compr.mp4,ch2g11,12.0,2.0,Donner,Donner_g_ch2,1.141306471122744,2.461187757004028,0.0,-0.42442313,-2.1407087,1278.48137412007,0.14712625753069508,0.5348293427103437,1133.333333333329,9.0,39.0,0.0,3.0,0.0,Millenial
44,28.0,Woman / Weiblich,1.0,5.0,46.0,langsam_g_ch3_g4_compr.mp4,ch3g4,5.0,3.0,langsam,langsam_g_ch3,1.1361547815607158,2.8144617750225285,247.1636150563228,-1.9102719,-3.1146078,240.9935247214696,0.18901200725484224,0.04446837589014763,36.65949104245087,13.0,27.0,0.0,0.0,0.0,Millenial
51,21.0,Man / Männlich,1.0,2.0,60.0,langsam_g_ch3_g11_compr.mp4,ch3g11,12.0,3.0,langsam,langsam_g_ch3,0.3095454643337232,1.537712579229344,1627.5620827892835,13.222147,4.265552,796.4492858608698,0.8210826970069809,1.0275778423555537,755.0561133732191,41.0,15.0,0.0,0.0,0.0,Gen_Z
3,32.0,Woman / Weiblich,1.0,3.0,60.0,leise_g_ch1_g3_compr.mp4,ch1g3,4.0,1.0,leise,leise_g_ch1,0.4430743317965871,2.3957655210103908,564.0257086339241,15.895696,4.0143533,803.8026719332382,0.05835270196073833,0.8834475019904957,564.0257086339241,8.0,43.0,1.0,4.0,0.0,Millenial
38,9.0,Woman / Weiblich,1.0,2.0,48.0,rennen_g_ch2_g18_compr.mp4,ch2g18,19.0,2.0,rennen,rennen_g_ch2,0.6692719700263192,2.797741749993763,421.1249092185942,-1.5340567,-4.8003535,570.7196961551435,0.05613215638782254,0.048995681543326786,337.9324356748824,43.0,26.0,0.0,1.0,1.0,Gen_Alpha
17,,Woman / Weiblich,,,,kalt_g_ch1_g17_compr.mp4,ch1g17,18.0,1.0,kalt,kalt_g_ch1,0.3903177706916616,0.8648245984724203,0.0,14.459082,2.4835472,51.15990561344853,0.44375216315469057,1.0751383579622193,25.000000000020236,,,,,,
25,33.0,Man / Männlich,1.0,2.0,80.0,leise_g_ch2_g5_compr.mp4,ch2g5,6.0,2.0,leise,leise_g_ch2,0.430018331570005,1.7653334340021074,889.1709621889318,15.722379,4.1875978,20.0424560051089,0.09268926983520931,0.14409487000286014,14.170962188933231,33.0,20.0,1.0,3.0,0.0,Millenial
10,25.0,Man / Männlich,1.0,3.0,70.0,leise_g_ch1_g10_compr.mp4,ch1g10,11.0,1.0,leise,leise_g_ch1,0.5421017330551074,2.1137032401683458,966.3792676216132,15.786562,4.252294,2424.4964962020076,0.07143516649118814,0.9294282938348943,975.2873990450483,33.0,20.0,1.0,2.0,0.0,Gen_Z
36,15.0,Man / Männlich,1.0,3.0,45.0,Donner_g_ch2_g16_compr.mp4,ch2g16,17.0,2.0,Donner,Donner_g_ch2,1.613061726748934,2.4124532597432204,224.99999999999025,9.335967,3.9949167,336.09689728607117,0.1255206883208131,0.047680840226126175,43.512132746542505,0.0,2.0,0.0,1.0,1.0,Gen_Z
43,41.0,Woman / Weiblich,1.0,5.0,73.0,langsam_g_ch3_g3_compr.mp4,ch3g3,4.0,3.0,langsam,langsam_g_ch3,1.325166788815558,2.769993399132381,283.8231060987737,-0.61634046,-2.4873524,417.2956036326255,0.39005055788201226,0.06686290533440475,87.11164907063568,6.0,43.0,1.0,1.0,1.0,Millenial
56,21.0,Man / Männlich,2.0,2.0,80.0,langsam_g_ch3_g16_compr.mp4,ch3g16,17.0,3.0,langsam,langsam_g_ch3,0.6596396821984012,2.585896918551305,920.108689231871,-1.9763203,-4.3899503,921.4519938538332,0.3093101166209898,0.685231641325782,99.78884102408938,1.0,50.0,1.0,2.0,0.0,Gen_Z
4,60.0,Woman / Weiblich,1.0,3.0,86.0,leise_g_ch1_g4_compr.mp4,ch1g4,5.0,1.0,leise,leise_g_ch1,0.4497421699854405,1.946219591606133,567.3525261148391,1.1532218,-5.147881,806.1440031843879,0.006667838188853359,0.44954592940425786,3.326817480914997,28.0,26.0,0.0,0.0,0.0,Baby_Boomer
10,25.0,Man / Männlich,1.0,3.0,70.0,kalt_g_ch1_g10_compr.mp4,ch1g10,11.0,1.0,kalt,kalt_g_ch1,0.6411150716542428,2.2976238266480156,300.0000000000018,12.385077,3.1762419,3067.1443609707817,0.08929577529362831,0.3681274251165947,1491.6348834390192,33.0,20.0,1.0,2.0,0.0,Gen_Z
22,59.0,Woman / Weiblich,1.0,3.0,69.0,leise_g_ch2_g2_compr.mp4,ch2g2,3.0,2.0,leise,leise_g_ch2,0.308120416767606,1.276293465905562,0.0,1.2921281,-4.9603033,1673.5782976282896,0.107005809589446,0.02849176375622453,1183.333333333332,37.0,19.0,1.0,0.0,0.0,GenX
17,,Woman / Weiblich,,,,leise_g_ch1_g17_compr.mp4,ch1g17,18.0,1.0,leise,leise_g_ch1,0.4725329596932303,1.5341782682011635,0.0,14.24102,2.632319,408.33706103051446,0.24396728191256267,0.18828986662174163,0.0,,,,,,
8,24.0,Woman / Weiblich,4.0,5.0,54.0,langsam_g_ch1_g8_compr.mp4,ch1g8,9.0,1.0,langsam,langsam_g_ch1,0.9135677796469814,2.811354550243717,352.63058229019316,-1.063432,-4.405825,642.3812476721874,0.3418754148825469,0.04543187363297063,185.35369567091834,26.0,14.0,0.0,3.0,3.0,Gen_Z
14,11.0,Man / Männlich,1.0,2.0,40.0,kalt_g_ch1_g14_compr.mp4,ch1g14,15.0,1.0,kalt,kalt_g_ch1,1.0789132609795566,2.129463033570379,0.0,10.751518,3.7743313,2689.60270871712,0.42708582391194794,0.094790563681872,1533.3333333333287,1.0,10.0,1.0,0.0,0.0,Gen_Alpha
59,27.0,Woman / Weiblich,1.0,3.0,40.0,kalt_g_ch3_g19_compr.mp4,ch3g19,20.0,3.0,kalt,kalt_g_ch3,0.7460544849017299,1.2177970279800234,0.0,13.968508,2.6511693,2473.379895777636,0.2524937982089209,0.34244830046902,1466.5614440369643,1.0,20.0,1.0,1.0,0.0,Gen_Z
52,21.0,Man / Männlich,1.0,3.0,53.0,langsam_g_ch3_g12_compr.mp4,ch3g12,13.0,3.0,langsam,langsam_g_ch3,0.3533445063672204,1.687356349526556,1374.999999999997,13.196158,4.1207914,453.55018726093033,0.043799042033497215,0.149643770297212,252.56208278928648,0.0,7.0,0.0,1.0,0.0,Gen_Z
0,,,,,,leise_g_ch1_g0_compr.mp4,ch1g0,1.0,1.0,leise,leise_g_ch1,0.3140659400090962,1.5801130277858308,746.6127212655551,15.627428,4.073307,,,,,,,,,,
47,23.0,Woman / Weiblich,1.0,3.0,62.0,langsam_g_ch3_g7_compr.mp4,ch3g7,8.0,3.0,langsam,langsam_g_ch3,1.049063599764482,2.8382591519572142,416.3423738009659,-1.0330962,-2.8160567,594.6759586949545,0.21814601146935297,0.16924025963975042,482.02188045970684,3.0,13.0,0.0,0.0,0.0,Gen_Z
32,24.0,Woman / Weiblich,1.0,4.0,41.0,Donner_g_ch2_g12_compr.mp4,ch2g12,13.0,2.0,Donner,Donner_g_ch2,1.4084808442581085,2.4446665182725416,133.33333333333582,-0.5595363,-2.1466959,995.7984355498752,0.2671743731353644,0.016521238731486587,133.33333333333582,12.0,29.0,0.0,1.0,0.0,Gen_Z
60,35.0,Man / Männlich,1.0,2.0,85.0,kalt_g_ch3_g20_compr.mp4,ch3g20,21.0,3.0,kalt,kalt_g_ch3,0.712485546602488,0.9515073209034406,2578.771360240203,14.109255,4.4682217,3152.895801756323,0.0335689382992419,0.26628970707658284,2578.771360240203,8.0,45.0,1.0,1.0,0.0,Millenial
13,10.0,Woman / Weiblich,1.0,2.0,50.0,leise_g_ch1_g13_compr.mp4,ch1g13,14.0,1.0,leise,leise_g_ch1,0.3981274683858264,1.829115255771824,0.0,15.894331,2.5466127,1473.1401668996411,0.21171000569266113,0.539845607298826,1041.666666666666,15.0,5.0,1.0,2.0,0.0,Gen_Alpha
26,,Woman / Weiblich,,,,leise_g_ch2_g6_compr.mp4,ch2g6,7.0,2.0,leise,leise_g_ch2,0.4794381134961081,1.3852288309178522,0.0,15.7472,2.0833514,1257.479519918871,0.04941978192610308,0.3801046030842552,889.1709621889318,,,,,,
40,,,,,,leise_g_ch2_g20_compr.mp4,ch2g20,21.0,2.0,leise,leise_g_ch2,0.7932492825599649,2.563105839073571,444.7806887794361,-0.80673826,-3.4463544,715.224456687374,0.40096927702590474,0.24857636517045645,126.60688737329434,,,,,,
18,19.0,Woman / Weiblich,1.0,2.0,64.0,Donner_g_ch1_g18_compr.mp4,ch1g18,19.0,1.0,Donner,Donner_g_ch1,0.5762806445816662,2.8151442291317395,62.112999374994736,12.587784,3.198673,143.94803660424887,0.06494331513519724,0.275734533268134,81.50106678845535,,,,,,Gen_Z
41,29.0,Woman / Weiblich,1.0,3.0,50.0,rennen_g_ch3_g1_compr.mp4,ch3g1,2.0,3.0,rennen,rennen_g_ch3,0.6666977060904875,2.8927654049970424,74.73912964438259,0.5689324,-6.146538,88.67499718907317,0.19275651463955723,0.12192745804063021,82.80982631971455,,,,,,Millenial
35,15.0,Man / Männlich,2.0,4.0,43.0,langsam_g_ch2_g15_compr.mp4,ch2g15,16.0,2.0,langsam,langsam_g_ch2,0.7492142134643804,2.3556302532406876,1528.0692588106826,-2.1609411,-3.8811786,1189.5350005357443,0.30422761249711106,0.3987013871993299,714.8537618823237,1.0,18.0,0.0,1.0,1.0,Gen_Z
41,29.0,Woman / Weiblich,1.0,3.0,50.0,kalt_g_ch3_g1_compr.mp4,ch3g1,2.0,3.0,kalt,kalt_g_ch3,0.8592867221461608,2.0763646161753564,783.3333333333352,11.835645,4.0904946,1072.912511837891,0.1415703373972238,0.09882696728543605,741.7593623691787,,,,,,Millenial
11,25.0,Woman / Weiblich,1.0,4.0,76.0,rennen_g_ch1_g11_compr.mp4,ch1g11,12.0,1.0,rennen,rennen_g_ch1,0.5916937274795033,2.8409511142858888,439.9073976628704,-1.5384631,-5.0143185,388.9228834710087,0.17080285839648823,0.04874622755113922,316.0234914352173,0.0,6.0,1.0,1.0,0.0,Gen_Z
55,20.0,Woman / Weiblich,2.0,4.0,30.0,Donner_g_ch3_g15_compr.mp4,ch3g15,16.0,3.0,Donner,Donner_g_ch3,2.02127732858261,2.608722431287583,572.1887800368003,0.8015805,-0.7594006,269.43911969099946,0.22552329464190635,0.26117260045496726,188.85544670346104,6.0,40.0,1.0,2.0,1.0,Gen_Z
39,39.0,Woman / Weiblich,1.0,3.0,41.0,leise_g_ch2_g19_compr.mp4,ch2g19,20.0,2.0,leise,leise_g_ch2,0.3922800055340601,2.8116822042440273,318.17380140614176,-0.8797486,-4.3785577,1810.591829878899,0.04187989430068528,0.5055267414946893,194.6181208737973,30.0,7.0,0.0,1.0,0.0,Millenial
28,80.0,Woman / Weiblich,1.0,1.0,80.0,kalt_g_ch2_g8_compr.mp4,ch2g8,9.0,2.0,kalt,kalt_g_ch2,0.7623373913916696,2.388619430335849,548.1502987320127,12.148745,3.9429803,897.4048564263317,0.1211756285549932,0.2561896153881955,357.73171467935026,67.0,7.0,0.0,4.0,1.0,Silent_Gen
44,28.0,Woman / Weiblich,1.0,5.0,46.0,Donner_g_ch3_g4_compr.mp4,ch3g4,5.0,3.0,Donner,Donner_g_ch3,1.8628746716193236,2.6994135033696187,205.4241321609368,0.5352878,-0.88493985,622.7262839307871,0.20905890954761963,0.0020921135158578075,373.65559752517004,13.0,27.0,0.0,0.0,0.0,Millenial
28,80.0,Woman / Weiblich,1.0,1.0,80.0,rennen_g_ch2_g8_compr.mp4,ch2g8,9.0,2.0,rennen,rennen_g_ch2,0.7515142200921168,2.800782602752407,160.2152746786742,-1.0631608,-5.1762276,720.8254589889989,0.28057471594511885,0.16340293682111184,649.0339201057566,67.0,7.0,0.0,4.0,1.0,Silent_Gen
51,21.0,Man / Männlich,1.0,2.0,60.0,Donner_g_ch3_g11_compr.mp4,ch3g11,12.0,3.0,Donner,Donner_g_ch3,1.5697084384377444,2.445913183539458,0.0,9.412352,3.9809518,346.7218087318245,0.030005334943694617,0.6253438762391514,210.96486162275065,41.0,15.0,0.0,0.0,0.0,Gen_Z
31,36.0,Woman / Weiblich,1.0,5.0,12.0,langsam_g_ch2_g11_compr.mp4,ch2g11,12.0,2.0,langsam,langsam_g_ch2,1.2215808417064782,2.5425666311494957,326.5305839002244,-0.88762736,-2.7359245,2596.305097119143,0.07918600983251212,0.3681274232949261,874.8641901528952,9.0,39.0,0.0,3.0,0.0,Millenial
15,44.0,Woman / Weiblich,1.0,5.0,70.0,rennen_g_ch1_g15_compr.mp4,ch1g15,16.0,1.0,rennen,rennen_g_ch1,0.4440394986661535,2.845362899584608,100.03857280760607,-0.12855566,-6.0533247,113.6404077057687,0.060603923189456566,0.022763756770165067,85.39269925157043,33.0,30.0,1.0,3.0,0.0,Millenial
45,43.0,Woman / Weiblich,1.0,4.0,50.0,kalt_g_ch3_g5_compr.mp4,ch3g5,6.0,3.0,kalt,kalt_g_ch3,0.8771948260637752,1.4807770333395878,0.0,12.057936,4.2520604,2185.627176371671,0.3542927156239306,0.11883705329432392,1454.0704892316262,15.0,4.0,0.0,1.0,0.0,Millenial
