participantID,generation_number,chain_number,chainID,age,extrovert,diff_in_age,diff_in_extrovert,diff_in_gesture_space_Donner,diff_in_entropy_Donner,diff_in_variability_Donner,diff_in_gesture_space_kalt,diff_in_entropy_kalt,diff_in_variability_kalt,diff_in_gesture_space_langsam,diff_in_entropy_langsam,diff_in_variability_langsam,diff_in_gesture_space_leise,diff_in_entropy_leise,diff_in_variability_leise,diff_in_gesture_space_rennen,diff_in_entropy_rennen,diff_in_variability_rennen,diff_in_gesture_space_mean,diff_in_entropy_mean,diff_in_variability_mean,total_dist_Donner,total_dist_kalt,total_dist_langsam,total_dist_leise,total_dist_rennen,total_dist_mean,gesture_space_rennen,entropy_rennen,variability_rennen,gesture_space_Donner,entropy_Donner,variability_Donner,gesture_space_kalt,entropy_kalt,variability_kalt,gesture_space_leise,entropy_leise,variability_leise,gesture_space_langsam,entropy_langsam,variability_langsam,gesture_space_mean,entropy_mean,variability_mean
12,12,1,ch1g12,25.0,55.0,0,21,0.26417662911357787,1.5364107803616784,1.2085396498723517,1.256236789675899,0.34000225683655383,3.2360592352245168,0.621747742084722,0.9054302196858208,0.8805718245191255,0.16016289232977993,0.10599575511743264,1.1871708293351055,0.010668830960012365,0.00013361240019960086,0.21571456211828693,0.46259857683279826,0.5775945248803371,1.3456112202138775,19.55914339715219,6.018229430254483,5.390750264156096,3.072851418750507,0.9498746482363638,6.998169831709928,-0.503826645493974,0.92973916394524,-0.6839491479672953,1.4174606042115283,0.7239921607551992,1.2559870425550368,-0.1457276458315378,-1.2609198670525874,3.019122740985004,-0.4524973472296458,-1.276597377048904,0.0679845048009099,-0.6556953814193555,0.9166915704185766,-0.2386145000150702,-0.06805728315259695,0.0065811302035048815,0.6841061280717169
13,13,1,ch1g13,10.0,50.0,15,5,1.0475284745371292,1.5894084066071097,0.5647007430598986,0.21266942790089222,0.2234406155193922,0.5767965775138908,0.5681352486804747,0.08604946505796385,0.1935787782872379,0.4744459870788162,0.09017133888077078,1.1871708293351055,0.3662544654342259,0.0638367630634683,0.037558336998679276,0.5338067207263076,0.4105813178257409,0.5119610530389624,19.952291921186028,1.5074459942008769,4.6253933118790655,3.0253703331109154,1.0386525084304865,6.029830813761474,-0.8700811109282,0.8659024008817717,-0.6463908109686161,0.3699321296743992,-0.8654162458519105,0.6912862994951382,-0.35839707373243,-1.0374792515331952,2.442326163471113,-0.926943334308462,-1.3667687159296749,-1.1191863245341958,-0.0875601327388808,1.0027410354765405,-0.0450357217278323,-0.3746099044067147,-0.2802041553912936,0.2645999211471215
14,14,1,ch1g14,11.0,40.0,1,10,0.3626479494080466,0.07817633500579768,0.8439707036421956,0.9571071269415097,0.07736039591937438,3.5615124880053086,0.1028060901244344,0.015798978962639598,0.6967844094131138,0.4367337310338585,0.030673023590712,0.0,0.1818419725705701,0.16684944019178194,0.08589828882915207,0.4082273740156839,0.07377163473406112,1.0376331779779542,1.8162146960808163,6.7060571225956025,5.087378810282879,0.5944804323592278,0.8538320784066921,3.0115926279450433,-0.6882391383576298,1.0327518410735537,-0.7322890997977681,0.7325800790824458,-0.7872399108461128,-0.1526844041470574,0.5987100532090797,-0.9601188556138208,-1.1191863245341958,-0.4902096032746035,-1.3974417395203869,-1.1191863245341958,0.0152459573855536,1.01854001443918,0.6517486876852815,0.03361746960896914,-0.21870173009351737,-0.4943194930655871
15,15,1,ch1g15,44.0,70.0,33,30,0.06071479564583482,0.00544242691651442,0.0446172567248669,0.7241781842740018,0.1525002361500415,2.274133385846585,0.0207256186979623,0.21661955742763495,0.2678460760023315,0.23375541407451894,0.04995351836843809,0.0,0.13581449806492163,0.06327771785336311,0.018158711764833524,0.2350377021514479,0.09755869134319842,0.5209510860677233,0.5748163356245818,4.805681731051185,1.0311533198947114,0.5779901036553359,0.4563198194046041,1.4891922619260836,-0.8240536364225515,0.9694741232201906,-0.7504478115626017,0.671865283436611,-0.7817974839295984,-0.1080671474221905,-0.1254681310649222,-1.1126190917638623,1.154947061312389,-0.7239650173491224,-1.447395257888825,-1.1191863245341958,0.0359715760835159,0.8019204570115451,0.38390261168295,-0.19312998506329385,-0.31408345067011006,-0.08777032210472982
16,16,1,ch1g16,27.0,30.0,17,40,0.2666031229070431,1.7035457642614742,0.11944314858612279,0.1754798190677254,1.6358786806161674,2.2266465526731336,0.0873078282794919,0.1780709179251897,0.3242790625638497,0.5105008790529971,0.29152226574093665,0.4653709650993493,0.16636045697648993,0.5086960465058898,1.4110794790164345,0.24125042125674953,0.8635427350099316,0.909363841587778,20.91995492575506,23.304774017161556,3.494445670145236,2.282085800243463,4.043197422974734,10.80889156725601,-0.9904140933990414,0.4607780767143007,0.6606316674538328,0.4052621605295679,0.9217482803318758,0.0113760011639323,0.0500116880028032,0.5232595888523051,-1.0716994913607447,-0.2134641382961253,-1.1558729921478883,-0.6538153594348465,-0.051336252195976,0.9799913749367348,0.7081816742467997,-0.1599881270717543,0.34598086573746567,-0.06906510158620524
17,17,1,ch1g17,,,,,0.7874218205492298,1.7741376504370656,0.8199590839628572,0.9944566973935194,1.8887404202747033,0.04748683317345104,0.9961981539120349,0.11185092221197623,0.9270562417707622,0.5467351318764524,0.25673953662687876,0.4653709650993493,,,,0.8312029509328092,1.007867132387656,0.5649682810016049,20.56248385983825,19.33142121017606,4.237027057218915,2.6817283370753664,,11.703165116077148,,,,-0.3821596600196619,-0.8523893701051899,-0.8085830827989249,-0.9444450093907162,-1.3654808314223983,-1.1191863245341958,-0.7601992701725777,-1.412612528774767,-1.1191863245341958,-1.047534406108011,0.8681404527247586,-0.2188745675239625,-0.7835845864227418,-0.6905855693943992,-0.8164575748478198
18,18,1,ch1g18,,,,,0.14553915462181372,0.12525025351257357,0.13337213074533472,1.3345056275096,0.44445608173799445,0.854762997121278,0.06720789663553073,0.034968995695054184,0.5367948045341986,0.07359258821721126,0.030784802659248767,0.0,,,,0.4052113167460389,0.15886503340121774,0.38123248310020286,0.8474227523066022,4.979669850615352,1.761948058727632,3.07331678352301,,2.665589361293149,,,,-0.5276988146414756,-0.7271391165926163,-0.9419552135442596,0.3900606181188837,-0.9210247496844038,-0.2644233274129177,-0.6866066819553664,-1.3818277261155183,-1.1191863245341958,-0.9803265094724802,0.9031094484198128,0.3179202370102361,-0.45114284698760965,-0.5317205359931814,-0.5019111571202842
19,19,1,ch1g19,57.0,39.0,38,25,1.352547935411314,0.09659434974318726,0.8804218875566776,0.3115388232577179,0.0640861512458134,0.6764617822185592,0.6511821250735386,0.11216751815982184,0.22838085112561257,0.3862238912342053,0.10133631244185493,1.4970031159034756,0.49939585190723546,0.21318040670015914,0.914792957970248,0.6401777253768023,0.11747294765816732,0.8394121189549146,2.366750395488655,2.2309397868949463,1.1294818524313788,3.9327797514863816,2.4340683012789843,2.418804017516069,-1.1820634837698136,0.8141306369963678,0.5975779919354828,0.8248491207698383,-0.8237334663358036,-0.061533325987582,0.0785217948611658,-0.9851109009302172,0.4120384548056416,-1.0728305731895718,-1.4831640385573732,0.3778167913692797,-0.3291443843989416,1.0152769665796346,0.0895393858846235,-0.3361335051454646,-0.2925201604494784,0.2830878596014891
20,20,1,ch1g20,,,,,0.06768772938623124,0.06784108017299328,0.7525012683151588,0.2509471730094881,0.3101665673408591,1.2331694972537384,0.39700611662176727,0.1927961059429062,0.12800828193506958,0.35189702555038593,0.015377734303624768,1.2982575983400508,0.18793664428286883,0.028651797298454795,0.7825212497587514,0.25109493777014824,0.12296665701176764,0.8388915791205538,1.3662851357909245,4.872001509605029,0.8574711026518393,2.532560711246872,1.9593128100727797,2.317526253873489,-0.9941268394869448,0.785478839697913,-0.1849432578232686,0.8925368501560695,-0.7558923861628103,-0.8140345943027408,-0.1724253781483223,-1.2952774682710764,-0.8211310424480968,-1.4247275987399577,-1.498541772860998,1.6760743897093306,-0.7261505010207089,0.8224808606367284,0.2175476678196931,-0.48497869344797284,-0.38835038539204864,0.0147026325909835
21,1,2,ch2g1,,,,,2.8918030706362146,2.6433410132700295,0.40981459934156295,0.29665714962358025,1.574951203170722,3.3991643733218733,0.1799580336766028,0.08970363506972712,1.7178602646634533,0.22647794634906937,0.045277269226233985,0.4977234923675883,0.5444154727045177,0.01390018982014296,0.1108621211968639,0.827862334597997,0.873434662111371,1.2270849701782685,18.221468237035484,19.386449924444744,4.410742979469247,1.0916996023473808,4.902988644023891,9.60266987746415,-1.3014588698037763,1.1028233198016593,-0.7547105595822585,-1.6581448677844366,-1.657323569926903,-1.1191863245341958,-0.5073958889377806,0.6309948059275009,3.001783731441923,-0.8888488074183161,-1.4613596375797555,0.2294397375904835,-0.2698559938854358,0.9833132159905824,1.1447736996578133,-0.9251408855659491,-0.08031037315738324,0.5004200569147532
22,2,2,ch2g2,59.0,69.0,37,19,2.6475968277942674,2.4931742882820838,2.1274479457344384,0.38105206021989735,0.04885025377185659,0.36556722790992024,0.5444153969680303,0.1914182728448709,1.2939671498825054,0.2398019724562903,1.4518099245512803,1.3486260621246793,0.24921447321494372,0.40335138643152746,0.3776681400884456,0.8124161461306858,0.9177208251763238,1.1026553051479977,17.556330079674332,1.3816129085230509,5.8217550915030305,15.619542125705696,3.8715557389699833,8.850159188875217,-1.0522443965888326,0.6994719333701318,-0.3770424194938129,0.9894519600098308,0.8358507183551807,1.0082616212002424,-0.1263438287178833,0.5821445521556443,3.3673509593518434,-1.1286507798746064,-0.0095497130284752,-1.1191863245341958,0.2745594030825946,0.7918949431457115,-0.1491934502246922,-0.20864552841777936,0.5799624867996387,0.5460380772598769
23,3,2,ch2g3,35.0,43.0,24,26,0.8873491293000348,0.2360639513955608,0.5909593217893145,0.4105626264654069,0.22409342908647756,2.3642199491130156,0.723953616375762,0.024590281555212368,0.46148829459636964,0.11571527560352313,1.2794992493290969,0.761125540088311,0.35333253604662973,0.004393304872825188,0.012305068413795806,0.49818263675827135,0.3537280432478346,0.8380196348001613,3.7961716032027217,6.336963970207207,4.58379631672819,16.268577561082694,3.633627993174825,6.9238274888791285,-0.6989118605422029,0.703865238242957,-0.3647373510800171,1.8768010893098657,0.5997867669596199,1.599220942989557,0.2842187977475236,0.8062379812421219,1.0031310102388278,-1.0129355042710833,-1.289048962357572,-0.3580607844458848,0.9985130194583566,0.8164852247009239,-0.6106817448210619,0.28953710834049196,0.3274652497576101,0.25377441457628425
24,4,2,ch2g4,66.0,60.0,31,17,0.9384712502784537,0.07210953547448151,0.019919950979519596,0.9637243953137982,2.116480229331245,0.11837297485537202,1.4502160368740329,0.006968804449873356,2.558293304286909,0.050258169089575144,0.06671953399582775,0.23609795655317678,0.38404153338898817,0.04394895633179541,1.0183153132590688,0.7573422769889696,0.46124541191664453,0.7901998999868092,4.78762930419615,14.231844786302988,5.267434132918042,0.7633440798230706,2.492339823117925,5.508518425271634,-1.082953393931191,0.7478141945747524,0.6535779621790516,0.938329839031412,0.6718963024341014,1.5793009920100374,-0.6795055975662745,-1.3102422480891227,0.8847580353834558,-1.0631936733606584,-1.3557684963533998,-0.121962827892708,-0.4517030174156763,0.8234540291507972,1.9476115594658472,-0.46780516864847765,-0.0845692436565743,0.9886571442291368
25,5,2,ch2g5,33.0,80.0,33,20,0.7244232038746833,0.0778216164812413,0.7926377004824208,0.3996400827196653,0.08619572723488966,2.0039443599176514,0.5813836916085305,0.20904465826623597,2.0658921274289193,0.2077183455486773,0.029551300600055397,0.016150418816939807,0.35743622175827583,0.31151881604803233,1.7128461397357373,0.45412030910196644,0.14282642372609095,1.3182941492763338,6.345053871957779,5.648070760167984,5.315539230919864,0.3557922166825862,4.453687222268363,4.423628660399316,-0.7255171721729152,1.0593330106227847,-1.0592681775566857,1.6627530429060953,0.5940746859528601,2.371938692492458,-0.2798655148466092,-1.224046520854233,-1.1191863245341958,-0.8554753278119811,-1.3853197969534552,-0.1058124090757682,-1.0330867090242069,1.0324986874170332,-0.1182805679630721,-0.2462383361899234,0.015308013236997953,-0.006121757327452704
26,6,2,ch2g6,,,,,0.6466801401842992,0.33312041543897797,1.2604770296111525,0.9151255579046629,0.3357515003846002,0.6270791972053642,0.29377339629151533,0.024426815047751793,0.023354957391692605,0.11075063335073443,0.0667630124935723,1.0133739154584276,0.12568807989082176,0.026897674556257023,0.19247946820970707,0.4184035615244067,0.15739188358423187,0.6233529135752688,4.784664832024757,3.526825632795059,0.8220728704045347,3.342702679396366,0.4915468989316277,2.5935625827104687,-0.851205252063737,1.0324353360665277,-0.8667887093469786,1.016072902721796,0.927195101391838,1.1114616628813057,-1.194991072751272,-0.8882950204696328,-0.4921071273288315,-0.7447246944612467,-1.4520828094470275,-1.1191863245341958,-0.7393133127326915,1.0080718723692814,-0.1416355253547647,-0.5028322858574302,0.1254648959821974,-0.301651204736693
27,7,2,ch2g7,,,,,0.2084342392170837,0.04202309486136968,0.5690625809149199,0.8126920283878376,0.06349399179412074,0.3231958762228364,1.6390006457365354,0.023141845223575763,1.0926292684775851,0.43907809120746855,1.7421422938032918,0.0,0.08743501892686778,0.24563486261149858,0.6965763975178355,0.6373280046951586,0.4232872176587713,0.5362928246266354,3.2478086368423673,1.0880378961280144,5.137961926766505,18.024300026313004,2.630867872825997,6.025795271775178,-0.7637702331368692,0.7868004734550291,-0.1702123118291431,1.2245071419388798,0.8851720065304683,0.5423990819663858,-0.3822990443634345,-0.9517890122637536,-0.1689112511059951,-0.3056466032537781,0.2900594843562643,-1.1191863245341958,0.8996873330038438,0.9849300271457057,0.9509937431228204,0.13449571883772835,0.39903459584474277,0.007016587523974427
28,8,2,ch2g8,80.0,80.0,67,7,0.10358886643816057,0.14795373292221137,0.06827280261897606,0.27155679539836997,0.04516691669916861,1.0479836694645595,,,,1.0768382172208455,1.6847536068986433,0.0,0.6287730597352434,0.1612190568144597,0.5054304152058887,0.5201892346981549,0.5097733283336208,0.40542172182235603,3.0754105763273833,3.377372940083344,,17.53892688577766,1.9983649537113113,6.4975188389749245,-0.1349971734016257,0.9480195302694888,-0.6756427270350318,1.1209182755007192,0.737218273608257,0.6106718845853618,-0.1107422489650645,-0.906622095564585,0.8790724183585644,-1.3824848204746236,-1.394694122542379,-1.1191863245341958,,,,-0.12682649183514866,-0.15401960355730457,-0.0762711871563253
29,9,2,ch2g9,69.0,45.0,11,35,0.6428848471754188,1.812660026169056,0.08428719300812382,0.17576597977168146,0.30006464959345314,0.3950776490468101,,,,0.5365046659646708,0.0670011253517242,1.3382190642095613,0.2005019718014448,0.043910152986106454,0.3491853647969426,0.388914366178304,0.5559089885250849,0.5416923177653594,20.461825324775063,8.382517999156205,,3.703034918950876,3.5846271827805256,9.033001356415667,-0.3354991452030705,0.9041093772833824,-0.3264573622380892,0.4780334283253004,-1.0754417525607989,0.526384691577238,-0.286508228736746,-1.206686745158038,1.2741500674053745,-0.8459801545099528,-1.4616952478941032,0.2190327396753656,,,,-0.24748852503111723,-0.7099285920823895,0.42327753410497226
30,10,2,ch2g10,45.0,51.0,24,6,0.5902135762788413,1.5795517996487134,0.04496024486175276,0.4400595438884446,1.7122568555389563,0.514314809429073,1.690106958850092,0.4056984582140196,3.474865871088531,0.09358692640482602,0.06151390165092674,1.3382190642095613,0.03884812366583179,0.06060086681170884,0.18008359310463795,0.5705630258176072,0.763924376372865,1.1104887165387114,20.894371869745445,14.29388390941616,7.393744107748413,3.722927600847141,0.7881313083828176,9.418611759227996,-0.3743472688689023,0.9647102440950912,-0.5065409553427271,1.0682470046041417,0.5041100470879146,0.5713449364389908,0.1535513151516986,0.5055701103809183,0.7598352579763015,-0.9395670809147788,-1.4001813462431765,-1.1191863245341958,1.0958879991241732,0.6556634855610447,3.3621432576039405,0.20075439381926646,0.24597450817635852,0.6135192344284619
31,11,2,ch2g11,36.0,12.0,9,39,0.32971262860715367,0.03082364996786785,0.67431303106234,0.6567377179999633,1.5340926028242035,0.042702017924817426,0.17745729340897842,0.13622721048350184,3.7523150451362883,0.28751932460977103,1.777765576653675,0.7368063319424665,0.11726609612672462,0.029177657201201246,0.32430401684976895,0.31373861215051824,0.7016173394260898,1.1060880885831363,1.8717753728948547,20.862949470744837,7.246744585406034,17.19942151066261,2.287501126546317,9.89367841325093,-0.4916133649956269,0.9938879012962925,-0.8308449721924961,0.738534375996988,0.4732863971200468,-0.1029680946233492,-0.5031864028482647,-1.0285224924432852,0.8025372759011189,-0.6520477563050078,0.3775842304104985,-0.3823799925917292,0.9184307057151948,0.7918906960445465,-0.3901717875323478,0.002023511512656695,0.3216253464856198,-0.1807655142077607
32,12,2,ch2g12,24.0,41.0,12,29,0.5987426469034665,0.4782155761223386,0.5343522994656239,0.3528206389078441,1.4713365129039015,1.9217236004353146,0.8976893045977512,0.03324442152858198,0.23696634483518653,0.22830495646737847,1.8169148158042643,0.7368063319424665,0.1918661819294415,0.09157494292588086,0.03415786731623094,0.4538847457611763,0.7782572538569934,0.6928012887989644,2.7631289429023496,21.782346969001768,1.404502048200942,17.51382139289637,1.8559920824951712,9.063958287099322,-0.6834795469250684,0.9023129583704116,-0.865002839508727,1.3372770229004545,0.9515019732423854,-0.6373203940889731,-0.1503657639404206,0.4428140204606163,-1.1191863245341958,-0.8803527127723862,-1.4393305853937657,-1.1191863245341958,0.0207414011174436,0.8251351175731285,-0.1532054426971613,-0.07123591992399543,0.33648669685055516,-0.7787802650726506
