time,X_NOSE,Y_NOSE,Z_NOSE,X_LEFT_EYE_INNER,Y_LEFT_EYE_INNER,Z_LEFT_EYE_INNER,X_LEFT_EYE,Y_LEFT_EYE,Z_LEFT_EYE,X_LEFT_EYE_OUTER,Y_LEFT_EYE_OUTER,Z_LEFT_EYE_OUTER,X_RIGHT_EYE_OUTER,Y_RIGHT_EYE_OUTER,Z_RIGHT_EYE_OUTER,X_RIGHT_EYE,Y_RIGHT_EYE,Z_RIGHT_EYE,X_RIGHT_EYE_OUTER.1,Y_RIGHT_EYE_OUTER.1,Z_RIGHT_EYE_OUTER.1,X_LEFT_EAR,Y_LEFT_EAR,Z_LEFT_EAR,X_RIGHT_EAR,Y_RIGHT_EAR,Z_RIGHT_EAR,X_MOUTH_LEFT,Y_MOUTH_LEFT,Z_MOUTH_LEFT,X_MOUTH_RIGHT,Y_MOUTH_RIGHT,Z_MOUTH_RIGHT,X_LEFT_SHOULDER,Y_LEFT_SHOULDER,Z_LEFT_SHOULDER,X_RIGHT_SHOULDER,Y_RIGHT_SHOULDER,Z_RIGHT_SHOULDER,X_LEFT_ELBOW,Y_LEFT_ELBOW,Z_LEFT_ELBOW,X_RIGHT_ELBOW,Y_RIGHT_ELBOW,Z_RIGHT_ELBOW,X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,X_LEFT_PINKY,Y_LEFT_PINKY,Z_LEFT_PINKY,X_RIGHT_PINKY,Y_RIGHT_PINKY,Z_RIGHT_PINKY,X_LEFT_INDEX,Y_LEFT_INDEX,Z_LEFT_INDEX,X_RIGHT_INDEX,Y_RIGHT_INDEX,Z_RIGHT_INDEX,X_LEFT_THUMB,Y_LEFT_THUMB,Z_LEFT_THUMB,X_RIGHT_THUMB,Y_RIGHT_THUMB,Z_RIGHT_THUMB,X_LEFT_HIP,Y_LEFT_HIP,Z_LEFT_HIP,X_RIGHT_HIP,Y_RIGHT_HIP,Z_RIGHT_HIP,X_LEFT_KNEE,Y_LEFT_KNEE,Z_LEFT_KNEE,X_RIGHT_KNEE,Y_RIGHT_KNEE,Z_RIGHT_KNEE,X_LEFT_ANKLE,Y_LEFT_ANKLE,Z_LEFT_ANKLE,X_RIGHT_ANKLE,Y_RIGHT_ANKLE,Z_RIGHT_ANKLE,X_LEFT_HEEL,Y_LEFT_HEEL,Z_LEFT_HEEL,X_RIGHT_HEEL,Y_RIGHT_HEEL,Z_RIGHT_HEEL,X_LEFT_FOOT_INDEX,Y_LEFT_FOOT_INDEX,Z_LEFT_FOOT_INDEX,X_RIGHT_FOOT_INDEX,Y_RIGHT_FOOT_INDEX,Z_RIGHT_FOOT_INDEX,fileID,participantID,LEFT_EAR_speed2D,LEFT_EYE_OUTER_speed2D,NOSE_speed2D,RIGHT_SHOULDER_speed2D,RIGHT_HIP_speed2D,RIGHT_KNEE_speed2D,RIGHT_ANKLE_speed2D,RIGHT_EYE_OUTER_speed2D,LEFT_PINKY_speed2D,RIGHT_WRIST_speed2D,RIGHT_EYE_speed2D,LEFT_ELBOW_speed2D,RIGHT_INDEX_speed2D,LEFT_WRIST_speed2D,LEFT_EYE_INNER_speed2D,LEFT_THUMB_speed2D,RIGHT_ELBOW_speed2D,RIGHT_EYE_OUTER.1_speed2D,LEFT_HIP_speed2D,LEFT_INDEX_speed2D,RIGHT_THUMB_speed2D,LEFT_ANKLE_speed2D,LEFT_HEEL_speed2D,LEFT_SHOULDER_speed2D,LEFT_FOOT_INDEX_speed2D,RIGHT_EAR_speed2D,RIGHT_HEEL_speed2D,LEFT_EYE_speed2D,MOUTH_RIGHT_speed2D,LEFT_KNEE_speed2D,RIGHT_FOOT_INDEX_speed2D,RIGHT_PINKY_speed2D,MOUTH_LEFT_speed2D,Y_NOSE_velocity,Y_LEFT_EYE_INNER_velocity,Y_LEFT_EYE_velocity,Y_LEFT_EYE_OUTER_velocity,Y_RIGHT_EYE_OUTER_velocity,Y_RIGHT_EYE_velocity,Y_RIGHT_EYE_OUTER.1_velocity,Y_LEFT_EAR_velocity,Y_RIGHT_EAR_velocity,Y_MOUTH_LEFT_velocity,Y_MOUTH_RIGHT_velocity,Y_LEFT_SHOULDER_velocity,Y_RIGHT_SHOULDER_velocity,Y_LEFT_ELBOW_velocity,Y_RIGHT_ELBOW_velocity,Y_LEFT_WRIST_velocity,Y_RIGHT_WRIST_velocity,Y_LEFT_PINKY_velocity,Y_RIGHT_PINKY_velocity,Y_LEFT_INDEX_velocity,Y_RIGHT_INDEX_velocity,Y_LEFT_THUMB_velocity,Y_RIGHT_THUMB_velocity,Y_LEFT_HIP_velocity,Y_RIGHT_HIP_velocity,Y_LEFT_KNEE_velocity,Y_RIGHT_KNEE_velocity,Y_LEFT_ANKLE_velocity,Y_RIGHT_ANKLE_velocity,Y_LEFT_HEEL_velocity,Y_RIGHT_HEEL_velocity,Y_LEFT_FOOT_INDEX_velocity,Y_RIGHT_FOOT_INDEX_velocity,LEFT_EAR_acceleration2D,LEFT_EYE_OUTER_acceleration2D,NOSE_acceleration2D,RIGHT_SHOULDER_acceleration2D,RIGHT_HIP_acceleration2D,RIGHT_KNEE_acceleration2D,RIGHT_ANKLE_acceleration2D,RIGHT_EYE_OUTER_acceleration2D,LEFT_PINKY_acceleration2D,RIGHT_WRIST_acceleration2D,RIGHT_EYE_acceleration2D,LEFT_ELBOW_acceleration2D,RIGHT_INDEX_acceleration2D,LEFT_WRIST_acceleration2D,LEFT_EYE_INNER_acceleration2D,LEFT_THUMB_acceleration2D,RIGHT_ELBOW_acceleration2D,RIGHT_EYE_OUTER.1_acceleration2D,LEFT_HIP_acceleration2D,LEFT_INDEX_acceleration2D,RIGHT_THUMB_acceleration2D,LEFT_ANKLE_acceleration2D,LEFT_HEEL_acceleration2D,LEFT_SHOULDER_acceleration2D,LEFT_FOOT_INDEX_acceleration2D,RIGHT_EAR_acceleration2D,RIGHT_HEEL_acceleration2D,LEFT_EYE_acceleration2D,MOUTH_RIGHT_acceleration2D,LEFT_KNEE_acceleration2D,RIGHT_FOOT_INDEX_acceleration2D,RIGHT_PINKY_acceleration2D,MOUTH_LEFT_acceleration2D,LEFT_EAR_jerk2D,LEFT_EYE_OUTER_jerk2D,NOSE_jerk2D,RIGHT_SHOULDER_jerk2D,RIGHT_HIP_jerk2D,RIGHT_KNEE_jerk2D,RIGHT_ANKLE_jerk2D,RIGHT_EYE_OUTER_jerk2D,LEFT_PINKY_jerk2D,RIGHT_WRIST_jerk2D,RIGHT_EYE_jerk2D,LEFT_ELBOW_jerk2D,RIGHT_INDEX_jerk2D,LEFT_WRIST_jerk2D,LEFT_EYE_INNER_jerk2D,LEFT_THUMB_jerk2D,RIGHT_ELBOW_jerk2D,RIGHT_EYE_OUTER.1_jerk2D,LEFT_HIP_jerk2D,LEFT_INDEX_jerk2D,RIGHT_THUMB_jerk2D,LEFT_ANKLE_jerk2D,LEFT_HEEL_jerk2D,LEFT_SHOULDER_jerk2D,LEFT_FOOT_INDEX_jerk2D,RIGHT_EAR_jerk2D,RIGHT_HEEL_jerk2D,LEFT_EYE_jerk2D,MOUTH_RIGHT_jerk2D,LEFT_KNEE_jerk2D,RIGHT_FOOT_INDEX_jerk2D,RIGHT_PINKY_jerk2D,MOUTH_LEFT_jerk2D,arms,upper_body,lower_body,head_mov
1083.3333333333326,-0.0096543192620381,,-0.3189388477999999,-0.0038690537717447,,-0.3086048688,-0.003421214528943,,-0.3081306655666667,-0.0036127387166919,,-0.3081204657333332,-0.0319301376219771,,-0.3072268103666666,-0.0316044815196648,,-0.3082102361666667,-0.0319436188046567,,-0.307219736,0.0414804313730024,,-0.20038190712,-0.0881998925906829,,-0.2050671980766666,0.0115339084515135,,-0.277881054,-0.0266494412136102,,-0.2781201975333333,0.1322854318269877,,-0.1273376884550333,-0.1576466139927913,,-0.134448813857,0.1391959610128681,,-0.1605445277966666,-0.1825162603353986,,-0.13323055038,0.0155973084974289,,-0.2709664619,-0.0449112798075869,,-0.2350875187,-0.0233828102855491,,-0.3008125558666666,0.0045276555612234,,-0.2618339783999999,-0.0404063768296652,,-0.3111155395333334,0.0164809198405949,,-0.2644017045666667,-6.229682197313894e-06,,-0.2727834438999999,-0.0249932586402029,,-0.285408109,0.1010037017033523,,0.0028969362226666,-0.1013406604412755,,-0.0016451287760599,0.0767056624454489,,0.0111660910063333,-0.070482367129503,,0.0416562343983333,0.1038746292465998,,0.2353174178333333,-0.0447703274799251,,0.242705965,0.1108402160840431,,0.2494905511333333,-0.0410707946583134,,0.2564802252666666,0.1236628171622643,,0.13250774172,-0.0521758329910741,,0.1423091145866666,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1099.999999999999,-0.0099491812306116,,-0.3088939700666666,-0.00415495935985,,-0.2985429416666666,-0.003703316589174,,-0.2980820531,-0.0039030193362447,,-0.2980702459333332,-0.032210288708225,,-0.2970823153999999,-0.0318836873842671,,-0.2980534874666667,-0.0322276451419966,,-0.2970734236,0.0413171813645823,,-0.19060080862,-0.0884751409487496,,-0.1948486690433333,0.0113674818726616,,-0.2679225309666666,-0.0268344822323398,,-0.2680529685666667,0.1323588760883505,,-0.1197298269983666,-0.1577486836403157,,-0.125717838646,0.1369438074630173,,-0.1565072238299999,-0.1799708679600137,,-0.1280473386633333,0.0096740902013041,,-0.2671564257,-0.038950693460761,,-0.2305229299333333,-0.030205964291012,,-0.2963196412,0.0115710862487145,,-0.2571646448999999,-0.0460967629074652,,-0.3058824474333333,0.0226263522316768,,-0.2585487519666666,-0.005592771645452,,-0.2686047971666666,-0.0192551462993364,,-0.284868956,0.1010583772019384,,0.002740768402,-0.1013934772590031,,-0.0014948709788266,0.0766115136051808,,0.010307881383,-0.0704307556584874,,0.0414981346283333,0.1037029092416855,,0.2353397544333333,-0.0450459782257787,,0.2427436197333333,0.1106223972473194,,0.2495918879666666,-0.0413387219984044,,0.2565222872666666,0.1228475068455779,,0.1322096909299999,-0.0523912132511237,,0.14248187542,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1116.666666666666,-0.0102387890575821,,-0.2989683677,-0.0044320884129182,,-0.2886229173,-0.0039768223041813,,-0.2881753394333333,-0.0041846912224903,,-0.2881629809333333,-0.032481124908593,,-0.2870743697,-0.0321533947628222,,-0.2880335269666667,-0.0325026294813509,,-0.2870641432666666,0.0411586942862486,,-0.18098188606,-0.0887439314604282,,-0.1847708736533333,0.0112041935552186,,-0.2580830317333333,-0.0270161649639421,,-0.2580986062000001,0.1324349885386905,,-0.1122516146487333,-0.1578345775892343,,-0.117131023468,0.1346554910761107,,-0.1526792106266666,-0.1772407427019941,,-0.1230643411866666,0.003644637170026,,-0.2634237185999999,-0.0328628840988699,,-0.2259639306,-0.0371154490974448,,-0.2918724725666666,0.0187209669934601,,-0.2524575865999999,-0.0518006545393926,,-0.3006743242,0.0288564386334198,,-0.2526293247666666,-0.0112546215206785,,-0.2644906764666667,-0.0134105289533643,,-0.294797093,0.1011102775953807,,0.0025829677283333,-0.1014436051467113,,-0.0013430790021599,0.076528380343923,,0.0095651182563333,-0.0703508003443229,,0.0414921029483333,0.103552159992383,,0.2356857946666666,-0.0452876051377061,,0.2429862980333333,0.1104233339824168,,0.2500397041333333,-0.0415785477518749,,0.2567431711333333,0.1220379519221798,,0.1322677135666666,-0.0525957626344692,,0.1426845557999999,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1133.3333333333328,-0.0105232747109393,,-0.2894748716999999,-0.0047028322482477,,-0.2791738838666666,-0.0042440085289445,,-0.2787391895333334,-0.0044603951533225,,-0.2787252410666666,-0.0327456734345785,,-0.2775565589333333,-0.0324174022195288,,-0.2785054533,-0.0327726390282506,,-0.2775461209333333,0.0409726242890908,,-0.17182561972,-0.0890525548222918,,-0.1752663888899999,0.011029308380503,,-0.2486493136999999,-0.0272101182377733,,-0.2485883404333333,0.1324606590929379,,-0.1050107210830666,-0.1579161786631417,,-0.1091247862246666,0.1321197881229629,,-0.1488380712433333,-0.1742889307645005,,-0.11838231972,-0.0021497661420407,,-0.2591450751666666,-0.026592867144195,,-0.220833396,-0.0435905570659384,,-0.2867760380333333,0.0260713132074763,,-0.2470181283333333,-0.0570020035457271,,-0.2948533122333334,0.0352041779424988,,-0.2459603473333333,-0.0166031077513216,,-0.2598255644666666,-0.0073755090871446,,-0.294671983,0.1011568529793893,,0.0024399836206666,-0.1014883892510162,,-0.0012064452948266,0.0764578125179639,,0.00895256511,-0.0702632765863039,,0.0416251020216666,0.1034106984486493,,0.2364178713333333,-0.0454855801979468,,0.2438459217,0.1102327025730544,,0.2509089052666666,-0.0417827768611322,,0.2576691804333333,0.1212565896868858,,0.1329320192666667,-0.0528481409996624,,0.14362891367,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1149.9999999999995,-0.0107926239634383,,-0.2801716709666667,-0.0049582708931602,,-0.2699345817666667,-0.0044959591571525,,-0.2695128713333333,-0.0047210346156892,,-0.2694966926666666,-0.0329954016818251,,-0.2682596544333333,-0.0326668629970082,,-0.2691984621,-0.0330286532257985,,-0.2682487018333334,0.0407758341990069,,-0.1628783913166666,-0.0893798059367734,,-0.1660314995433333,0.0108569321278607,,-0.2393923989666666,-0.0274023731587117,,-0.2392741632333333,0.1324601776230578,,-0.0978583188842,-0.157987835781438,,-0.101323936636,0.1294640435915872,,-0.1450021872666666,-0.1712050797043691,,-0.11368712787,-0.0077584687892434,,-0.2547563424666666,-0.0202623506005374,,-0.2154838828666666,-0.0498113029404351,,-0.2815667013333333,0.0334719073873955,,-0.2413328155333333,-0.0619576346098862,,-0.2889188612,0.0415434414290781,,-0.2390589406033333,-0.0217496484759023,,-0.2550510719666666,-0.0012893824977763,,-0.276462793,0.1011991643580659,,0.0023068928283333,-0.1015288593632098,,-0.0010798606804933,0.0763994575266956,,0.008400844944,-0.0701642135162669,,0.0417491185483333,0.1032794664909998,,0.2373598780333333,-0.045656713639249,,0.2448197562666667,0.1100523285202092,,0.2520066459666666,-0.0419640727216768,,0.2587403806999999,0.1204947712119388,,0.1339290303666666,-0.0531080813434061,,0.1447261865199999,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1166.6666666666663,-0.0110772608907325,,-0.2709138462666666,-0.0052267199433566,,-0.2607162491,-0.004760827998882,,-0.2603086297,-0.0049949077934903,,-0.2602913135666665,-0.033256919548151,,-0.2589825167999999,-0.0329285310030224,,-0.2599101987999999,-0.0332970857621335,,-0.2589682894333334,0.0405517596933247,,-0.1539992018866667,-0.0897341942690952,,-0.1568439076099999,0.0106611059130536,,-0.2301935177999999,-0.0276160860617216,,-0.2300180779666667,0.1323772376960824,,-0.0907276705117333,-0.1580787144362772,,-0.0935948991776666,0.1266053956709216,,-0.1409381359566666,-0.1680875680736081,,-0.1090984045566666,-0.0132449939705843,,-0.2494106075,-0.0139428005805774,,-0.210401589,-0.0559236403057531,,-0.2751711483,0.0408066197155225,,-0.2359708740666666,-0.0668295609840613,,-0.2819115976,0.0478274770168771,,-0.2325073401033333,-0.0267722952701993,,-0.2493250981333333,0.0047818512770607,,-0.255405545,0.1012379697485182,,0.0021976737623333,-0.1015657907701378,,-0.0009766407370266,0.0763619907578911,,0.007829074599,-0.0700910218645971,,0.0416484440549999,0.1031490341193247,,0.2378707499333333,-0.0458534808852591,,0.2452993258,0.1098584129100276,,0.2526281585,-0.0421771502892517,,0.2592916258,0.1197313136450457,,0.1345094524666666,-0.0534492264133392,,0.1452809165199999,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1183.333333333333,-0.0113837733687656,,-0.2616980805999999,-0.005514240958255,,-0.2516189193333333,-0.005044855926947,,-0.2512253313666666,-0.0052881645786841,,-0.2512064813999999,-0.0335356028657745,,-0.2498247225999999,-0.0332077448429458,,-0.2507418138333332,-0.0335832364421283,,-0.2498064406,0.0402969397314229,,-0.1452745610633333,-0.0901139986107195,,-0.1477831693899999,0.01043667355092,,-0.2210145199666666,-0.0278561416762721,,-0.2207934803666666,0.1322231402582548,,-0.0836383746154,-0.1581893922526632,,-0.0858975778933333,0.123619802260169,,-0.13673269797,-0.1649444970860413,,-0.1045632441066666,-0.0186471662219333,,-0.2437234563666667,-0.0076232416711862,,-0.2053693933333333,-0.0619584062605408,,-0.2683893303333333,0.0481156481248813,,-0.2306473701333333,-0.0716403950325057,,-0.2745625068,0.0540770880000118,,-0.22600128897,-0.0317096632393443,,-0.2432649791666666,0.0108508051803549,,-0.18594797,0.1012736954847458,,0.0021088983326666,-0.1015996543542027,,-0.0008937662234266,0.0763385071599465,,0.0072866431433333,-0.0700497413446385,,0.0415361481583333,0.10302281356771,,0.2383373301333333,-0.0460813367056512,,0.2457064424333333,0.1096595906114852,,0.2532020821666667,-0.042427995827796,,0.2597642344999999,0.1189862452538248,,0.1350701908666666,-0.0538645268528533,,0.14573051212,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1199.9999999999998,-0.0116825187500456,,-0.2537128030999999,-0.0057934253033753,,-0.2437522213333333,-0.0053204608145592,,-0.2433677548333333,-0.0055726760981747,,-0.2433442775999999,-0.0338058039679133,,-0.2419165794999999,-0.0334781453541493,,-0.2428268797333332,-0.0338603325146254,,-0.2418983029666667,0.0400369541739431,,-0.1377119085699999,-0.0904879880319756,,-0.1400277264166666,0.0102144792990944,,-0.2130322123,-0.0280923860737204,,-0.2127884529,0.132009329794243,,-0.0776642584120666,-0.1582975100401226,,-0.0794883647803333,0.1204387420754219,,-0.13308833439,-0.1617862422671634,,-0.10173553877,-0.0243599423124946,,-0.2384400743333333,-0.0013677763336686,,-0.2025188076666667,-0.0682621168760517,,-0.2620814045666667,0.055366609484755,,-0.2276710762666666,-0.0769169230757542,,-0.2677029052666667,0.0602550416565719,,-0.2217907274699999,-0.0370291257458935,,-0.2376228720333333,0.0168624067612169,,-0.170037851,0.101308031715793,,0.0020443251887333,-0.1016320187398772,,-0.0008337243905933,0.0763420127055796,,0.0064829135166666,-0.0699107553585387,,0.0411348436216666,0.1028999272326212,,0.2379141237333333,-0.0463729986247596,,0.2453847948999999,0.109460316146655,,0.2528178309,-0.0427632319050195,,0.2594533625,0.1182367792409911,,0.1345926699999999,-0.0543151529174048,,0.1454136642533333,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1216.6666666666663,-0.0119803004750301,,-0.2460288538999999,-0.0060709190406609,,-0.2361886407666666,-0.0055942952508708,,-0.2358121473666666,-0.0058552360059457,,-0.2357829018999999,-0.0340749505428256,,-0.2343117634333333,-0.0337473572358629,,-0.2352172222666666,-0.0341359638645674,,-0.2342951985666667,0.0397710714290805,,-0.1304200192699999,-0.0908639413522106,,-0.1325548720666666,0.0099872011436264,,-0.2053358296,-0.0283322438355076,,-0.2050649570333333,0.1317475080991322,,-0.0719514732220666,-0.158405651114247,,-0.0732964503203333,0.1172132441212738,,-0.1295994502733333,-0.1586275619821116,,-0.0992880240533333,-0.0300827274600828,,-0.2333048729,0.0048378018568663,,-0.2002875669,-0.0745047318507365,,-0.2559417894,0.0625883966742146,,-0.2253584071,-0.0822107218086699,,-0.2610221320666667,0.066391389135671,,-0.2182463834366666,-0.0423823143381518,,-0.2321362868333333,0.0228347535623819,,-0.163219243,0.101341273936422,,0.0019809259495333,-0.1016632668987874,,-0.0007748630934266,0.076372762026518,,0.0054776347703333,-0.0697692360696612,,0.040575045615,0.1027809701534381,,0.2371856761333333,-0.046704753510441,,0.2448363770333333,0.109260477016356,,0.2521197507333333,-0.0431480517690666,,0.2589107764666667,0.1174847350905941,,0.133795064,-0.0548021489372647,,0.1449022248866666,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1233.3333333333333,-0.0122861385426044,,-0.2383147353333333,-0.0063611846357905,,-0.2285842583333333,-0.0058809601174978,,-0.2282160509666666,-0.0061503529782548,,-0.2281798838999999,-0.0343560958279274,,-0.2266702219666666,-0.0340280640287222,,-0.2275710639333333,-0.0344224537864348,,-0.2266565871666667,0.0394903967486771,,-0.1230982556366666,-0.0912438720088059,,-0.12506810376,0.0097451693908573,,-0.1976202626666666,-0.0285807908326784,,-0.1973233413666666,0.1314475433094659,,-0.0662384356987333,-0.1585364453693757,,-0.067216323349,0.1138439597724261,,-0.1256749912866666,-0.1557780399753158,,-0.0969887654533333,-0.0354940404275208,,-0.2270924596,0.0105005113542718,,-0.1981011900666666,-0.0802105438225617,,-0.2487199803666667,0.0690296022465706,,-0.2230807685999999,-0.0870466659317073,,-0.2534129375333333,0.071935158710814,,-0.2147933562366666,-0.0474170101678697,,-0.2256473884333333,0.0283163759374372,,-0.171770826,0.1013740098673466,,0.0019211507300333,-0.1016939785965747,,-0.0007195590363266,0.0764147100319731,,0.0042692436516666,-0.0696481937780986,,0.039770006035,0.1026521316021179,,0.2360826067666666,-0.0470560344904242,,0.2437419111,0.1090430961135734,,0.2510382348666666,-0.0435511356133102,,0.257783445,0.1166908365008518,,0.1325770723666667,-0.0553041778677042,,0.14379027392,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1250.0,-0.0126055117568842,,-0.2304379601666666,-0.0066682211560667,,-0.2208011389666666,-0.0061844592113947,,-0.2204414774,-0.0064621216853018,,-0.2203973913666666,-0.0346533245935486,,-0.2188469260666666,-0.0343245691605029,,-0.2197421015999999,-0.0347244757634852,,-0.2188360817666667,0.0391930922276291,,-0.1155996309633332,-0.0916310212856911,,-0.11739296613,0.0094874871229166,,-0.1897543777666666,-0.0288412292044228,,-0.1894260363999999,0.131107965530446,,-0.0604132838187333,-0.158677009436359,,-0.0610058938156666,0.1103834644289763,,-0.12121826557,-0.1530714213762712,,-0.09457721342,-0.0407853773144539,,-0.2200699118666667,0.0158779247402212,,-0.1958060213333333,-0.0857557426435317,,-0.2407380263333333,0.0751095273656087,,-0.220678986,-0.0917388742774445,,-0.2450633579666666,0.0771782214587529,,-0.2112248430366666,-0.052329336490504,,-0.21836677,0.0335342894689366,,-0.166026831,0.1014058390936374,,0.0018797512673666,-0.1017237208748341,,-0.0006823029352566,0.0764653071329652,,0.0029351501576666,-0.069549214762798,,0.0387865752183333,0.102521611956072,,0.2347523652,-0.047474541871099,,0.2423613006333333,0.1088191045749523,,0.2497244292999999,-0.0440270274722646,,0.2563605306333333,0.1159000156271891,,0.1310971685333333,-0.0558617647745535,,0.1423393140866666,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
1266.6666666666667,-0.0129066462189593,,-0.2228735391666666,-0.0069633004904718,,-0.2133212269333333,-0.0064760007338163,,-0.2129685972,-0.0067616899267824,,-0.2129166681999999,-0.0349410249128753,,-0.2113346546666666,-0.034611339696809,,-0.2122235294999999,-0.035016189627767,,-0.2113265134333333,0.0388955420047836,,-0.1083557273633332,-0.0920219864717245,,-0.1100140916666666,0.0092427334534822,,-0.1821913515333333,-0.0290881761299984,,-0.1818422468999999,0.1307639992130592,,-0.0546731947220666,-0.1588265877280024,,-0.05506779983,0.1070087005166649,,-0.1161050768933333,-0.1505709495274427,,-0.0918294556533333,-0.0456877100852198,,-0.2116082899666667,0.0207129027646114,,-0.1921301859999999,-0.0907426331975161,,-0.2313126957,0.0804806174066332,,-0.2166799246,-0.0960700880201863,,-0.2353780060333333,0.0818376600312433,,-0.2062424287033333,-0.0568760939107219,,-0.2096812939,0.0382076481618332,,-0.162430555,0.1014369773568448,,0.00184799711612,-0.1017528344709914,,-0.0006535180725566,0.0765264165606541,,0.001152190799,-0.0694741607449017,,0.0375001148849999,0.1024407984053573,,0.2328861060333333,-0.0478845202055039,,0.2404036452,0.108643379003297,,0.2478631868666665,-0.0444932403402506,,0.2543318915333333,0.1151389732201312,,0.1290262478666666,-0.0563804071524036,,0.1401736217866666,kalt_g_ch1_g0_compr.mp4,ch1g0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,movement,movement,no movement,no movement
