participantID,Age,Gender,NumOfNativeLanguages,TotalLanguages,Extroversion,fileID,chainID,generation_number,chain_number,gesture,gesture_chain,total_gesture_space2D,total_body_entropy2Daggregated,total_body_variability2Daggregated,X_embeddings,Y_embeddings,total_distance,diff_in_gesture_space,diff_in_entropy,diff_in_variability,diff_in_age,diff_in_extrovet
16,27.0,Man / Männlich,1.0,2.0,30.0,rennen_g_ch1_g16_compr.mp4,ch1g16,17.0,1.0,rennen,rennen_g_ch1,0.3698051827424833,1.9647121693554688,741.4325473178401,-2.658982,-2.9079938,1089.929532303484,0.07423431592367019,0.8806507302291391,641.393974510234,17.0,40.0
46,26.0,Woman / Weiblich,1.0,3.0,75.0,kalt_g_ch3_g6_compr.mp4,ch3g6,7.0,3.0,kalt,kalt_g_ch3,0.5998982888590743,1.8721738451654004,0.0,-2.2078784,-2.6109698,2012.6579638960532,0.27729653720470093,0.39139681182581265,0.0,17.0,25.0
32,24.0,Woman / Weiblich,1.0,4.0,41.0,langsam_g_ch2_g12_compr.mp4,ch2g12,13.0,2.0,langsam,langsam_g_ch2,0.8210087787899477,2.464774678836076,566.339774994421,-3.3210223,-0.9423214,378.2974031434477,0.40057206291653047,0.07779195231341962,239.80919109419654,12.0,29.0
9,58.0,Woman / Weiblich,1.0,1.0,50.0,rennen_g_ch1_g9_compr.mp4,ch1g9,10.0,1.0,rennen,rennen_g_ch1,0.6364900989282313,2.864379229019408,186.30918149976597,-4.290462,-1.8894172,454.8811569123044,0.04535220302311349,0.05251389178995547,118.26779975579065,34.0,4.0
39,39.0,Woman / Weiblich,1.0,3.0,41.0,kalt_g_ch2_g19_compr.mp4,ch2g19,20.0,2.0,kalt,kalt_g_ch2,0.3574955554643978,1.2248762804629971,955.656486917586,-2.5181189,-2.9027421,1946.085507628836,0.28051460285641827,0.7387115137990157,130.79286182553574,30.0,7.0
52,21.0,Man / Männlich,1.0,3.0,53.0,Donner_g_ch3_g12_compr.mp4,ch3g12,13.0,3.0,Donner,Donner_g_ch3,2.1968611425467435,2.4383866341531073,241.66666666666805,-1.1242222,1.4973971,382.3593764704036,0.627152704108999,0.007526549386350556,241.66666666666805,0.0,7.0
40,,,,,,kalt_g_ch2_g20_compr.mp4,ch2g20,21.0,2.0,kalt,kalt_g_ch2,0.926535246408089,1.741093267276271,938.7476580705168,-2.8080678,-0.55014193,772.0566491816872,0.5690396909436912,0.5162169868132738,16.90882884706923,,
43,41.0,Woman / Weiblich,1.0,5.0,73.0,Donner_g_ch3_g3_compr.mp4,ch3g3,4.0,3.0,Donner,Donner_g_ch3,1.653815762071704,2.697321389853761,579.0797296861068,10.342856,5.6337023,149.7785430185399,0.48969904138502685,0.2724297015180226,7.410633481355603,6.0,43.0
13,10.0,Woman / Weiblich,1.0,2.0,50.0,kalt_g_ch1_g13_compr.mp4,ch1g13,14.0,1.0,kalt,kalt_g_ch1,0.6518274370676087,2.034672469888507,1533.3333333333287,10.820186,2.3131573,455.82028006478686,0.09489857015920622,0.7522190473849546,282.20530727874643,15.0,5.0
60,35.0,Man / Männlich,1.0,2.0,85.0,leise_g_ch3_g20_compr.mp4,ch3g20,21.0,3.0,leise,leise_g_ch3,0.4647495323931612,0.9921957151599622,0.0,7.5807366,0.05069093,10.7318420830465,0.021045126064575093,1.0243127812436508,0.0,8.0,45.0
18,19.0,Woman / Weiblich,1.0,2.0,64.0,langsam_g_ch1_g18_compr.mp4,ch1g18,19.0,1.0,langsam,langsam_g_ch1,0.3743065222177452,2.9249343474253093,379.3268892246981,-3.4486835,-3.1148164,725.304166174726,0.029989892562704568,0.4430216860417069,217.14267515431573,,
48,28.0,Woman / Weiblich,1.0,1.0,28.0,leise_g_ch3_g8_compr.mp4,ch3g8,9.0,3.0,leise,leise_g_ch3,1.2258209988710267,1.8247210114619512,66.66666666666015,10.020626,4.460964,830.0679226673116,0.11120087205214557,0.2800284801094195,567.5919167338986,5.0,34.0
55,20.0,Woman / Weiblich,2.0,4.0,30.0,langsam_g_ch3_g15_compr.mp4,ch3g15,16.0,3.0,langsam,langsam_g_ch3,0.3503295655774114,1.9006652772255233,1019.8975302559604,10.056128,2.1529775,682.3363684926237,0.015321739404943524,0.6916149739529847,321.92316835107204,6.0,40.0
7,50.0,Woman / Weiblich,1.0,2.0,40.0,leise_g_ch1_g7_compr.mp4,ch1g7,8.0,1.0,leise,leise_g_ch1,0.4326522186386403,1.090418025112459,0.0,8.455426,1.630562,0.4751009150109168,0.2451407462895407,0.2600070246716044,0.0,26.0,31.0
35,15.0,Man / Männlich,2.0,4.0,43.0,Donner_g_ch2_g15_compr.mp4,ch2g15,16.0,2.0,Donner,Donner_g_ch2,1.487541038428121,2.4601340999693466,268.51213274653276,10.397474,5.409384,565.535808071937,0.14194080398258935,0.5901178149999027,476.1395796932451,1.0,18.0
59,27.0,Woman / Weiblich,1.0,3.0,40.0,leise_g_ch3_g19_compr.mp4,ch3g19,20.0,3.0,leise,leise_g_ch3,0.4857946584577363,2.016508496403613,0.0,-1.4347754,-2.6936216,1767.8103818245418,0.03151665876029991,0.31513878575681487,1249.9999999999984,1.0,20.0
29,69.0,Woman / Weiblich,1.0,4.0,45.0,langsam_g_ch2_g9_compr.mp4,ch2g9,10.0,2.0,langsam,langsam_g_ch2,0.5465976444551109,2.649185858267534,409.72869580573047,-3.994189,-0.75150853,,,,,11.0,35.0
14,11.0,Man / Männlich,1.0,2.0,40.0,leise_g_ch1_g14_compr.mp4,ch1g14,15.0,1.0,leise,leise_g_ch1,0.593009295193217,1.6319666794991674,0.0,7.751009,-0.37392524,0.5198215162239485,0.19488182680739058,0.19714857627265658,0.0,1.0,10.0
21,22.0,Non-binary / Nicht-binär,1.0,3.0,50.0,leise_g_ch2_g1_compr.mp4,ch2g1,2.0,2.0,leise,leise_g_ch2,0.415126226357052,1.2478017021493375,1183.333333333332,9.879163,0.18418528,617.6166029819321,0.10106028634795577,0.33231132563649335,436.72061206777676,,
31,36.0,Woman / Weiblich,1.0,5.0,12.0,Donner_g_ch2_g11_compr.mp4,ch2g11,12.0,2.0,Donner,Donner_g_ch2,1.141306471122744,2.461187757004028,0.0,-2.2645805,0.3815677,1278.4813696134486,0.14712625753069508,0.5348293427103437,1133.333333333329,9.0,39.0
44,28.0,Woman / Weiblich,1.0,5.0,46.0,langsam_g_ch3_g4_compr.mp4,ch3g4,5.0,3.0,langsam,langsam_g_ch3,1.1361547815607158,2.8144617750225285,247.1636150563228,-3.7691872,0.42502478,240.9919810133917,0.18901200725484224,0.04446837589014763,36.65949104245087,13.0,27.0
51,21.0,Man / Männlich,1.0,2.0,60.0,langsam_g_ch3_g11_compr.mp4,ch3g11,12.0,3.0,langsam,langsam_g_ch3,0.3095454643337232,1.537712579229344,1627.5620827892835,10.388402,1.7752911,796.4142441864282,0.8210826970069809,1.0275778423555537,755.0561133732191,41.0,15.0
3,32.0,Woman / Weiblich,1.0,3.0,60.0,leise_g_ch1_g3_compr.mp4,ch1g3,4.0,1.0,leise,leise_g_ch1,0.4430743317965871,2.3957655210103908,564.0257086339241,9.030191,-0.3136911,803.8017254757958,0.05835270196073833,0.8834475019904957,564.0257086339241,8.0,43.0
38,9.0,Woman / Weiblich,1.0,2.0,48.0,rennen_g_ch2_g18_compr.mp4,ch2g18,19.0,2.0,rennen,rennen_g_ch2,0.6692719700263192,2.797741749993763,421.1249092185942,-4.431586,-1.2091528,570.7196724582706,0.05613215638782254,0.048995681543326786,337.9324356748824,43.0,26.0
17,,Woman / Weiblich,,,,kalt_g_ch1_g17_compr.mp4,ch1g17,18.0,1.0,kalt,kalt_g_ch1,0.3903177706916616,0.8648245984724203,0.0,8.337261,1.4455184,50.11465337968977,0.44375216315469057,1.0751383579622193,25.000000000020236,,
25,33.0,Man / Männlich,1.0,2.0,80.0,leise_g_ch2_g5_compr.mp4,ch2g5,6.0,2.0,leise,leise_g_ch2,0.430018331570005,1.7653334340021074,889.1709621889318,9.462707,-0.14002892,20.04265931710818,0.09268926983520931,0.14409487000286014,14.170962188933231,33.0,20.0
10,25.0,Man / Männlich,1.0,3.0,70.0,leise_g_ch1_g10_compr.mp4,ch1g10,11.0,1.0,leise,leise_g_ch1,0.5421017330551074,2.1137032401683458,966.3792676216132,9.340464,-0.26547444,2424.496296542811,0.07143516649118814,0.9294282938348943,975.2873990450483,33.0,20.0
36,15.0,Man / Männlich,1.0,3.0,45.0,Donner_g_ch2_g16_compr.mp4,ch2g16,17.0,2.0,Donner,Donner_g_ch2,1.613061726748934,2.4124532597432204,224.99999999999025,10.211704,5.57984,336.0968600723688,0.1255206883208131,0.047680840226126175,43.512132746542505,0.0,2.0
43,41.0,Woman / Weiblich,1.0,5.0,73.0,langsam_g_ch3_g3_compr.mp4,ch3g3,4.0,3.0,langsam,langsam_g_ch3,1.325166788815558,2.769993399132381,283.8231060987737,-2.6268296,0.28834215,417.2959121494552,0.39005055788201226,0.06686290533440475,87.11164907063568,6.0,43.0
56,21.0,Man / Männlich,2.0,2.0,80.0,langsam_g_ch3_g16_compr.mp4,ch3g16,17.0,3.0,langsam,langsam_g_ch3,0.6596396821984012,2.585896918551305,920.108689231871,-4.5775986,-0.6412963,921.4134641195634,0.3093101166209898,0.685231641325782,99.78884102408938,1.0,50.0
4,60.0,Woman / Weiblich,1.0,3.0,86.0,leise_g_ch1_g4_compr.mp4,ch1g4,5.0,1.0,leise,leise_g_ch1,0.4497421699854405,1.946219591606133,567.3525261148391,-2.336232,-2.8621466,806.0412874061614,0.006667838188853359,0.44954592940425786,3.326817480914997,28.0,26.0
10,25.0,Man / Männlich,1.0,3.0,70.0,kalt_g_ch1_g10_compr.mp4,ch1g10,11.0,1.0,kalt,kalt_g_ch1,0.6411150716542428,2.2976238266480156,300.0000000000018,9.403664,2.9268715,3067.1443814178187,0.08929577529362831,0.3681274251165947,1491.6348834390192,33.0,20.0
22,59.0,Woman / Weiblich,1.0,3.0,69.0,leise_g_ch2_g2_compr.mp4,ch2g2,3.0,2.0,leise,leise_g_ch2,0.308120416767606,1.276293465905562,0.0,-2.2242844,-2.8955915,1673.5394441525127,0.107005809589446,0.02849176375622453,1183.333333333332,37.0,19.0
17,,Woman / Weiblich,,,,leise_g_ch1_g17_compr.mp4,ch1g17,18.0,1.0,leise,leise_g_ch1,0.4725329596932303,1.5341782682011635,0.0,8.506062,1.7110941,408.3373561294212,0.24396728191256267,0.18828986662174163,0.0,,
8,24.0,Woman / Weiblich,4.0,5.0,54.0,langsam_g_ch1_g8_compr.mp4,ch1g8,9.0,1.0,langsam,langsam_g_ch1,0.9135677796469814,2.811354550243717,352.63058229019316,-3.9070804,-1.369027,642.3816671901335,0.3418754148825469,0.04543187363297063,185.35369567091834,26.0,14.0
14,11.0,Man / Männlich,1.0,2.0,40.0,kalt_g_ch1_g14_compr.mp4,ch1g14,15.0,1.0,kalt,kalt_g_ch1,1.0789132609795566,2.129463033570379,0.0,9.95626,4.314755,2689.6028322089246,0.42708582391194794,0.094790563681872,1533.3333333333287,1.0,10.0
59,27.0,Woman / Weiblich,1.0,3.0,40.0,kalt_g_ch3_g19_compr.mp4,ch3g19,20.0,3.0,kalt,kalt_g_ch3,0.7460544849017299,1.2177970279800234,0.0,8.740068,2.199669,2473.361789615721,0.2524937982089209,0.34244830046902,1466.5614440369643,1.0,20.0
52,21.0,Man / Männlich,1.0,3.0,53.0,langsam_g_ch3_g12_compr.mp4,ch3g12,13.0,3.0,langsam,langsam_g_ch3,0.3533445063672204,1.687356349526556,1374.999999999997,10.194536,1.9721899,453.5502475872641,0.043799042033497215,0.149643770297212,252.56208278928648,0.0,7.0
0,,,,,,leise_g_ch1_g0_compr.mp4,ch1g0,1.0,1.0,leise,leise_g_ch1,0.3140659400090962,1.5801130277858308,746.6127212655551,9.385818,-0.018646251,,,,,,
47,23.0,Woman / Weiblich,1.0,3.0,62.0,langsam_g_ch3_g7_compr.mp4,ch3g7,8.0,3.0,langsam,langsam_g_ch3,1.049063599764482,2.8382591519572142,416.3423738009659,-3.1505725,0.23827286,594.6761030579793,0.21814601146935297,0.16924025963975042,482.02188045970684,3.0,13.0
32,24.0,Woman / Weiblich,1.0,4.0,41.0,Donner_g_ch2_g12_compr.mp4,ch2g12,13.0,2.0,Donner,Donner_g_ch2,1.4084808442581085,2.4446665182725416,133.33333333333582,-2.4217424,0.45781678,995.7984416868568,0.2671743731353644,0.016521238731486587,133.33333333333582,12.0,29.0
60,35.0,Man / Männlich,1.0,2.0,85.0,kalt_g_ch3_g20_compr.mp4,ch3g20,21.0,3.0,kalt,kalt_g_ch3,0.712485546602488,0.9515073209034406,2578.771360240203,10.279912,1.0863376,3152.8958476087387,0.0335689382992419,0.26628970707658284,2578.771360240203,8.0,45.0
13,10.0,Woman / Weiblich,1.0,2.0,50.0,leise_g_ch1_g13_compr.mp4,ch1g13,14.0,1.0,leise,leise_g_ch1,0.3981274683858264,1.829115255771824,0.0,8.121514,-0.23000869,1473.1397810418582,0.21171000569266113,0.539845607298826,1041.666666666666,15.0,5.0
26,,Woman / Weiblich,,,,leise_g_ch2_g6_compr.mp4,ch2g6,7.0,2.0,leise,leise_g_ch2,0.4794381134961081,1.3852288309178522,0.0,7.5398893,-0.17314626,1257.4792295975856,0.04941978192610308,0.3801046030842552,889.1709621889318,,
40,,,,,,leise_g_ch2_g20_compr.mp4,ch2g20,21.0,2.0,leise,leise_g_ch2,0.7932492825599649,2.563105839073571,444.7806887794361,-3.146586,-0.34321058,715.2245469537214,0.40096927702590474,0.24857636517045645,126.60688737329434,,
18,19.0,Woman / Weiblich,1.0,2.0,64.0,Donner_g_ch1_g18_compr.mp4,ch1g18,19.0,1.0,Donner,Donner_g_ch1,0.5762806445816662,2.8151442291317395,62.112999374994736,9.289911,2.8576448,143.947914374806,0.06494331513519724,0.275734533268134,81.50106678845535,,
41,29.0,Woman / Weiblich,1.0,3.0,50.0,rennen_g_ch3_g1_compr.mp4,ch3g1,2.0,3.0,rennen,rennen_g_ch3,0.6666977060904875,2.8927654049970424,74.73912964438259,-3.040623,-3.6524098,88.67881949796202,0.19275651463955723,0.12192745804063021,82.80982631971455,,
35,15.0,Man / Männlich,2.0,4.0,43.0,langsam_g_ch2_g15_compr.mp4,ch2g15,16.0,2.0,langsam,langsam_g_ch2,0.7492142134643804,2.3556302532406876,1528.0692588106826,-4.6990848,-0.034785368,1189.5351489127124,0.30422761249711106,0.3987013871993299,714.8537618823237,1.0,18.0
41,29.0,Woman / Weiblich,1.0,3.0,50.0,kalt_g_ch3_g1_compr.mp4,ch3g1,2.0,3.0,kalt,kalt_g_ch3,0.8592867221461608,2.0763646161753564,783.3333333333352,10.311854,3.0800667,1072.9124624896374,0.1415703373972238,0.09882696728543605,741.7593623691787,,
11,25.0,Woman / Weiblich,1.0,4.0,76.0,rennen_g_ch1_g11_compr.mp4,ch1g11,12.0,1.0,rennen,rennen_g_ch1,0.5916937274795033,2.8409511142858888,439.9073976628704,-4.6150374,-1.3783368,388.9243013317107,0.17080285839648823,0.04874622755113922,316.0234914352173,0.0,6.0
55,20.0,Woman / Weiblich,2.0,4.0,30.0,Donner_g_ch3_g15_compr.mp4,ch3g15,16.0,3.0,Donner,Donner_g_ch3,2.02127732858261,2.608722431287583,572.1887800368003,-1.1235203,1.4216356,269.54468064654986,0.22552329464190635,0.26117260045496726,188.85544670346104,6.0,40.0
39,39.0,Woman / Weiblich,1.0,3.0,41.0,leise_g_ch2_g19_compr.mp4,ch2g19,20.0,2.0,leise,leise_g_ch2,0.3922800055340601,2.8116822042440273,318.17380140614176,-3.8787704,-1.0268486,1810.578398293335,0.04187989430068528,0.5055267414946893,194.6181208737973,30.0,7.0
28,80.0,Woman / Weiblich,1.0,1.0,80.0,kalt_g_ch2_g8_compr.mp4,ch2g8,9.0,2.0,kalt,kalt_g_ch2,0.7623373913916696,2.388619430335849,548.1502987320127,10.299682,3.0548646,897.4049753727023,0.1211756285549932,0.2561896153881955,357.73171467935026,67.0,7.0
44,28.0,Woman / Weiblich,1.0,5.0,46.0,Donner_g_ch3_g4_compr.mp4,ch3g4,5.0,3.0,Donner,Donner_g_ch3,1.8628746716193236,2.6994135033696187,205.4241321609368,-1.3065675,1.5067916,622.7669111266355,0.20905890954761963,0.0020921135158578075,373.65559752517004,13.0,27.0
28,80.0,Woman / Weiblich,1.0,1.0,80.0,rennen_g_ch2_g8_compr.mp4,ch2g8,9.0,2.0,rennen,rennen_g_ch2,0.7515142200921168,2.800782602752407,160.2152746786742,-4.35163,-1.8465426,720.8254814838269,0.28057471594511885,0.16340293682111184,649.0339201057566,67.0,7.0
51,21.0,Man / Männlich,1.0,2.0,60.0,Donner_g_ch3_g11_compr.mp4,ch3g11,12.0,3.0,Donner,Donner_g_ch3,1.5697084384377444,2.445913183539458,0.0,10.254721,5.5186944,346.7217778947922,0.030005334943694617,0.6253438762391514,210.96486162275065,41.0,15.0
31,36.0,Woman / Weiblich,1.0,5.0,12.0,langsam_g_ch2_g11_compr.mp4,ch2g11,12.0,2.0,langsam,langsam_g_ch2,1.2215808417064782,2.5425666311494957,326.5305839002244,-2.982841,0.31045535,2596.3051413970898,0.07918600983251212,0.3681274232949261,874.8641901528952,9.0,39.0
15,44.0,Woman / Weiblich,1.0,5.0,70.0,rennen_g_ch1_g15_compr.mp4,ch1g15,16.0,1.0,rennen,rennen_g_ch1,0.4440394986661535,2.845362899584608,100.03857280760607,-3.9269772,-3.256599,113.64049119185418,0.060603923189456566,0.022763756770165067,85.39269925157043,33.0,30.0
45,43.0,Woman / Weiblich,1.0,4.0,50.0,kalt_g_ch3_g5_compr.mp4,ch3g5,6.0,3.0,kalt,kalt_g_ch3,0.8771948260637752,1.4807770333395878,0.0,10.6574335,2.9159174,2185.6271095715733,0.3542927156239306,0.11883705329432392,1454.0704892316262,15.0,4.0
45,43.0,Woman / Weiblich,1.0,4.0,50.0,rennen_g_ch3_g5_compr.mp4,ch3g5,6.0,3.0,rennen,rennen_g_ch3,0.6245052739217427,2.912925788806504,32.81489841975452,-4.4966164,-1.9918938,400.39646108394334,0.14321892027328698,0.2665509714197145,205.28133173690924,15.0,4.0
29,69.0,Woman / Weiblich,1.0,4.0,45.0,Donner_g_ch2_g9_compr.mp4,ch2g9,10.0,2.0,Donner,Donner_g_ch2,1.0250642462615296,1.7272353127075593,697.6149845485465,10.589179,3.2568612,974.1323900619192,0.28687175856041836,1.120150482436769,499.5448685963082,11.0,35.0
58,28.0,Man / Männlich,1.0,2.0,60.0,rennen_g_ch3_g18_compr.mp4,ch3g18,19.0,3.0,rennen,rennen_g_ch3,0.5584843062106559,2.8249153844683645,112.68879905340428,-3.9370089,-0.9296681,30.46328705789566,0.14218657429911752,0.007274418045064124,17.879963611882076,22.0,30.0
12,25.0,Man / Männlich,1.0,4.0,55.0,leise_g_ch1_g12_compr.mp4,ch1g12,13.0,1.0,leise,leise_g_ch1,0.6098374740784875,2.36896086307065,1041.666666666666,9.250138,-0.3288869,1473.140155196542,0.07146880313113047,0.610256523949827,1041.666666666666,0.0,21.0
27,13.0,Woman / Weiblich,2.0,5.0,73.0,leise_g_ch2_g7_compr.mp4,ch2g7,8.0,2.0,leise,leise_g_ch2,0.6753660541272377,1.7623737447066314,0.0,-1.5092622,-2.6242824,10.676646622269244,0.19592794063112962,0.37714491378877923,0.0,,
53,32.0,Woman / Weiblich,1.0,3.0,50.0,langsam_g_ch3_g13_compr.mp4,ch3g13,14.0,3.0,langsam,langsam_g_ch3,0.2683819773668715,2.459627244998861,516.8367067129551,9.587978,2.431746,1112.246862021845,0.0849625290003489,0.772270895472305,858.1632932870419,11.0,3.0
1,26.0,Woman / Weiblich,1.0,3.0,40.0,leise_g_ch1_g1_compr.mp4,ch1g1,2.0,1.0,leise,leise_g_ch1,0.4562856285248934,1.286907147544557,0.0,7.5779576,-0.0064567765,1055.8714545345226,0.1422196885157972,0.2932058802412738,746.6127212655551,,
58,28.0,Man / Männlich,1.0,2.0,60.0,kalt_g_ch3_g18_compr.mp4,ch3g18,19.0,3.0,kalt,kalt_g_ch3,0.9985482831106508,1.5602453284490434,1466.5614440369643,-1.4789549,-0.8136539,369.9219452735401,0.19989400273346292,0.15664730706250918,191.77188929636418,22.0,30.0
33,55.0,Man / Männlich,1.0,2.0,80.0,Donner_g_ch2_g13_compr.mp4,ch2g13,14.0,2.0,Donner,Donner_g_ch2,1.8959741308098483,2.808735293067095,402.44434552763465,-2.8551712,0.7571439,494.0829177167255,0.48749328655173985,0.36406877479455346,269.11101219429884,31.0,39.0
46,26.0,Woman / Weiblich,1.0,3.0,75.0,langsam_g_ch3_g6_compr.mp4,ch3g6,7.0,3.0,langsam,langsam_g_ch3,1.267209611233835,2.669018892317464,898.3642542606727,-4.1855226,0.18034777,684.4964033336905,0.3418898752643277,0.18950428021324095,523.9181612870514,17.0,25.0
15,44.0,Woman / Weiblich,1.0,5.0,70.0,kalt_g_ch1_g15_compr.mp4,ch1g15,16.0,1.0,kalt,kalt_g_ch1,0.7557663239401655,1.8132096663248785,995.5717927123262,10.526663,2.704446,1726.8770743965042,0.3231469370393911,0.31625336724550035,995.5717927123262,33.0,30.0
9,58.0,Woman / Weiblich,1.0,1.0,50.0,langsam_g_ch1_g9_compr.mp4,ch1g9,10.0,1.0,langsam,langsam_g_ch1,0.3721198938373696,2.715233475828918,594.6484430597025,-4.8663335,-0.99158293,553.0471267424106,0.5414478858096119,0.09612107441479889,242.0178607695093,34.0,4.0
23,35.0,Woman / Weiblich,1.0,4.0,43.0,leise_g_ch2_g3_compr.mp4,ch2g3,4.0,2.0,leise,leise_g_ch2,0.3597555497942028,2.4942707802162127,389.63852712248627,9.002153,-0.30259103,773.2967580147206,0.051635133026596836,1.2179773143106507,389.63852712248627,24.0,26.0
16,27.0,Man / Männlich,1.0,2.0,30.0,leise_g_ch1_g16_compr.mp4,ch1g16,17.0,1.0,leise,leise_g_ch1,0.716500241605793,1.7224681348229052,0.0,8.837802,2.3515563,408.3455980109643,0.22779862608989537,0.24829907956905806,0.0,17.0,40.0
11,25.0,Woman / Weiblich,1.0,4.0,76.0,kalt_g_ch1_g11_compr.mp4,ch1g11,12.0,1.0,kalt,kalt_g_ch1,1.307291182477066,2.1778041563753865,0.0,10.087562,4.9104686,486.5067695334402,0.6661761108228234,0.11981967027262908,300.0000000000018,0.0,6.0
42,35.0,Man / Männlich,2.0,4.0,30.0,langsam_g_ch3_g2_compr.mp4,ch3g2,3.0,3.0,langsam,langsam_g_ch3,0.9351162309335458,2.703130493797976,370.93475516940936,-3.5371988,-1.4730793,244.22905182553885,0.06066567178258231,0.20503509971162304,206.51369449353302,6.0,20.0
37,52.0,Woman / Weiblich,2.0,3.0,74.0,Donner_g_ch2_g17_compr.mp4,ch2g17,18.0,2.0,Donner,Donner_g_ch2,1.4689307626728745,2.758681886671653,446.1206884230523,-2.1809933,0.5196114,334.5767766254564,0.14413096407605952,0.3462286269284327,221.12068842306203,37.0,29.0
57,50.0,Woman / Weiblich,1.0,2.0,30.0,langsam_g_ch3_g17_compr.mp4,ch3g17,18.0,3.0,langsam,langsam_g_ch3,0.6779790980318815,2.61985702369928,421.5444514139779,-4.646074,-0.42195258,545.8664049285138,0.01833941583348031,0.03396010514797476,498.5642378178931,29.0,50.0
5,59.0,Man / Männlich,1.0,2.0,66.0,leise_g_ch1_g5_compr.mp4,ch1g5,6.0,1.0,leise,leise_g_ch1,0.2735354870400475,0.8401450445212807,0.0,7.800113,0.44298774,802.2380649921695,0.176206682945393,1.106074547084852,567.3525261148391,1.0,20.0
60,35.0,Man / Männlich,1.0,2.0,85.0,rennen_g_ch3_g20_compr.mp4,ch3g20,21.0,3.0,rennen,rennen_g_ch3,0.4640938722344481,2.896770065059703,75.59289460184635,-4.02236,-2.7666552,79.96800914330403,0.24968064913560628,0.008935341872708946,55.93096398369369,8.0,45.0
41,29.0,Woman / Weiblich,1.0,3.0,50.0,Donner_g_ch3_g1_compr.mp4,ch3g1,2.0,3.0,Donner,Donner_g_ch3,1.2230560844579732,2.213145783532249,333.33333333333655,10.395861,4.9397564,374.5425159416842,0.1391873764523699,0.649976331916541,52.14537721382726,,
44,28.0,Woman / Weiblich,1.0,5.0,46.0,rennen_g_ch3_g4_compr.mp4,ch3g4,5.0,3.0,rennen,rennen_g_ch3,0.7677241941950297,2.6463748173867896,238.09623015666375,-4.58592,-0.17458592,315.8747251884078,0.12807661220576738,0.0008119407403071044,211.45272169381778,13.0,27.0
59,27.0,Woman / Weiblich,1.0,3.0,40.0,rennen_g_ch3_g19_compr.mp4,ch3g19,20.0,3.0,rennen,rennen_g_ch3,0.7137745213700544,2.887834723186994,131.52385858554004,-4.1862135,-2.0505414,21.429157725422044,0.15529021515939845,0.06291933871862954,18.83505953213576,1.0,20.0
28,80.0,Woman / Weiblich,1.0,1.0,80.0,Donner_g_ch2_g8_compr.mp4,ch2g8,9.0,2.0,Donner,Donner_g_ch2,1.311936004821948,2.847385795144328,198.07011595223835,-2.7404816,0.4256456,869.9497902355181,0.046224017276124796,0.39538295881191043,580.7466504026962,67.0,7.0
50,62.0,Man / Männlich,1.0,2.0,75.0,Donner_g_ch3_g10_compr.mp4,ch3g10,11.0,3.0,Donner,Donner_g_ch3,1.599713773381439,1.8205693073003064,210.96486162275065,10.206905,5.531876,1195.1939940168138,0.27397549895182616,0.07208314048360598,572.368471710572,12.0,5.0
30,45.0,Woman / Weiblich,1.0,2.0,51.0,langsam_g_ch2_g10_compr.mp4,ch2g10,11.0,2.0,langsam,langsam_g_ch2,1.3007668515389903,2.1744392078545696,1201.3947740531196,-3.9145796,0.21514949,2424.9019212647436,0.7541692070838794,0.4747466504129645,791.6660782473891,24.0,6.0
14,11.0,Man / Männlich,1.0,2.0,40.0,rennen_g_ch1_g14_compr.mp4,ch1g14,15.0,1.0,rennen,rennen_g_ch1,0.5046434218556101,2.822599142814443,185.4312720591765,-3.7426257,-3.5081594,199.2794593797805,0.08114256648077578,0.20388895453005373,15.642940614322129,1.0,10.0
44,28.0,Woman / Weiblich,1.0,5.0,46.0,kalt_g_ch3_g4_compr.mp4,ch3g4,5.0,3.0,kalt,kalt_g_ch3,0.5229021104398446,1.3619399800452638,1454.0704892316262,10.301496,1.468542,1246.4441991527178,0.25450473920710326,1.208714622685594,854.0704892316255,13.0,27.0
45,43.0,Woman / Weiblich,1.0,4.0,50.0,Donner_g_ch3_g5_compr.mp4,ch3g5,6.0,3.0,Donner,Donner_g_ch3,1.778889836607383,2.819719651350544,426.7968551378461,10.22237,5.586329,341.9902675110608,0.08398483501194054,0.1203061479809251,221.37272297690927,15.0,4.0
29,69.0,Woman / Weiblich,1.0,4.0,45.0,rennen_g_ch2_g9_compr.mp4,ch2g9,10.0,2.0,rennen,rennen_g_ch2,0.6620450818814019,2.596429930523543,110.41588050034588,-3.6640668,-0.7671268,321.61228927783645,0.0894691382107149,0.20435267222886377,49.79939417832833,11.0,35.0
29,69.0,Woman / Weiblich,1.0,4.0,45.0,kalt_g_ch2_g9_compr.mp4,ch2g9,10.0,2.0,kalt,kalt_g_ch2,0.683906089217209,1.291866639368532,0.0,10.234634,1.5832008,2097.009726878076,0.0784313021744606,1.096752790967317,548.1502987320127,11.0,35.0
38,9.0,Woman / Weiblich,1.0,2.0,48.0,leise_g_ch2_g18_compr.mp4,ch2g18,19.0,2.0,leise,leise_g_ch2,0.4341598998347454,2.306155462749338,512.7919222799391,10.174082,2.40658,3573.700604572625,0.1953825555274409,1.631338657195297,1920.541411053397,43.0,26.0
20,,,,,,Donner_g_ch1_g20_compr.mp4,ch1g20,21.0,1.0,Donner,Donner_g_ch1,1.2100263371746132,2.7336216484793923,48.328055071867496,9.97419,5.0527306,517.4879233045547,0.030204006280912576,0.20708961754448207,39.07268227564731,,
