time,X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,X_LEFT_THUMB_CMC,Y_LEFT_THUMB_CMC,Z_LEFT_THUMB_CMC,X_LEFT_THUMB_MCP,Y_LEFT_THUMB_MCP,Z_LEFT_THUMB_MCP,X_LEFT_THUMB_IP,Y_LEFT_THUMB_IP,Z_LEFT_THUMB_IP,X_LEFT_THUMB_TIP,Y_LEFT_THUMB_TIP,Z_LEFT_THUMB_TIP,X_LEFT_INDEX_FINGER_MCP,Y_LEFT_INDEX_FINGER_MCP,Z_LEFT_INDEX_FINGER_MCP,X_LEFT_INDEX_FINGER_PIP,Y_LEFT_INDEX_FINGER_PIP,Z_LEFT_INDEX_FINGER_PIP,X_LEFT_INDEX_FINGER_DIP,Y_LEFT_INDEX_FINGER_DIP,Z_LEFT_INDEX_FINGER_DIP,X_LEFT_INDEX_FINGER_TIP,Y_LEFT_INDEX_FINGER_TIP,Z_LEFT_INDEX_FINGER_TIP,X_LEFT_MIDDLE_FINGER_MCP,Y_LEFT_MIDDLE_FINGER_MCP,Z_LEFT_MIDDLE_FINGER_MCP,X_LEFT_MIDDLE_FINGER_PIP,Y_LEFT_MIDDLE_FINGER_PIP,Z_LEFT_MIDDLE_FINGER_PIP,X_LEFT_MIDDLE_FINGER_DIP,Y_LEFT_MIDDLE_FINGER_DIP,Z_LEFT_MIDDLE_FINGER_DIP,X_LEFT_MIDDLE_FINGER_TIP,Y_LEFT_MIDDLE_FINGER_TIP,Z_LEFT_MIDDLE_FINGER_TIP,X_LEFT_RING_FINGER_MCP,Y_LEFT_RING_FINGER_MCP,Z_LEFT_RING_FINGER_MCP,X_LEFT_RING_FINGER_PIP,Y_LEFT_RING_FINGER_PIP,Z_LEFT_RING_FINGER_PIP,X_LEFT_RING_FINGER_DIP,Y_LEFT_RING_FINGER_DIP,Z_LEFT_RING_FINGER_DIP,X_LEFT_RING_FINGER_TIP,Y_LEFT_RING_FINGER_TIP,Z_LEFT_RING_FINGER_TIP,X_LEFT_PINKY_FINGER_MCP,Y_LEFT_PINKY_FINGER_MCP,Z_LEFT_PINKY_FINGER_MCP,X_LEFT_PINKY_FINGER_PIP,Y_LEFT_PINKY_FINGER_PIP,Z_LEFT_PINKY_FINGER_PIP,X_LEFT_PINKY_FINGER_DIP,Y_LEFT_PINKY_FINGER_DIP,Z_LEFT_PINKY_FINGER_DIP,X_LEFT_PINKY_FINGER_TIP,Y_LEFT_PINKY_FINGER_TIP,Z_LEFT_PINKY_FINGER_TIP,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,X_RIGHT_THUMB_CMC,Y_RIGHT_THUMB_CMC,Z_RIGHT_THUMB_CMC,X_RIGHT_THUMB_MCP,Y_RIGHT_THUMB_MCP,Z_RIGHT_THUMB_MCP,X_RIGHT_THUMB_IP,Y_RIGHT_THUMB_IP,Z_RIGHT_THUMB_IP,X_RIGHT_THUMB_TIP,Y_RIGHT_THUMB_TIP,Z_RIGHT_THUMB_TIP,X_RIGHT_INDEX_FINGER_MCP,Y_RIGHT_INDEX_FINGER_MCP,Z_RIGHT_INDEX_FINGER_MCP,X_RIGHT_INDEX_FINGER_PIP,Y_RIGHT_INDEX_FINGER_PIP,Z_RIGHT_INDEX_FINGER_PIP,X_RIGHT_INDEX_FINGER_DIP,Y_RIGHT_INDEX_FINGER_DIP,Z_RIGHT_INDEX_FINGER_DIP,X_RIGHT_INDEX_FINGER_TIP,Y_RIGHT_INDEX_FINGER_TIP,Z_RIGHT_INDEX_FINGER_TIP,X_RIGHT_MIDDLE_FINGER_MCP,Y_RIGHT_MIDDLE_FINGER_MCP,Z_RIGHT_MIDDLE_FINGER_MCP,X_RIGHT_MIDDLE_FINGER_PIP,Y_RIGHT_MIDDLE_FINGER_PIP,Z_RIGHT_MIDDLE_FINGER_PIP,X_RIGHT_MIDDLE_FINGER_DIP,Y_RIGHT_MIDDLE_FINGER_DIP,Z_RIGHT_MIDDLE_FINGER_DIP,X_RIGHT_MIDDLE_FINGER_TIP,Y_RIGHT_MIDDLE_FINGER_TIP,Z_RIGHT_MIDDLE_FINGER_TIP,X_RIGHT_RING_FINGER_MCP,Y_RIGHT_RING_FINGER_MCP,Z_RIGHT_RING_FINGER_MCP,X_RIGHT_RING_FINGER_PIP,Y_RIGHT_RING_FINGER_PIP,Z_RIGHT_RING_FINGER_PIP,X_RIGHT_RING_FINGER_DIP,Y_RIGHT_RING_FINGER_DIP,Z_RIGHT_RING_FINGER_DIP,X_RIGHT_RING_FINGER_TIP,Y_RIGHT_RING_FINGER_TIP,Z_RIGHT_RING_FINGER_TIP,X_RIGHT_PINKY_FINGER_MCP,Y_RIGHT_PINKY_FINGER_MCP,Z_RIGHT_PINKY_FINGER_MCP,X_RIGHT_PINKY_FINGER_PIP,Y_RIGHT_PINKY_FINGER_PIP,Z_RIGHT_PINKY_FINGER_PIP,X_RIGHT_PINKY_FINGER_DIP,Y_RIGHT_PINKY_FINGER_DIP,Z_RIGHT_PINKY_FINGER_DIP,X_RIGHT_PINKY_FINGER_TIP,Y_RIGHT_PINKY_FINGER_TIP,Z_RIGHT_PINKY_FINGER_TIP
0,0.655006945,0.559509516,-7.07098948e-008,0.644780219,0.569352925,0.00356263225,0.64213115,0.578233957,0.00440513715,0.643273354,0.584884226,0.00327774137,0.64640522,0.589472473,0.00255126529,0.64632839,0.583768308,0.00725244917,0.647888958,0.592742801,0.00353832333,0.647172809,0.589565456,-0.000139338881,0.646185577,0.584759116,-0.00163200276,0.653734565,0.582881331,0.00409095,0.655636847,0.590210736,0.00195605285,0.654377341,0.587080896,-0.000174313478,0.652895749,0.582835853,-0.00111039612,0.66097331,0.581183553,0.000560030923,0.662126541,0.587682307,5.6623292e-005,0.661107242,0.585068107,0.00126580091,0.660298765,0.581246555,0.00227662595,0.667501,0.578911722,-0.00294891768,0.666945279,0.584653,-0.00138064323,0.665619314,0.582736969,0.00175710663,0.664834142,0.579729319,0.00425428944,0.425790429,0.556892216,-1.41498958e-007,0.445794612,0.56229955,-0.00172511779,0.455828756,0.571598232,-0.00323377457,0.459339201,0.580507636,-0.0046502,0.462065309,0.587466478,-0.0050500622,0.439239442,0.580296576,-0.00361703592,0.447291911,0.590803325,-0.00603994122,0.451460302,0.58555907,-0.00724399509,0.44861275,0.580777168,-0.0075102183,0.427365,0.580988407,-0.00399332354,0.437008679,0.591694295,-0.00540581159,0.442148566,0.587495148,-0.00519640557,0.43957606,0.583349,-0.00473912898,0.418383241,0.580050826,-0.00429837173,0.427738607,0.59001869,-0.0055752336,0.432474554,0.587130547,-0.00354339788,0.430340022,0.58353734,-0.0019370151,0.412451118,0.578567505,-0.00459004147,0.419967324,0.586889684,-0.00470140483,0.423795104,0.58491838,-0.00181782816,0.421961576,0.581596076,0.000623456
20.0,0.654496193,0.560201168,-5.88646962e-008,0.645142078,0.569344044,0.00296733971,0.642834127,0.578023076,0.00347508,0.644268,0.584493,0.00213735038,0.647363901,0.589152455,0.00122050662,0.646359205,0.583796382,0.00681366166,0.647832811,0.592480302,0.00278864149,0.647573054,0.589485943,-0.00114326319,0.647159755,0.584917247,-0.00272423611,0.653417289,0.582991123,0.00395926228,0.655417562,0.59028244,0.0013815416,0.654364467,0.587310076,-0.00100845331,0.652978957,0.583307505,-0.00193257525,0.660405815,0.58146435,0.000689895416,0.661532938,0.588050663,-0.000342618849,0.660564482,0.585570335,0.000678915472,0.659863174,0.581918061,0.00179247337,0.666942239,0.579316497,-0.00257866154,0.666309059,0.585076511,-0.00156740798,0.664966702,0.583188951,0.00134299684,0.664344966,0.580200374,0.00385773461,0.425864875,0.556690812,-1.39693185e-007,0.444948196,0.562401652,-0.00188098522,0.45602262,0.571706653,-0.00344935828,0.460389346,0.580812454,-0.00512656197,0.462677121,0.588270545,-0.0056557511,0.439880729,0.580529809,-0.00171475019,0.44666338,0.591408432,-0.00399198662,0.451019436,0.586417913,-0.00528651895,0.448304802,0.581568658,-0.00568511616,0.428103387,0.580885,-0.00205670833,0.436618537,0.59173584,-0.00345337112,0.441697925,0.587810516,-0.00354436273,0.439274549,0.583639562,-0.00326976017,0.419282854,0.579728365,-0.00255323923,0.427719921,0.589953065,-0.00384993455,0.432165921,0.587242424,-0.00222566538,0.430291384,0.583368897,-0.000856500759,0.413084149,0.578230739,-0.0030978783,0.419831485,0.58677268,-0.00324884849,0.423432231,0.585224211,-0.000910768,0.422095537,0.581702352,0.00114674051
40.0,0.654940248,0.560878217,-5.66223122e-008,0.644165039,0.568681359,0.00316654,0.6418975,0.576587081,0.00348555902,0.645144939,0.581546783,0.00222459342,0.650973797,0.584379077,0.00129762897,0.644092202,0.583218813,0.00358183845,0.64401871,0.592387259,0.000164032492,0.645031035,0.589250207,-0.0024469432,0.645631194,0.584834039,-0.00327691971,0.652544141,0.582839668,0.000666306471,0.653561831,0.590570033,-0.000827854616,0.653452039,0.587355435,-0.00144865469,0.652307391,0.583755195,-0.00151584204,0.660600483,0.581335723,-0.0023686497,0.660841823,0.588258624,-0.00244998699,0.660169482,0.585633874,-0.000575553684,0.659356177,0.582290173,0.000717419141,0.667884052,0.57916826,-0.00531643583,0.666156709,0.584936917,-0.00366305537,0.664792538,0.583186507,-0.000315333571,0.664108098,0.580450535,0.00225639902,0.42623657,0.556775331,-1.3985445e-007,0.445258379,0.562398,-0.00210795738,0.456156939,0.571848214,-0.00365677103,0.460513294,0.580830216,-0.00525738485,0.462514609,0.587999701,-0.00572373951,0.439420491,0.580607831,-0.00225584791,0.446787477,0.591575444,-0.00456287712,0.451590061,0.586607873,-0.00575385895,0.449194521,0.581846774,-0.00607080571,0.428064555,0.580966473,-0.00246485509,0.436889768,0.592051387,-0.0039604269,0.442384243,0.588003278,-0.00392967602,0.44007805,0.583853304,-0.00352851092,0.419507444,0.579773486,-0.00280432845,0.427990586,0.590408623,-0.00423873682,0.432915062,0.587512076,-0.00251049735,0.431135029,0.583511651,-0.00101853383,0.413421899,0.57817924,-0.00320191449,0.419984311,0.586853325,-0.00358084938,0.424015254,0.585257173,-0.00129358191,0.42275393,0.581694365,0.00077968277
60.0,0.65544796,0.56128341,-5.11804075e-008,0.643946826,0.568477631,0.00261001522,0.641212344,0.576278865,0.00280697108,0.644543,0.58144933,0.00158118515,0.649923801,0.584555626,0.000677543343,0.644690633,0.583477855,0.00297529,0.644242942,0.592428803,-0.000604606816,0.644475758,0.588908434,-0.0034852603,0.645551682,0.584249377,-0.00446290756,0.653704,0.583072066,0.000329866656,0.654307425,0.59037751,-0.00095277559,0.653561,0.587181568,-0.00173851894,0.652847171,0.583573282,-0.0021033166,0.662124157,0.581409812,-0.00246459548,0.661766827,0.587774396,-0.0024748242,0.660910845,0.585188329,-0.000743027893,0.660622835,0.581942081,0.000330954441,0.669586599,0.57907337,-0.00520606199,0.667623818,0.584694266,-0.00358783104,0.666104,0.582812667,-0.000188893056,0.665658772,0.579984784,0.00237411866,0.4265,0.556573689,-1.41879397e-007,0.445552975,0.562072337,-0.00212321477,0.456347346,0.571105778,-0.00387894572,0.460814118,0.580324054,-0.00559987547,0.462535053,0.587631881,-0.00619511679,0.439646095,0.580341041,-0.00259647123,0.447594166,0.591372371,-0.00445705745,0.452263802,0.586431623,-0.00539732724,0.449489534,0.581760705,-0.00568593293,0.42810595,0.580874562,-0.00257294765,0.437570721,0.591969788,-0.00375014264,0.443043768,0.587973118,-0.00361637305,0.440493405,0.583834946,-0.00326756132,0.419625461,0.579720378,-0.00257209013,0.428576469,0.590276241,-0.00369621,0.433488488,0.587496281,-0.00197713659,0.431531727,0.583576739,-0.000631298521,0.41388154,0.578156292,-0.0026092534,0.421036571,0.586564958,-0.00287144887,0.424912691,0.584910274,-0.000698523421,0.423350722,0.581359386,0.00122451154
80.0,0.655681,0.561521411,-5.04257116e-008,0.644425213,0.568712592,0.00267558522,0.642069459,0.576724,0.0029319746,0.645937443,0.581556618,0.00175015209,0.651901186,0.584313393,0.000851724704,0.645428419,0.583675802,0.00301561132,0.645360589,0.592637241,-0.000669076049,0.645710349,0.589123666,-0.00355903921,0.646406829,0.584445357,-0.00450595235,0.654464245,0.583134949,0.00034123048,0.655460656,0.59057194,-0.00113221607,0.654958606,0.58731395,-0.0019568943,0.653964043,0.583614,-0.00223660283,0.662913442,0.581370354,-0.00248462521,0.663078368,0.58787936,-0.00263280305,0.662362754,0.585198104,-0.000921264756,0.661803365,0.581907034,0.000228687742,0.670376658,0.578903437,-0.00523907784,0.668793619,0.58449316,-0.0036856092,0.667420566,0.582584143,-0.000318448845,0.666761458,0.579809725,0.00225110026,0.426669568,0.556746602,-1.3928161e-007,0.445805192,0.562312305,-0.00219242042,0.456578225,0.571269453,-0.00398671674,0.461044371,0.58034128,-0.00573592214,0.462651402,0.587522626,-0.00636587618,0.440094024,0.580557585,-0.00275564194,0.447780818,0.59165442,-0.00468541682,0.452408582,0.586660445,-0.00567793567,0.44984141,0.581932902,-0.00597339822,0.428487211,0.581055939,-0.00268039876,0.437618762,0.592162251,-0.00391694764,0.443048656,0.588121295,-0.00381763838,0.440688878,0.583958328,-0.00347194611,0.419948757,0.579831481,-0.00261783972,0.428624511,0.590305328,-0.00367095834,0.433574945,0.587519467,-0.00190061319,0.431775868,0.583581567,-0.000539273373,0.414121,0.578210711,-0.00260220421,0.421304643,0.586555958,-0.00272459444,0.425340176,0.584880829,-0.000426876359,0.423879027,0.581327796,0.00155556807
100.0,0.656726182,0.561498463,-5.02830595e-008,0.644685209,0.568497479,0.00274939789,0.641900897,0.576436043,0.00299331173,0.645108879,0.581504405,0.0018788731,0.650466561,0.584588051,0.00106569123,0.645068,0.583644,0.00233733817,0.645131648,0.592702925,-0.00114443956,0.645336688,0.589305639,-0.0037283306,0.645839572,0.584661722,-0.00449689059,0.654410839,0.58311224,-0.000321352098,0.655049,0.590571821,-0.00133610179,0.654438198,0.587493241,-0.00174002151,0.653542042,0.583866954,-0.00187256839,0.663187385,0.581314147,-0.00304459827,0.662905633,0.587580621,-0.00278959237,0.662094355,0.585039496,-0.000786120538,0.661577642,0.581794202,0.000387195119,0.670959771,0.578809381,-0.00569814676,0.669160724,0.583986223,-0.00403104816,0.667587,0.582142949,-0.000587561924,0.667028129,0.579403639,0.0020001689,0.427033752,0.556603789,-1.37582234e-007,0.446150839,0.562326729,-0.00260120747,0.456881285,0.571124434,-0.00480421726,0.461291432,0.580284059,-0.00687988661,0.462669909,0.587574661,-0.00778438151,0.440007389,0.580132,-0.00347949564,0.447750747,0.591751218,-0.00583857,0.452608824,0.586832762,-0.00697137369,0.450137854,0.582028091,-0.00728050666,0.428402334,0.580621719,-0.00328617846,0.437821329,0.592110157,-0.00491101388,0.443360627,0.58807689,-0.00485531893,0.440829247,0.583919406,-0.00449362909,0.419907898,0.579473197,-0.0031372963,0.428765565,0.590242922,-0.00453001913,0.433908343,0.587429225,-0.00264088321,0.43200624,0.583450854,-0.00111891574,0.414221883,0.577938676,-0.00305972062,0.421400547,0.586588144,-0.00341184065,0.425654352,0.584809065,-0.00105212699,0.424202114,0.58114022,0.00103121961
120.0,0.656577468,0.561553121,-4.82186451e-008,0.644741,0.568674266,0.00283020688,0.642110288,0.576768279,0.00303994538,0.64574331,0.581732512,0.00187703548,0.651634216,0.584589839,0.000971931207,0.644771159,0.583680868,0.00230332348,0.644935727,0.59273088,-0.0011225132,0.645478189,0.589399338,-0.00367466127,0.645997941,0.58480984,-0.00445502345,0.654189825,0.583171,-0.000405019411,0.654961944,0.590649784,-0.00144673488,0.654515207,0.587562799,-0.00183656905,0.653564453,0.583963037,-0.00195635832,0.663050473,0.581424356,-0.00315362518,0.662785709,0.587763965,-0.00293921866,0.662019908,0.585193217,-0.000944437576,0.661482573,0.581965804,0.000233374361,0.67088747,0.578995883,-0.0058160061,0.66896081,0.584171534,-0.00413950626,0.667405725,0.582307,-0.000669996953,0.66685015,0.579594374,0.00192246272,0.427120686,0.556472898,-1.38578088e-007,0.446141809,0.562160254,-0.0026172353,0.456793398,0.571027875,-0.00480583729,0.461215287,0.580226958,-0.00687041972,0.462614447,0.587567925,-0.00775962602,0.439991385,0.580172181,-0.00335474429,0.447707415,0.591774583,-0.00565093849,0.452609658,0.586836815,-0.00677949656,0.450144261,0.582004726,-0.00710106688,0.428434,0.580642045,-0.00310952356,0.437801629,0.592123806,-0.00468068477,0.443345606,0.588050306,-0.00464459928,0.440820932,0.583868086,-0.00430710241,0.419946641,0.579450965,-0.00290863123,0.42878,0.590276897,-0.00427914411,0.433928609,0.587429,-0.00243152771,0.432040662,0.583403826,-0.000939999,0.414222717,0.577883601,-0.00277717132,0.421413571,0.586572707,-0.0031460654,0.425701886,0.584803522,-0.000836869702,0.424256921,0.581110775,0.00121411728
140.0,0.656873465,0.561601,-5.14542187e-008,0.645042956,0.568775,0.00298677245,0.64241308,0.576625586,0.00320507889,0.645639718,0.581582844,0.00197916105,0.65144515,0.58455348,0.000999414129,0.645011902,0.583841681,0.00254107127,0.644845068,0.592749834,-0.000792009407,0.645498812,0.589452267,-0.00334388763,0.646324933,0.584943414,-0.00415551104,0.654238462,0.583423734,-0.000247311924,0.654877424,0.590745,-0.00116554485,0.654581249,0.58759445,-0.00146965915,0.653867602,0.584040523,-0.00161030958,0.663005352,0.581784844,-0.00307856593,0.662957,0.588080823,-0.00265080133,0.662421823,0.585452557,-0.000513579464,0.662046671,0.582176089,0.000655233685,0.670932412,0.579520404,-0.0058434559,0.669392347,0.584884405,-0.00395819545,0.66807729,0.583018839,-0.000380675396,0.667650342,0.5803231,0.00221739826,0.427505583,0.556185782,-1.42039383e-007,0.44645986,0.561997116,-0.0021449998,0.4570674,0.571034968,-0.00394214643,0.461445063,0.580309749,-0.00568942726,0.462900281,0.587597,-0.00626269169,0.4405,0.580044746,-0.00260227802,0.447920024,0.591510773,-0.0046202885,0.452964246,0.586772203,-0.00559058785,0.450699568,0.582045734,-0.0058328649,0.428925455,0.580583751,-0.00252109836,0.438089788,0.591867447,-0.00371343526,0.443770468,0.587964475,-0.00347010302,0.441482961,0.583871543,-0.00305322418,0.420331508,0.579441309,-0.0024818005,0.429029405,0.590023,-0.00356423738,0.434232414,0.58724308,-0.00161863759,0.432506651,0.583307207,-0.000132342713,0.414447069,0.5778386,-0.00248667481,0.42156288,0.586365759,-0.0025875736,0.425894797,0.584643722,-0.000153209534,0.424622893,0.58102566,0.0019410213
160.0,0.657269597,0.561567366,-4.56220661e-008,0.644881725,0.569012761,0.00290159811,0.64190346,0.577042878,0.00337257283,0.645053208,0.582132757,0.00241816696,0.650628269,0.585040271,0.00170683069,0.646175504,0.583912969,0.00315484521,0.646103799,0.592752337,-9.76622541e-005,0.64621079,0.589572847,-0.00277069747,0.646898389,0.585055351,-0.00362546509,0.655320466,0.583280802,0.000553249265,0.655959427,0.590565801,-0.000310276984,0.65510565,0.587694347,-0.000930500333,0.65428412,0.584170699,-0.00127956213,0.663878262,0.581519842,-0.00214190478,0.663447499,0.587784171,-0.00176637992,0.6625278,0.58547765,-4.14485366e-005,0.662178874,0.582287073,0.000912136573,0.671539068,0.579195678,-0.00477041071,0.669595301,0.584587,-0.0029455137,0.667961717,0.582883716,0.000370091497,0.667549372,0.580197155,0.00280648842,0.427887142,0.556164622,-1.38093583e-007,0.446543932,0.562024593,-0.00208988087,0.457134783,0.571163535,-0.00385761214,0.461621076,0.580368102,-0.00561411679,0.46323967,0.587744057,-0.00620089658,0.440897614,0.580098569,-0.00229613367,0.447769433,0.591467619,-0.00442269119,0.452541143,0.5867697,-0.00551165827,0.450308979,0.58208549,-0.00579630164,0.429316878,0.580508828,-0.00227616122,0.437824667,0.591743231,-0.00341286464,0.443397909,0.587901056,-0.00316632749,0.441270232,0.583799839,-0.0027508873,0.420681357,0.579268873,-0.00234744768,0.42888093,0.589739203,-0.00331628276,0.433935851,0.587011814,-0.00132627203,0.432361901,0.583106518,0.000168466824,0.414657772,0.577603877,-0.0024751618,0.421315908,0.586070895,-0.00233554631,0.425426841,0.58442086,0.000241481568,0.424253792,0.58088553,0.00239263079
180.0,0.658218563,0.561439872,-4.83892642e-008,0.645617068,0.568970859,0.0026876037,0.642834842,0.57696265,0.00304895849,0.646357715,0.581890643,0.00195015757,0.652145,0.584769726,0.0011280441,0.646792114,0.583640933,0.00312477956,0.646069944,0.592601418,-0.000431978173,0.646163106,0.589140356,-0.00330324192,0.647345901,0.584589183,-0.00426183827,0.65590781,0.583182395,0.000507118,0.656193614,0.590536833,-0.000653356139,0.655450761,0.587444425,-0.00140681514,0.654910564,0.583798647,-0.00177566777,0.664466143,0.581583738,-0.00226819073,0.664077103,0.587867439,-0.00202413974,0.663332283,0.585364,-0.000251881691,0.663208723,0.582040608,0.000783410622,0.672271192,0.579433382,-0.00502904831,0.670497537,0.58490628,-0.0031757392,0.668979526,0.583041489,0.000203592121,0.668692529,0.580212593,0.00268120971,0.428222299,0.556053281,-1.3969904e-007,0.44704771,0.561830878,-0.0020917349,0.457562119,0.571132243,-0.00364782102,0.462174922,0.580289364,-0.00516414223,0.464065,0.587598562,-0.0054980428,0.440944,0.580416918,-0.00171918876,0.448312581,0.591239572,-0.0034177606,0.453303695,0.58635056,-0.00429953542,0.451043814,0.581694782,-0.00450518401,0.429457247,0.580802739,-0.00147797,0.438550591,0.591738462,-0.00251870975,0.444368392,0.587779164,-0.00226780376,0.442240387,0.583689451,-0.0018184412,0.421057463,0.579482496,-0.00131356507,0.429825187,0.589871883,-0.00230720779,0.434999049,0.587089,-0.000485986529,0.433360904,0.58319062,0.000958750723,0.4152852,0.577782631,-0.00117650733,0.422241479,0.586207271,-0.00103497668,0.426495224,0.584595,0.00139004516,0.425229609,0.581128538,0.00346162869
