time,X_NOSE,Y_NOSE,Z_NOSE,visibility_NOSE,X_LEFT_EYE_INNER,Y_LEFT_EYE_INNER,Z_LEFT_EYE_INNER,visibility_LEFT_EYE_INNER,X_LEFT_EYE,Y_LEFT_EYE,Z_LEFT_EYE,visibility_LEFT_EYE,X_LEFT_EYE_OUTER,Y_LEFT_EYE_OUTER,Z_LEFT_EYE_OUTER,visibility_LEFT_EYE_OUTER,X_RIGHT_EYE_OUTER,Y_RIGHT_EYE_OUTER,Z_RIGHT_EYE_OUTER,visibility_RIGHT_EYE_OUTER,X_RIGHT_EYE,Y_RIGHT_EYE,Z_RIGHT_EYE,visibility_RIGHT_EYE,X_RIGHT_EYE_OUTER,Y_RIGHT_EYE_OUTER,Z_RIGHT_EYE_OUTER,visibility_RIGHT_EYE_OUTER,X_LEFT_EAR,Y_LEFT_EAR,Z_LEFT_EAR,visibility_LEFT_EAR,X_RIGHT_EAR,Y_RIGHT_EAR,Z_RIGHT_EAR,visibility_RIGHT_EAR,X_MOUTH_LEFT,Y_MOUTH_LEFT,Z_MOUTH_LEFT,visibility_MOUTH_LEFT,X_MOUTH_RIGHT,Y_MOUTH_RIGHT,Z_MOUTH_RIGHT,visibility_MOUTH_RIGHT,X_LEFT_SHOULDER,Y_LEFT_SHOULDER,Z_LEFT_SHOULDER,visibility_LEFT_SHOULDER,X_RIGHT_SHOULDER,Y_RIGHT_SHOULDER,Z_RIGHT_SHOULDER,visibility_RIGHT_SHOULDER,X_LEFT_ELBOW,Y_LEFT_ELBOW,Z_LEFT_ELBOW,visibility_LEFT_ELBOW,X_RIGHT_ELBOW,Y_RIGHT_ELBOW,Z_RIGHT_ELBOW,visibility_RIGHT_ELBOW,X_LEFT_WRIST,Y_LEFT_WRIST,Z_LEFT_WRIST,visibility_LEFT_WRIST,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,visibility_RIGHT_WRIST,X_LEFT_PINKY,Y_LEFT_PINKY,Z_LEFT_PINKY,visibility_LEFT_PINKY,X_RIGHT_PINKY,Y_RIGHT_PINKY,Z_RIGHT_PINKY,visibility_RIGHT_PINKY,X_LEFT_INDEX,Y_LEFT_INDEX,Z_LEFT_INDEX,visibility_LEFT_INDEX,X_RIGHT_INDEX,Y_RIGHT_INDEX,Z_RIGHT_INDEX,visibility_RIGHT_INDEX,X_LEFT_THUMB,Y_LEFT_THUMB,Z_LEFT_THUMB,visibility_LEFT_THUMB,X_RIGHT_THUMB,Y_RIGHT_THUMB,Z_RIGHT_THUMB,visibility_RIGHT_THUMB,X_LEFT_HIP,Y_LEFT_HIP,Z_LEFT_HIP,visibility_LEFT_HIP,X_RIGHT_HIP,Y_RIGHT_HIP,Z_RIGHT_HIP,visibility_RIGHT_HIP,X_LEFT_KNEE,Y_LEFT_KNEE,Z_LEFT_KNEE,visibility_LEFT_KNEE,X_RIGHT_KNEE,Y_RIGHT_KNEE,Z_RIGHT_KNEE,visibility_RIGHT_KNEE,X_LEFT_ANKLE,Y_LEFT_ANKLE,Z_LEFT_ANKLE,visibility_LEFT_ANKLE,X_RIGHT_ANKLE,Y_RIGHT_ANKLE,Z_RIGHT_ANKLE,visibility_RIGHT_ANKLE,X_LEFT_HEEL,Y_LEFT_HEEL,Z_LEFT_HEEL,visibility_LEFT_HEEL,X_RIGHT_HEEL,Y_RIGHT_HEEL,Z_RIGHT_HEEL,visibility_RIGHT_HEEL,X_LEFT_FOOT_INDEX,Y_LEFT_FOOT_INDEX,Z_LEFT_FOOT_INDEX,visibility_LEFT_FOOT_INDEX,X_RIGHT_FOOT_INDEX,Y_RIGHT_FOOT_INDEX,Z_RIGHT_FOOT_INDEX,visibility_RIGHT_FOOT_INDEX
0,0.64002955,0.424867272,-0.503960609,0.999967337,0.65040946,0.416953772,-0.482548028,0.999931335,0.655962586,0.416929901,-0.48265788,0.999936581,0.661008835,0.417033583,-0.482788473,0.999923825,0.631853819,0.416932046,-0.481142,0.999923706,0.625840604,0.416954041,-0.481201351,0.999925,0.620257735,0.417051911,-0.481185079,0.999918461,0.671861768,0.420824826,-0.317633629,0.999943137,0.616189837,0.420490414,-0.310136706,0.999920964,0.651795805,0.434591889,-0.43850702,0.999964356,0.630392909,0.435176909,-0.436766565,0.999949813,0.705437601,0.4736467,-0.194775552,0.999750912,0.573454082,0.472555786,-0.118938759,0.999567,0.716608703,0.532927752,-0.0433394797,0.825148344,0.561047852,0.533329964,0.0767743811,0.523783326,0.681616247,0.566446,-0.0451284796,0.199798599,0.578132331,0.567360461,0.0969074294,0.139856607,0.675934434,0.581759214,-0.0670679733,0.158650815,0.592066169,0.585963309,0.0840806,0.120094851,0.672878444,0.578018486,-0.113906227,0.165946752,0.594626546,0.580884337,0.0432186835,0.122289747,0.672774434,0.571951747,-0.0623091087,0.170196503,0.595484078,0.574478686,0.0823450461,0.128756702,0.664569676,0.593109429,-0.0405181274,0.997916758,0.594022751,0.590139508,0.0408031233,0.998225868,0.650619447,0.683405817,0.00251443544,0.980349123,0.589233041,0.681653142,0.0768855885,0.983343244,0.637491,0.760824,0.283718139,0.979440808,0.582943141,0.76155144,0.340361148,0.986603737,0.637428343,0.771210492,0.297134668,0.698560119,0.587588727,0.772817969,0.353132218,0.912159264,0.618146598,0.787953913,0.0900926366,0.96483475,0.545068622,0.780406237,0.152176842,0.981133401
20.0,0.640407264,0.424841583,-0.528331757,0.99996686,0.650890708,0.416892946,-0.505636096,0.999929547,0.656949162,0.416906089,-0.505723834,0.999935091,0.661767364,0.417022377,-0.505820453,0.999922693,0.631988764,0.416629881,-0.505164325,0.999922633,0.625929236,0.416539162,-0.505235553,0.999924123,0.620395601,0.416601062,-0.50523597,0.999918163,0.672204733,0.420827061,-0.336069494,0.999938726,0.61624974,0.420349121,-0.332552761,0.999917,0.652283072,0.434590876,-0.461598665,0.999960542,0.630389929,0.435121328,-0.461017281,0.999945104,0.705967546,0.474023879,-0.217611626,0.999732733,0.572396,0.47297886,-0.131438613,0.999529243,0.716437697,0.533556223,-0.0572134778,0.829334,0.561058581,0.534552038,0.0641982928,0.520418584,0.681688666,0.569322824,-0.0641803145,0.214672387,0.578133047,0.570854843,0.0713092238,0.149535939,0.676570773,0.587777734,-0.0839861557,0.170673385,0.588076413,0.589341462,0.057793241,0.128433794,0.673043668,0.584222674,-0.134121165,0.178188726,0.592319429,0.581886649,0.0133176465,0.130944878,0.672777891,0.577855408,-0.0823853761,0.181537628,0.59255,0.578281939,0.0552625,0.137393594,0.664657354,0.593646169,-0.0447633229,0.997830808,0.59402293,0.590918183,0.0449489094,0.998218596,0.650901556,0.683090389,0.0109392591,0.980174065,0.588868499,0.681051254,0.075862892,0.982936203,0.6402964,0.76085639,0.278603345,0.979364753,0.582953632,0.761436641,0.3342219,0.986422598,0.64213407,0.771186054,0.290010631,0.695806,0.587963581,0.771612227,0.346532911,0.912697375,0.617952168,0.787036896,0.083698675,0.96474874,0.547903597,0.780354679,0.153532162,0.980900407
40.0,0.640535355,0.424856335,-0.555397034,0.999967217,0.651121616,0.416893333,-0.533035338,0.999929607,0.65749526,0.416917741,-0.533097506,0.999935329,0.662191749,0.417046756,-0.533185899,0.999922931,0.632040679,0.416536152,-0.532691479,0.999923646,0.625960946,0.416388124,-0.532780349,0.999925494,0.620465,0.416422457,-0.532785654,0.99992013,0.672350585,0.420875221,-0.361832649,0.999936044,0.616277158,0.420278728,-0.359119803,0.999917209,0.652434528,0.434651792,-0.487817317,0.999958098,0.630296767,0.435116321,-0.487437844,0.99994266,0.706520617,0.47440818,-0.232773751,0.999708533,0.571273446,0.4732171,-0.156479686,0.999517,0.715840399,0.533987105,-0.0566272214,0.829659641,0.560850084,0.535327733,0.0572715662,0.525515914,0.681688964,0.571050227,-0.0575997494,0.222007364,0.577883065,0.572874367,0.07363002,0.162694812,0.677117229,0.590479255,-0.0691874698,0.176353797,0.585276306,0.590407193,0.0700680166,0.138930708,0.673463404,0.587264419,-0.122987971,0.183887675,0.59121865,0.582903564,0.0253449269,0.141650766,0.672820747,0.580828846,-0.0768240914,0.186793149,0.590680301,0.579528928,0.0596689656,0.148132056,0.664772034,0.594249964,-0.0448000319,0.997738719,0.593993127,0.591729224,0.0449612923,0.998233497,0.651125312,0.683041036,0.0125770094,0.980017185,0.588210821,0.68088305,0.0717260092,0.98263073,0.640791833,0.760810256,0.28247422,0.979151249,0.582940698,0.761435688,0.333666772,0.986299098,0.642487824,0.770915806,0.294498712,0.693780541,0.588319778,0.771465302,0.346451402,0.913174152,0.617962241,0.786476195,0.092551358,0.964568317,0.548733115,0.78034997,0.157730207,0.98075819
60.0,0.640619755,0.424874455,-0.542191,0.999967813,0.651253283,0.416895181,-0.521438539,0.99993068,0.657795727,0.416928589,-0.521539629,0.999936461,0.662429631,0.417065442,-0.521663487,0.999924421,0.632097423,0.416493148,-0.519133866,0.999925256,0.626011,0.416321367,-0.519205809,0.999927223,0.620554805,0.416342884,-0.519209683,0.999922335,0.672367275,0.420887589,-0.360322475,0.999935746,0.61629039,0.420214653,-0.345844656,0.999918461,0.652478337,0.434683323,-0.476783633,0.999957383,0.630215168,0.43510896,-0.474024564,0.999942,0.70655638,0.474453509,-0.230235487,0.999706864,0.570217073,0.473399758,-0.151054874,0.999510348,0.715813458,0.533982277,-0.0360622257,0.830957711,0.560029626,0.535515249,0.0742024407,0.525026,0.681761563,0.570762873,-0.0263660904,0.229639903,0.577559352,0.572419822,0.111666769,0.170222342,0.677501619,0.589878,-0.0407233275,0.182904497,0.584205687,0.590146899,0.104650989,0.145458117,0.673628,0.586512446,-0.0935424,0.19046472,0.588718712,0.583652139,0.0606894456,0.148377553,0.672834158,0.580127597,-0.0452542454,0.192767829,0.589955449,0.579207361,0.0972172171,0.155073,0.664807081,0.594806373,-0.0454286039,0.99773103,0.593937755,0.592251956,0.0455840603,0.998264313,0.651309192,0.683145523,0.0121673439,0.98009032,0.58789283,0.680877924,0.0669305325,0.982353449,0.640911162,0.761066198,0.280464709,0.979190588,0.582930207,0.761490226,0.32960546,0.986192405,0.643181324,0.771275,0.292266756,0.691991448,0.588445,0.771412134,0.342597812,0.913636148,0.617580771,0.786253273,0.0898233801,0.96465373,0.548949897,0.780324101,0.157445684,0.980634749
80.0,0.640649,0.42487514,-0.553255618,0.999967933,0.65132463,0.41689232,-0.531240821,0.999930739,0.657971084,0.416928798,-0.531312585,0.9999367,0.662602544,0.417067051,-0.531416535,0.999924779,0.632120132,0.416448265,-0.531022906,0.999925911,0.626029909,0.416262746,-0.531108558,0.999928057,0.620595634,0.416279465,-0.531101525,0.999923646,0.672404349,0.420892358,-0.36298579,0.999934196,0.616301894,0.420183271,-0.359861106,0.99991852,0.652507484,0.434694171,-0.486471385,0.999955535,0.630144119,0.435099185,-0.486217856,0.99994,0.706749856,0.474761,-0.235645503,0.999693394,0.569445968,0.473775357,-0.160119548,0.999495625,0.71558243,0.534554541,-0.0488379709,0.830974579,0.559912384,0.536322296,0.0631861538,0.525340497,0.681750536,0.572464228,-0.0298437327,0.23293303,0.577527761,0.57330668,0.109144807,0.175608873,0.677563608,0.591775239,-0.0475267693,0.185681954,0.58404094,0.59045428,0.10215082,0.149723783,0.67362833,0.588493586,-0.0984841511,0.193176851,0.588794231,0.583788812,0.0594196022,0.152763367,0.672767341,0.58199954,-0.0480866805,0.19531408,0.589651406,0.579492331,0.095056,0.159635231,0.664808214,0.595436037,-0.0455803052,0.997656345,0.593744397,0.5928455,0.0457216427,0.998257816,0.651430249,0.683236659,0.0168515947,0.979892731,0.587629378,0.680919051,0.0701350197,0.981939852,0.64117229,0.761183381,0.281129539,0.978943944,0.582932174,0.761500061,0.329842329,0.985906601,0.643848777,0.771574795,0.292577863,0.686465263,0.588671625,0.771302462,0.34283033,0.913346767,0.616621733,0.786147833,0.0899062753,0.964205861,0.54906565,0.780322731,0.160661906,0.980340242
100.0,0.640646219,0.424884468,-0.558660686,0.999967575,0.651324749,0.416889966,-0.536621332,0.999929667,0.658000588,0.41692844,-0.536675572,0.999935746,0.662644625,0.417067438,-0.536773741,0.999923706,0.632109463,0.416421294,-0.536252916,0.999925792,0.626014411,0.416228563,-0.536334872,0.999928057,0.620598078,0.416247487,-0.536313176,0.999924,0.672402263,0.420892805,-0.366248965,0.999931455,0.61630106,0.420159131,-0.362779915,0.99991715,0.652507722,0.434720039,-0.491183937,0.999952376,0.630000293,0.43509829,-0.490670502,0.999936342,0.706916571,0.474824429,-0.238332853,0.999672949,0.569049835,0.473773837,-0.159824356,0.999478757,0.715592682,0.53453815,-0.0504636057,0.830177307,0.559381843,0.536369681,0.0583489202,0.527899444,0.681757271,0.572105706,-0.0236481801,0.234297797,0.577525735,0.573190928,0.106664389,0.181638941,0.677874446,0.591114402,-0.0350363553,0.186727613,0.583889842,0.589975119,0.100189909,0.15411517,0.673762202,0.587829471,-0.0861857235,0.194017515,0.588921607,0.581371605,0.0566645749,0.157327503,0.672826529,0.581410825,-0.0411554165,0.196076259,0.589470208,0.579132,0.0940324,0.164081752,0.664815426,0.595652223,-0.0461615548,0.997547626,0.593510151,0.593069375,0.0462741405,0.998231351,0.651470244,0.683252335,0.0180731118,0.979703307,0.587396,0.680907488,0.076101318,0.981511056,0.641163886,0.761330605,0.278447509,0.97883,0.58289963,0.761501908,0.330499202,0.985762298,0.644043386,0.772438824,0.28915292,0.679924667,0.588898182,0.771311879,0.343151242,0.913569868,0.614267588,0.785831392,0.0853968561,0.963921,0.548618853,0.780259788,0.160344899,0.980291605
120.0,0.640643239,0.424891919,-0.55425334,0.999966,0.651324928,0.416889578,-0.532413,0.999925494,0.658022,0.416929185,-0.532475,0.999932,0.662674963,0.417069405,-0.532573223,0.999919534,0.632105708,0.416403711,-0.531883776,0.999922693,0.626010835,0.416205138,-0.531960666,0.999925077,0.620602608,0.416224122,-0.531945765,0.999921322,0.672401309,0.42089355,-0.362768799,0.999925733,0.616309226,0.420143515,-0.358401418,0.999911308,0.652507901,0.434738517,-0.486988783,0.99994725,0.629903078,0.4350968,-0.486198038,0.999930382,0.707006872,0.47488758,-0.239014372,0.999652207,0.568928301,0.473778218,-0.156336159,0.999459,0.715572536,0.534572959,-0.066147536,0.830228567,0.559363,0.536507607,0.0506916605,0.528787732,0.68166393,0.571992874,-0.0509351455,0.236684605,0.57752043,0.572870195,0.0788307413,0.186704367,0.677872241,0.59111011,-0.0648537204,0.189201251,0.583750665,0.589867949,0.0684437081,0.157963842,0.673711658,0.587832034,-0.116287433,0.196420014,0.589035451,0.581814647,0.0264357943,0.161413953,0.672755241,0.581437,-0.0688731223,0.198254958,0.589327097,0.578990161,0.0647411048,0.168106422,0.664824307,0.595895529,-0.0469885357,0.997416198,0.593381047,0.593299866,0.0470993556,0.998186827,0.651532292,0.683262646,0.0181142204,0.979707778,0.587259114,0.680909693,0.0842905343,0.981265485,0.641381383,0.761368573,0.275515944,0.978800714,0.582852244,0.761516869,0.330929607,0.985792816,0.644620597,0.772814,0.285712391,0.67381,0.589082241,0.771377504,0.343559653,0.914146185,0.613733113,0.785483301,0.0800467953,0.963791907,0.546183944,0.780191839,0.160026833,0.980390966
140.0,0.640650153,0.424892426,-0.591286242,0.999967337,0.65134269,0.416879147,-0.568809,0.999928296,0.65808326,0.416925341,-0.568840921,0.999934912,0.662726879,0.417067736,-0.568937719,0.999922633,0.632106364,0.41635111,-0.569369733,0.999926,0.626010776,0.416135877,-0.569465816,0.999928713,0.620607197,0.416151613,-0.569425821,0.999925137,0.672409356,0.420888394,-0.395029306,0.9999277,0.616309106,0.420094579,-0.396594197,0.999915421,0.652512,0.434744954,-0.522693932,0.999947548,0.629853249,0.435090691,-0.523506045,0.99993068,0.707136333,0.474884421,-0.253807276,0.999636889,0.568451762,0.473861665,-0.18451795,0.999444842,0.715647101,0.534566581,-0.045732554,0.82881242,0.55914557,0.53681463,0.0569042042,0.527999461,0.681656897,0.571905,0.028276654,0.236169264,0.577553391,0.573414,0.158623442,0.189154729,0.678191602,0.59136,0.0280284844,0.187377349,0.583902061,0.58994776,0.164224043,0.159933731,0.673897684,0.588362932,-0.0247159172,0.194364503,0.590225756,0.582122624,0.126125172,0.16321826,0.672834754,0.58198452,0.0117895296,0.196487263,0.589447856,0.579124093,0.14877063,0.169983491,0.664902031,0.595974267,-0.0447237231,0.997354805,0.593139708,0.59335053,0.0447326899,0.998210907,0.651691556,0.683264077,0.0231824499,0.979809105,0.587082446,0.68095392,0.0761472061,0.981230915,0.641996086,0.76120168,0.290806592,0.9788,0.582613707,0.761517286,0.33111155,0.985746264,0.644849122,0.772434652,0.303118914,0.672512949,0.589065254,0.771378756,0.343859166,0.913820207,0.614040256,0.785492778,0.105136909,0.963927269,0.546621382,0.780386209,0.163278371,0.980359256
160.0,0.640648365,0.42488718,-0.577881,0.999968231,0.651340842,0.416850984,-0.555635035,0.999930263,0.658087969,0.41690895,-0.555682719,0.999936879,0.662735641,0.417056829,-0.555778205,0.999924839,0.632093847,0.416276,-0.555954576,0.999928176,0.625991523,0.416043133,-0.556042254,0.999931157,0.620606601,0.416055202,-0.556010962,0.9999277,0.672396,0.420854419,-0.384533584,0.999928534,0.61629647,0.420006394,-0.385199934,0.999917805,0.652494967,0.434745848,-0.510399818,0.999947488,0.629770637,0.43507278,-0.510962903,0.99993062,0.70711869,0.474889547,-0.249595925,0.999629498,0.568258703,0.473860562,-0.177123189,0.99943471,0.715642035,0.534634173,-0.0440890938,0.827931404,0.559001565,0.536870956,0.0612678602,0.525062,0.68121922,0.571825564,0.0136301769,0.237311438,0.577569246,0.573258698,0.152858958,0.19025296,0.678189456,0.591167152,0.00826965459,0.187789038,0.584026396,0.589886487,0.154859424,0.161153436,0.673887074,0.588124216,-0.0436560549,0.19461602,0.590668917,0.582203865,0.115299158,0.164302349,0.672790885,0.581758142,-0.00317478157,0.196777433,0.589498818,0.579039276,0.141718283,0.171154991,0.664907038,0.596013486,-0.0445145294,0.997333586,0.592906952,0.593393624,0.0445131958,0.998229384,0.651863635,0.683245063,0.0236720983,0.979777098,0.587022066,0.680955,0.0759592727,0.981174946,0.642455459,0.761070549,0.290906698,0.978803158,0.58257544,0.76129061,0.332275331,0.985713661,0.64492327,0.772049785,0.303140402,0.671551,0.589074194,0.771185875,0.345435292,0.914035499,0.614743829,0.785537541,0.104026951,0.96398288,0.546997488,0.78043741,0.167494118,0.980367124
180.0,0.640648186,0.424882144,-0.572358191,0.999968767,0.651340246,0.416828841,-0.55024749,0.999931276,0.658094227,0.41689536,-0.550299287,0.99993813,0.662742257,0.417047024,-0.55039531,0.99992609,0.632081,0.416214854,-0.550225198,0.999929309,0.625971198,0.415959924,-0.550310552,0.999932647,0.620602727,0.415969729,-0.550282419,0.999929249,0.6723665,0.420837969,-0.380529583,0.999928534,0.616257906,0.419946581,-0.379550368,0.999918878,0.652485192,0.434746444,-0.505470634,0.999946892,0.629707038,0.43505767,-0.505576313,0.999929667,0.707163453,0.474887878,-0.249660358,0.999621391,0.568207145,0.473856866,-0.172026083,0.999420702,0.715596616,0.534938276,-0.0442838296,0.825954497,0.558972955,0.536876559,0.0679343566,0.519586444,0.68114996,0.571760356,0.00750413025,0.236077189,0.577706456,0.572918117,0.15744032,0.189532429,0.678092241,0.591609776,0.00143594784,0.186625093,0.584111154,0.589849591,0.159741491,0.161087856,0.673798263,0.5886603,-0.0504496247,0.193301871,0.591119826,0.582101941,0.119871266,0.164104715,0.672629774,0.582266629,-0.00942579098,0.195584357,0.589562416,0.578997254,0.145980567,0.171040237,0.664909661,0.596214235,-0.0445340611,0.997321844,0.592691839,0.593530715,0.0445327498,0.998245597,0.652172327,0.683251798,0.022601191,0.979819834,0.586979747,0.680972815,0.0762513205,0.981187463,0.642712653,0.760918736,0.290111154,0.978908956,0.582487822,0.761074483,0.336308658,0.985763252,0.645082593,0.77167958,0.302357,0.671024263,0.588998795,0.770980477,0.349784762,0.914575815,0.615032256,0.785568416,0.102323733,0.964230716,0.547083,0.780440032,0.173086062,0.980489433
