participantID,Age,BirthPlace,Gender,NativeLanguages,NumOfNativeLanguages,Other Languages,TotalLanguages,Extroversion,Hand,fileID,chainID,generation_number,chain_number,gesture,gesture_chain,event,ARM_TOTAL_speed2D_mean,ARM_TOTAL_speed2D_sd,ARM_TOTAL_speed2D_range,LEG_TOTAL_speed2D_mean,LEG_TOTAL_speed2D_sd,LEG_TOTAL_speed2D_range,left_index_space2D,left_wrist_space2D,left_elbow_space2D,total_left_arm_space2D,right_index_space2D,right_wrist_space2D,right_elbow_space2D,total_right_arm_space2D,left_ankle_space2D,left_knee_space2D,total_left_leg_space2D,right_ankle_space2D,right_knee_space2D,total_right_leg_space2D,nose_space2D,total_head_space2D,total_gesture_space2D,right_wrist_entropy2D,left_wrist_entropy2D,right_knee_entropy2D,left_knee_entropy2D,right_ankle_entropy2D,left_ankle_entropy2D,total_body_entropy2D,total_body_entropy2Daggregated,right_wrist_variability2D,left_wrist_variability2D,total_body_variability2D,total_body_variability2Daggregated,total_arm_boundingbox2D,right_wrist_intermittency,left_wrist_intermittency,right_elbow_intermittency,left_elbow_intermittency,right_shoulder_imtermittency,left_shoulder_intermittency,total_body_intermittency,total_arms_time,total_legs_time,total_time,RIGHT_WRIST_SpeedAVG,LEFT_WRIST_SpeedAVG,RIGHT_WRIST_AccelAVG,LEFT_WRIST_AccelAVG,RIGHT_WRIST_SpeedSD,LEFT_WRIST_SpeedSD,RIGHT_WRIST_AccelSD
16,27.0,Deutschland,Man / Männlich,Deutsch ,1.0,English,2.0,30.0,Right-handed / Rechtshänder*in,lndw_lndw_rennen_g_ch1_g16_compr.mp4,ch1g16,16.0,1.0,lndw_lndw_rennen,lndw_lndw_rennen_g_ch1,lndw,0.00014357011143553355,0.0001309699996222838,0.0006296460139611437,0.00011404194609948105,7.58040389058711e-05,0.0003545251847448442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026700158356289812,0.014094116161541279,0.04079427451783109,0.02777177774605538,0.016994470321603693,0.044766248067659074,0.0,0.0,0.08556052258549016,0.0,0.0,2.210613943341968,2.5000697806706422,2.313882239680222,2.2857014385834997,9.310267402276333,2.075745263757677,0.0,0.0,0.0,759.3371332579774,0.020782988349805975,0.008062994136925742,0.00885733474728143,0.0012273931384949516,0.001544013263396648,0.0005275510043649178,0.0005637020593422852,0.020782988349805975,5916.6666666667015,5600.000000000031,5600.000000000031,8.61614190565137e-05,8.476844023228212e-05,6.22636550448648e-08,8.715757353245756e-07,0.00011180933730276927,8.773915565358389e-05,1.2903108123736137e-05
34,14.0,Berlin,Man / Männlich,"Schweizerdeutsch, deutsch, österreichisch",3.0,"Englisch (Grundkenntnisse), Deutsch (fließend)",5.0,61.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g14_compr.mp4,ch2g14,14.0,2.0,kalt,kalt_g_ch2,lndw,0.00023635867888589058,0.0002549045927347546,0.0010241240685711723,8.186221594382753e-05,6.209650160733692e-05,0.00025512859176172445,0.14055183067572186,0.13016139481698052,0.08014273200370409,0.35085595749640647,0.13087504813766576,0.11618425936131024,0.06083278466316321,0.3078920921621392,0.023318162217678656,0.01073734617197912,0.034055508389657776,0.047012501583062485,0.016695300817922414,0.06370780240098489,0.0,0.0,0.7565113604491882,1.4778094699556639,1.3930801690526222,2.25008798396458,2.7552380157834495,2.043774890749646,2.671235878280174,12.591226407786136,1.7280339798725444,0.0,0.0,0.0,0.0,0.15686119032705323,0.05546237486128569,0.060155922923708284,0.016559551761656643,0.019829248487787922,0.0035355948001666426,0.001318497492448086,0.15686119032705323,4366.666666666602,4366.666666666602,4366.666666666602,0.00012378581471948012,0.0001366152112175908,-1.7588935850715764e-07,-4.46034443720082e-07,0.00016072894644427976,0.0001890559590230419,1.3753056742229319e-05
8,33,Nijmegen,Man / Man,Nederlands,,"English fluent, german basic, spanish basic, french basic",5.0,39.0,Right-handed / Rechtshandig,stil_g_ch1_g8_compr.mp4,ch1g8,8.0,1.0,stil,stil_g_ch1,nijmegen,0.00022335268721241394,0.0002654153544667906,0.0007933618132025057,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6165312841077353,0.0,0.0,0.0,0.0,0.0825635473325684,0.07364266959274496,0.000522327381331538,0.007873011896452254,0.0002808806394539464,0.00013039603225506886,0.00011426179033064153,0.0825635473325684,4150.00000000001,0.0,4150.00000000001,0.00020531246448271493,1.895044668951578e-05,-9.429397013056945e-07,4.5377681544844036e-08,0.0002622220533988421,1.604075566840573e-05,1.4072224587047007e-06
8,33,Nijmegen,Man / Man,Nederlands,,"English fluent, german basic, spanish basic, french basic",5.0,39.0,Right-handed / Rechtshandig,nijmegen_nijmegen_rennen_g_ch1_g8_compr.mp4,ch1g8,8.0,1.0,nijmegen_nijmegen_rennen,nijmegen_nijmegen_rennen_g_ch1,nijmegen,0.00019006542386691946,9.766539339334264e-05,0.00041415246039765277,5.797137750142116e-05,2.2870198341282766e-05,0.00010729266037249112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008953333971304735,0.007834041276591265,0.016787375247896003,0.012218426998612815,0.006048142422024755,0.01826656942063757,0.0,0.0,0.03505394466853357,0.0,0.0,2.724879504419313,2.778715656067284,2.75442998722791,2.8300551601080395,11.088080307822548,2.734913033408891,0.0,0.0,0.0,127.06346727739307,0.09320859360540894,0.01946819831441379,0.058582284232670576,0.0017637527910154005,0.011452028668705457,0.0004868054953971221,0.001455524103206592,0.09320859360540894,3183.3333333333258,3183.3333333333258,3183.3333333333258,0.00012187776130024063,0.00011145362862219765,1.11154777308881e-07,3.8540682893754857e-07,7.37097824928299e-05,7.902505272588714e-05,1.4501031603991814e-05
26,52,Wouw,Woman / Vrouw,Nederlands,,,1.0,83.0,Right-handed / Rechtshandig,onweer_g_ch2_g6_compr.mp4,ch2g6,6.0,2.0,onweer,onweer_g_ch2,nijmegen,0.0002174669438003838,0.00017369336417304834,0.0007284364906830593,0.0001732508019158965,0.0001409941219434786,0.000643915589908518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08398657388712574,0.06805823448339857,0.1520448083705243,0.0686155833509052,0.05162425174887699,0.1202398350997822,0.11980584554427068,0.11980584554427068,0.3920904890145772,0.0,0.0,2.397391142729392,2.1195491248247085,2.2404978511514133,2.320753666662584,9.078191785368098,2.315043270608182,0.0,0.0,0.0,988.7189207083363,0.20506926426525257,0.09965221705582114,0.043098277657771064,0.031368856465982385,0.008198703104332416,0.013408428759734638,0.009342781221610948,0.20506926426525257,11833.333333333188,12366.66666666651,12366.66666666651,0.00013194867762485822,0.0001054996921790776,-2.9450571589958404e-08,3.968353842422262e-08,0.00012166185450807034,9.213787280821949e-05,8.790730758467624e-06
12,25.0,"Hamburg, Germany",Man / Männlich,German,1.0,"English (fluent), Spanish (fluent), French (basic)",4.0,55.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g12_compr.mp4,ch1g12,12.0,1.0,Donner,Donner_g_ch1,lndw,0.0006099946766101248,0.00041881605005841176,0.0015147228573807847,4.722009710496729e-05,2.392557629921873e-05,6.250855018951541e-05,0.310236219363642,0.25695124788221374,0.10643863952728594,0.6736261067731416,0.2826504846275828,0.23711555362329026,0.10899458527723149,0.6287606235281046,0.015460138006111377,0.010320614482700583,0.02578075248881196,0.009987924358813445,0.0027604365311910944,0.012748360890004539,0.0,0.0,1.3409158436800628,2.5906637933653993,2.5109896473840476,2.622843335880439,2.409014555840777,2.11467023356358,2.0380043518156628,14.286185917849906,2.596368657959399,183.7537267615687,674.9999999999973,858.753726761566,141.63943093313102,0.4963511417467761,0.1940733696738512,0.22867752088782922,0.033631745132276764,0.03724292507620603,0.0010652760162726594,0.0016603049603402178,0.4963511417467761,4966.666666666607,1066.6666666666279,1066.6666666666279,0.0003768276500443452,0.00040796170517130463,-6.546508006097048e-07,-7.90664226309704e-07,0.00025695108254095736,0.0002972234410818795,2.9663072707527584e-05
4,60.0,Berlin,Woman / Weiblich,Deutsch ,1.0,Englisch fließend und französisch Grundkenntnisse ,3.0,86.0,Right-handed / Rechtshänder*in,kalt_g_ch1_g4_compr.mp4,ch1g4,4.0,1.0,kalt,kalt_g_ch1,lndw,0.00027264572296501513,0.00028002269577142956,0.0010309498369487878,3.581648898780627e-05,1.807339788955973e-05,7.86332927512272e-05,0.1880706046311681,0.1541201922323997,0.0424349724487723,0.3846257693123401,0.2093810334379862,0.1686357296221286,0.05420536247409814,0.4322221255342129,0.019636291926853837,0.006395315526684337,0.026031607453538174,0.015323951780776262,0.0049740692792528025,0.020298021060029064,0.0,0.0,0.8631775233601202,1.7414220286557271,1.6356306691041174,2.769516879328104,2.9251604424987008,2.8018232799238008,2.7400180093631046,14.613571308873553,1.608788824115433,1251.970668807998,1266.0908779037552,2518.061546711753,1255.2390210633155,0.18176756730739668,0.08464683248908365,0.07706025600829113,0.010437988728103876,0.007116027143146704,0.0014164447295748005,0.0010900182091965157,0.18176756730739668,6466.666666666696,5350.00000000003,6466.666666666696,0.00018414638887969333,0.0001745186377815656,-3.9077623216552014e-07,-4.918211154077145e-07,0.00019484108774365432,0.00018883180362688241,1.4904745885287362e-05
27,13.0,Berlin ,Woman / Weiblich,"German, French",2.0,English Estonian. Esperanto,5.0,73.0,Right-handed / Rechtshänder*in,Donner_g_ch2_g7_compr.mp4,ch2g7,7.0,2.0,Donner,Donner_g_ch2,lndw,0.0004254511614261367,0.00032465238723056194,0.0014690273523584757,0.00011352147850095526,5.397625734355806e-05,0.00022488901653753304,0.21897201349166917,0.18398215957979785,0.07661918060679238,0.4795733536782594,0.29545004331699165,0.24571597297078607,0.10742115964376239,0.6485871759315401,0.041081939504213114,0.025890587041382605,0.06697252654559571,0.04511125623941592,0.02549483369042358,0.0706060899298395,0.044802320019601743,0.044802320019601743,1.3105414661048365,2.4617182313225574,2.3300190303833945,2.8224893806932405,2.7560083030963316,2.8245656086376534,2.7475880725201227,15.942388626653297,2.472790771819557,547.7067088222396,865.537726246266,1413.2444350685055,779.2446485040648,0.3454547357756224,0.1749679258844471,0.09194147312329372,0.041885883422037716,0.018112914870134528,0.014558748683306722,0.003987789792402675,0.3454547357756224,7566.666666666714,7933.33333333338,7916.666666666713,0.00028821895669462274,0.0002205674467857843,-7.461067936003912e-08,4.887297774690948e-08,0.00024241087206567562,0.00019738127412924721,1.7353523878204812e-05
1,26.0,Osnabrück ,Woman / Weiblich,German,1.0,"Englisch (fluent), Spanish (basic)",3.0,40.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g1_compr.mp4,ch1g1,1.0,1.0,Donner,Donner_g_ch1,lndw,0.0006903790697764707,0.00029044655782510634,0.0011157340094307998,0.0,,,0.17880262044924086,0.13195732692899093,0.029652070892508372,0.34041201827074014,0.27687590240731397,0.2386061615253588,0.10660186424392695,0.6220839281765996,0.0,0.0,0.0,0.0,0.0,0.0,0.02853673340160023,0.02853673340160023,0.99103267984894,2.867809420589078,2.273048010759887,0.0,0.0,0.0,0.0,5.140857431348965,2.916205961450928,433.33333333333405,0.0,433.33333333333405,375.00000000000045,0.21503969053671726,0.1374341133294627,0.04148176656078477,0.029714349934885954,0.0026249571371929235,0.002100526881525791,0.001683976692865106,0.21503969053671726,2483.3333333333785,0.0,2483.3333333333785,0.0005399376661554018,0.00028041465366485964,5.935304123419396e-07,1.6286849504973337e-06,0.0002582832305252113,0.0002443908739649121,2.0314838251210587e-05
22,59.0,Lüdenscheid ,Woman / Weiblich,Deutsch ,1.0,"Englisch fließend, französisch Grundkenntnisse",3.0,69.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g2_compr.mp4,ch2g2,2.0,2.0,kalt,kalt_g_ch2,lndw,0.00020004989578798323,0.00024962018641319444,0.0009340699261559529,2.9350659201507117e-05,1.2656161267866234e-05,4.722338213233264e-05,0.14025421066961163,0.1205802175933996,0.04134760360713584,0.3021820318701471,0.18466356741690837,0.1510031153564485,0.045333486463695574,0.38100016923705243,0.011462178395307356,0.005052262321147803,0.016514440716455157,0.011277351802892884,0.006103153885631465,0.01738050568852435,0.0,0.0,0.717077147512179,1.2258353458471796,1.2153519128236947,2.8950692639020783,2.8123698164668474,2.9033843032505984,2.6623275003589018,13.7143381426493,1.3715721715070635,1948.8996578949957,1887.4586088176925,3836.3582667126884,1962.566347073823,0.14417090463523588,0.06423357136763026,0.06550596656565952,0.006807166416576053,0.0054462349498107425,0.0017174993074657353,0.00046046602809355063,0.14417090463523588,5833.333333333354,4533.333333333352,5833.333333333354,0.00012609934781858918,0.0001234418955270193,-8.788430981838083e-08,-2.31641653397792e-07,0.00018154208453247383,0.0001671173353797777,1.0313564687972783e-05
33,55.0,Westfalen ,Man / Männlich,Deutsch,1.0,Englisch schlecht,2.0,80.0,Right-handed / Rechtshänder*in,leise_g_ch2_g13_compr.mp4,ch2g13,13.0,2.0,leise,leise_g_ch2,lndw,0.0002516753681644177,0.00022909867515979247,0.000773954783625374,0.00011235839774079074,4.7085353474420456e-05,0.00021470057034947662,0.0,0.0,0.0,0.0,0.20254658040769596,0.1621698559918781,0.03853143186765415,0.40324786826722825,0.029526962330485296,0.017681592604101137,0.047208554934586436,0.03649001694119755,0.025050013494288967,0.06154003043548652,0.0,0.0,0.5119964536373012,2.0458105580053414,0.0,2.7767607860664683,2.6459850920591577,2.7459121539939884,2.8496319801943546,13.06410057031931,2.113781431829043,905.3680787528854,0.0,905.3680787528854,892.596434600614,0.06443582999596663,0.05680371602554665,0.001025180637158729,0.005140912787333944,0.0007650478751741925,0.0003481301089339631,0.00035284256181914906,0.06443582999596663,4983.333333333348,4583.3333333333485,4583.3333333333485,0.00022105220064759835,4.5406784688168005e-05,-5.350997625572767e-07,-5.196514765708819e-08,0.00023462127749972398,1.8221947740597085e-05,3.1862631521342615e-06
38,9.0,Berlin,Woman / Weiblich,Deutsch,1.0,English basic,2.0,48.0,Left-handed / Linkshänder*in,Donner_g_ch2_g18_compr.mp4,ch2g18,18.0,2.0,Donner,Donner_g_ch2,lndw,0.0007515011935444959,0.0004183308566221743,0.0017633443759986092,0.00025720624154824,0.00023362559838134133,0.0009693943232614782,0.30600623778318736,0.2868206486104654,0.17754386296806324,0.770370749361716,0.3034236685520807,0.27726696719553623,0.15938347005856515,0.740074105806182,0.10482404715342727,0.04617985592979198,0.15100390308321926,0.12340169129500268,0.10345247439150901,0.22685416568651168,0.05094429359725406,0.05094429359725406,1.9392472175348832,2.6892746066219217,2.4717040012069424,2.0671517183561376,2.5215576869193557,2.1937405346338177,2.18843401999356,14.131862567731735,2.750906313579608,546.4859683287892,798.9292721257729,1345.415240454562,545.7112688543672,0.8126549272119507,0.29690538818487977,0.2912211174323956,0.08253945459403003,0.11458356154280222,0.008760271249472313,0.0186451342083708,0.8126549272119507,8483.333333333356,8483.333333333356,8483.333333333356,0.00047731958674372124,0.00035918501876909526,5.023509530110655e-07,1.6674838764322928e-07,0.0003005770008229539,0.0002763839419325096,2.103722474660739e-05
