participantID,Age,BirthPlace,Gender,NativeLanguages,NumOfNativeLanguages,Other Languages,TotalLanguages,Extroversion,Hand,fileID,chainID,generation_number,chain_number,gesture,gesture_chain,left_index_space2D,left_wrist_space2D,left_elbow_space2D,total_left_arm_space2D,right_index_space2D,right_wrist_space2D,right_elbow_space2D,total_right_arm_space2D,left_ankle_space2D,left_knee_space2D,left_hip_space2D,total_left_leg_space2D,right_ankle_space2D,right_knee_space2D,right_hip_space2D,total_right_leg_space2D,nose_space2D,total_head_space2D,total_gesture_space2D,right_wrist_entropy2D,left_wrist_entropy2D,right_knee_entropy2D,left_knee_entropy2D,right_ankle_entropy2D,left_ankle_entropy2D,total_body_entropy2D,total_body_entropy2Daggregated,right_wrist_variability2D,left_wrist_variability2D,total_body_variability2D,total_body_variability2Daggregated
34,14.0,Berlin,Man / Männlich,"Schweizerdeutsch, deutsch, österreichisch",3.0,"Englisch (Grundkenntnisse), Deutsch (fließend)",5.0,61.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g14_compr.mp4,ch2g14,14.0,2.0,kalt,kalt_g_ch2,0.1373195201212066,0.1240604949285849,0.06560849069212969,0.3269885057419212,0.1265905568643938,0.1145126790052113,0.07483423990291951,0.3159374757725246,0.022742389821644202,0.006722712192941337,0.003535936961400075,0.033001038975985615,0.04456550738722882,0.015797692314356817,0.003513922689136296,0.06387712239072194,0.0,0.0,0.7398041428811534,1.9739010869105975,1.315080638824656,2.463229396675989,2.6529401496523146,2.4020836387711126,2.573372975774415,13.380607886609084,1.7197351770578493,477.46073136960615,0.0,477.46073136960615,672.3829009069904
4,60.0,Berlin,Woman / Weiblich,Deutsch ,1.0,Englisch fließend und französisch Grundkenntnisse ,3.0,86.0,Right-handed / Rechtshänder*in,rennen_g_ch1_g4_compr.mp4,ch1g4,4.0,1.0,rennen,rennen_g_ch1,0.1343403729115837,0.10602392707374533,0.031406581166844444,0.2717708811521735,0.16336749623998037,0.12878015229303505,0.04047747097829142,0.33262511951130685,0.031091495222641305,0.0073046421540013205,0.002453259391155272,0.0408493967677979,0.029937104866516177,0.012824951947010624,0.00246586345615626,0.04522792026968306,0.0,0.0,0.6904733177009612,2.6997832758112996,2.836825427449241,2.7500922643283796,2.750529613996405,2.441746287909553,2.551650070723672,16.03062694021855,2.6828791421040434,97.53190070602022,84.24669529978199,181.77859600580223,52.70462766947408
12,25.0,"Hamburg, Germany",Man / Männlich,German,1.0,"English (fluent), Spanish (fluent), French (basic)",4.0,55.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g12_compr.mp4,ch1g12,12.0,1.0,Donner,Donner_g_ch1,0.3268696232345965,0.2745317007571849,0.1266286165660497,0.7280299405578312,0.30651947621012243,0.2601052347782979,0.11876596800379724,0.6853906789922176,0.007741388157236372,0.0027609806304869765,0.0014416107673934759,0.011943979555116824,0.013030482550400095,0.004490065832636322,0.0013756736653699258,0.018896222048406346,0.0,0.0,1.4442608211535721,2.426723718484642,2.3391830449177897,2.5649493574615367,2.151185446538677,2.260225819154904,2.860999679583834,14.603267066141385,2.349245139874307,1069.8736512456148,1014.1894531662109,2084.063104411826,658.333333333331
4,60.0,Berlin,Woman / Weiblich,Deutsch ,1.0,Englisch fließend und französisch Grundkenntnisse ,3.0,86.0,Right-handed / Rechtshänder*in,kalt_g_ch1_g4_compr.mp4,ch1g4,4.0,1.0,kalt,kalt_g_ch1,0.1898308963552236,0.15798123617565457,0.05700989709396526,0.4048220296248434,0.1956239150297689,0.15926671900956874,0.04930112080396222,0.40419175484329983,0.020204508103641772,0.008702440673453233,0.002058519838431366,0.03096546861552637,0.010147591972745826,0.006471644695874589,0.0020638822100937084,0.018683118878714124,0.0,0.0,0.8586623719623838,1.8689770826447583,1.856515330389647,2.9016383316415078,2.6697274087197327,2.5258447478727653,2.636216994981036,14.458919896249446,1.897022815603665,760.2631123499274,655.1611337000318,1415.424246049959,472.73748066298333
27,13.0,Berlin ,Woman / Weiblich,"German, French",2.0,English Estonian. Esperanto,5.0,73.0,Right-handed / Rechtshänder*in,Donner_g_ch2_g7_compr.mp4,ch2g7,7.0,2.0,Donner,Donner_g_ch2,0.22808830924303022,0.18915917968529694,0.07787709353472702,0.49512458246305424,0.3026386618544023,0.24899588853859708,0.11035312905590694,0.6619876794489064,0.04341614462891253,0.026762700402399316,0.0074487179469458166,0.07762756297825767,0.051212698400178946,0.027548364127026347,0.007532486996536779,0.08629354952374207,0.03712664768411228,0.03712664768411228,1.3581600220980727,2.3853586079522686,2.3119720931736745,2.676242872563072,2.865628873353858,2.6404147679677092,2.7120749907327353,15.591692205743318,2.452002836332418,627.3798228958836,830.5553697510001,1457.9351926468837,778.8167663549345
56,21.0,Berlin,Man / Männlich,"Deutsch, Englisch",2.0,non,2.0,80.0,Right-handed / Rechtshänder*in,rennen_g_ch3_g16_compr.mp4,ch3g16,16.0,3.0,rennen,rennen_g_ch3,0.11227471791606014,0.0831454901279677,0.024493345983096937,0.21991355402712476,0.12213134926786509,0.09021638567936151,0.02405671465171729,0.23640444959894388,0.03424438498679441,0.01599192776833478,0.004708000192844107,0.0549443129479733,0.039164231746157865,0.015972288584801014,0.0046697133967618775,0.05980623372772076,0.0,0.0,0.5710685503017627,2.549609277774417,2.2762329130188994,2.4957124866690323,1.9831406321928888,1.997100972877444,2.009369294465374,13.311165576998057,2.449514451641172,79.61073093952676,125.60962454278227,205.22035548230903,55.532875189004244
22,59.0,Lüdenscheid ,Woman / Weiblich,Deutsch ,1.0,"Englisch fließend, französisch Grundkenntnisse",3.0,69.0,Right-handed / Rechtshänder*in,rennen_g_ch2_g2_compr.mp4,ch2g2,2.0,2.0,rennen,rennen_g_ch2,0.07103190939314541,0.053452271571364424,0.02058310130966307,0.1450672822741729,0.03665447090119431,0.026785882435414715,0.01756472394410094,0.08100507728070996,0.03302580275726241,0.010835245732242687,0.0016333502154244027,0.04549439870492951,0.028639084355879998,0.009277838584229287,0.0016559593278896866,0.039572882267998974,0.031075270198913277,0.031075270198913277,0.3422149107267246,2.7004967149261887,2.605656235131369,2.4429086122919204,2.5028982075289132,2.1627482975180623,2.038190265857888,14.45289833325434,2.7907308385666725,240.4342778709159,410.7496534116332,651.1839312825491,419.4635082529378
1,26.0,Osnabrück ,Woman / Weiblich,German,1.0,"Englisch (fluent), Spanish (basic)",3.0,40.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g1_compr.mp4,ch1g1,1.0,1.0,Donner,Donner_g_ch1,0.2009011959645676,0.1559418395953636,0.04734363769897561,0.4041866732589068,0.27711652433668144,0.2351190015699423,0.09571630251202021,0.607951828418644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020929541966082762,0.020929541966082762,1.0330680436436335,2.8429247772732005,1.95752091807595,0.0,0.0,0.0,0.0,4.8004456953491506,2.880487878848849,508.3333333333343,0.0,508.3333333333343,450.0000000000008
22,59.0,Lüdenscheid ,Woman / Weiblich,Deutsch ,1.0,"Englisch fließend, französisch Grundkenntnisse",3.0,69.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g2_compr.mp4,ch2g2,2.0,2.0,kalt,kalt_g_ch2,0.1397824568934416,0.12686594127122147,0.057599099730097164,0.32424749789476026,0.1886404508881937,0.15557589423729362,0.048681101793579595,0.3928974469190669,0.011951932990479015,0.006313051085343717,0.0011152238833136248,0.019380207959136357,0.011062612199976788,0.0066574835442610985,0.001130316600795755,0.01885041234503364,0.0,0.0,0.7553755651179971,1.3204136397930233,1.2948321792129334,2.760381696262099,2.7779900532930215,2.806111414278425,2.7736666570213147,13.733395639860817,1.2439698328433757,1912.0637160725073,2024.5865299571599,3936.650246029667,1946.9983228384722
33,55.0,Westfalen ,Man / Männlich,Deutsch,1.0,Englisch schlecht,2.0,80.0,Right-handed / Rechtshänder*in,leise_g_ch2_g13_compr.mp4,ch2g13,13.0,2.0,leise,leise_g_ch2,0.0,0.0,0.0,0.0,0.20619336561153348,0.16629509265397496,0.048157510100160054,0.42064596836566853,0.031661006173193895,0.016712443863166775,0.002612133167230915,0.05098558320359158,0.04702596102718411,0.03598243863236235,0.0026237327063406493,0.0856321323658871,0.0,0.0,0.5572636839351472,1.9449964083380793,0.0,2.82223300600624,2.484116448245499,2.7139967002899366,2.8824977014652586,12.847840264345013,1.9390884309547005,920.8490446120701,0.0,920.8490446120701,918.6342519680442
38,9.0,Berlin,Woman / Weiblich,Deutsch,1.0,English basic,2.0,48.0,Left-handed / Linkshänder*in,Donner_g_ch2_g18_compr.mp4,ch2g18,18.0,2.0,Donner,Donner_g_ch2,0.2713699944246053,0.2504260250750811,0.1634348305259376,0.6852308500256241,0.2898479169849954,0.26869387981748905,0.16378264504972767,0.7223244418522121,0.059300438976831946,0.03853943449159218,0.029453631718023184,0.1272935051864473,0.08951056484189038,0.07886204541697926,0.029440447096310458,0.1978130573551801,0.03887972140170555,0.03887972140170555,1.7715415758211692,2.6897283786092885,2.720961110307537,2.387319245952407,2.601073056916778,2.294413326279265,2.4683337743980145,15.161828892463289,2.7747096955972133,586.5122323016511,449.42827536998806,1035.9405076716391,453.19714730015113
58,28.0,Deutschland ,Man / Männlich,Deutsch ,1.0,Englisch (fließend),2.0,60.0,Right-handed / Rechtshänder*in,langsam_g_ch3_g18_compr.mp4,ch3g18,18.0,3.0,langsam,langsam_g_ch3,0.12696164495219844,0.0982052874955146,0.0511323739952126,0.27629930644292566,0.12124825116542763,0.09489050894049193,0.06430295002732545,0.28044171013324504,0.03634813652996645,0.020530481775728755,0.00515361899999849,0.0620322373056937,0.036991249808028835,0.019939289418973147,0.005240336800053361,0.062170876027055344,0.056298925989940116,0.056298925989940116,0.73724305589886,2.8686764410384273,2.707692914688691,2.870251244513494,2.768205910674793,2.7382971392822197,2.424542191771109,16.37766584196873,2.782058532478033,440.22958025709625,446.3500812834319,886.5796615405281,475.1607914988132
20,,,,,,,,,,leise_g_ch1_g20_compr.mp4,ch1g20,20.0,1.0,leise,leise_g_ch1,0.0,0.0,0.0,0.0,0.07861510702648407,0.06399228134726334,0.03339593453163229,0.1760033229053797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1760033229053797,0.9737192586096515,0.0,0.0,0.0,0.0,0.0,0.9737192586096515,1.050575079883999,2452.6629518862924,0.0,2452.6629518862924,1549.9318981454967
53,32.0,Germany,Woman / Weiblich,German,1.0,"English (fließend), Deutsch (fließend)",3.0,50.0,Right-handed / Rechtshänder*in,kalt_g_ch3_g13_compr.mp4,ch3g13,13.0,3.0,kalt,kalt_g_ch3,0.1616086262602056,0.150097302164298,0.08135475894407646,0.3930606873685801,0.20117436663324056,0.18002629776441598,0.09434318394072086,0.4755438483383774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8686045357069574,1.6825329615650466,1.8781363231783832,0.0,0.0,0.0,0.0,3.5606692847434296,1.766638997208885,1080.494856906995,1241.6666666666656,2322.161523573661,1233.333333333332
45,43.0,Brazil,Woman / Weiblich,Portuguese,1.0,"English (fluent), German (fluent), Italian (basic)",4.0,50.0,Right-handed / Rechtshänder*in,leise_g_ch3_g5_compr.mp4,ch3g5,5.0,3.0,leise,leise_g_ch3,0.0,0.0,0.0,0.0,0.22998750551906788,0.19324921364319814,0.06939782484151448,0.4926345440037805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4926345440037805,0.6761035344701588,0.0,0.0,0.0,0.0,0.0,0.6761035344701588,0.7513983113190364,2418.7156065121044,0.0,2418.7156065121044,2406.6266540225724
15,44.0,Bünde,Woman / Weiblich,Deutsch,1.0,"English (fluent), French (Fluent), Spanish (basic), Polish (basic)",5.0,70.0,Right-handed / Rechtshänder*in,langsam_g_ch1_g15_compr.mp4,ch1g15,15.0,1.0,langsam,langsam_g_ch1,0.15491666095838463,0.12683236304663817,0.06958258513151809,0.3513316091365409,0.10871887989388168,0.08499735037877436,0.05058053770017688,0.24429676797283292,0.08612001003196103,0.028112620969560315,0.008757180150016516,0.12298981115153786,0.07368955939871123,0.026775038802648927,0.008722088230225382,0.10918668643158555,0.0,0.0,0.8278048746924972,2.6593343599299404,2.8412980036565507,2.7354564927204432,2.2630191143015463,2.361296216390964,2.2207531931301805,15.081157380129625,2.8274204364287625,652.3438339445017,666.5208173793222,1318.864651323824,555.9205150447442
31,36.0,"Germany, dessau ",Woman / Weiblich,German ,1.0,"English (fluent), Swedish (good), Italian (basic), French (basic) ",5.0,12.0,Right-handed / Rechtshänder*in,rennen_g_ch2_g11_compr.mp4,ch2g11,11.0,2.0,rennen,rennen_g_ch2,0.09267512621692858,0.06846259292245362,0.026797749756736596,0.18793546889611878,0.14023199651289536,0.11073708203508566,0.0673055303081049,0.31827460885608594,0.026103214699093658,0.012295886570329581,0.004129153936211127,0.042528255205634365,0.019491528099085314,0.008582388412883038,0.004093278466934432,0.03216719497890279,0.011477372661425799,0.011477372661425799,0.5923829005981677,2.5733651352256213,2.792702461906601,2.7603373426080022,2.690356905390116,2.841998173611949,2.5996254881640346,16.258385506906325,2.705270399193047,127.87136040811876,125.12978141083589,253.00114181895464,151.68803268306593
2,24.0,Regensburg,Prefer not to say / Keine Angabe,Deutsch,1.0,"English (fluent), French (fluent), Spanish (good knowledge), Italian (basic), Russian (basic), Vietnamese (basic)",7.0,17.0,Right-handed / Rechtshänder*in,langsam_g_ch1_g2_compr.mp4,ch1g2,2.0,1.0,langsam,langsam_g_ch1,0.11669206318594016,0.0817911679340776,0.02893814330161977,0.2274213744216375,0.13093373785038245,0.09274208985128563,0.016427770947237078,0.24010359864890515,0.014938488317758137,0.007516559613922464,0.0023475890168016757,0.024802636948482275,0.014891134302854814,0.011532178613928868,0.0023731367530360706,0.02879644966981975,0.0,0.0,0.5211240596888447,2.562243857283353,2.569709673794156,2.7968161044211852,2.5154233608769685,2.704550356613452,2.740935646026729,15.889678999015842,2.8543433858418563,236.09477067640054,173.52553446427217,409.6203051406727,239.76840677805816
19,57.0,Leipzig ,Woman / Weiblich,Deutsch ,1.0,Englisch ,2.0,39.0,Right-handed / Rechtshänder*in,leise_g_ch1_g19_compr.mp4,ch1g19,19.0,1.0,leise,leise_g_ch1,0.0,0.0,0.0,0.0,0.13665126628509594,0.12306330174470541,0.07331426106902958,0.3330288290988309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3330288290988309,1.0680222349074113,0.0,0.0,0.0,0.0,0.0,1.0680222349074113,1.0757617508279431,1313.5247322461091,0.0,1313.5247322461091,1426.0149082385171
24,66.0,Berlin,Woman / Weiblich,Deutsch,1.0,"English(fluent), French (basic),Russian (basic),Basque (basic)",5.0,60.0,Right-handed / Rechtshänder*in,langsam_g_ch2_g4_compr.mp4,ch2g4,4.0,2.0,langsam,langsam_g_ch2,0.11642424244475498,0.0827523116409909,0.03508546234646798,0.23426201643221384,0.08053387530855562,0.061246912453483834,0.03920665717335507,0.18098744493539454,0.0614527036377697,0.030221017495300796,0.008839754742739807,0.1005134758758103,0.053067685306346646,0.0324851237453747,0.008876178182375516,0.09442898723409686,0.0,0.0,0.6101919244775156,2.320306058484514,1.7935460413188844,2.81423086332722,2.7432937414595395,2.707620038563896,2.834213896770501,15.213210639924556,2.4540319255003316,648.2369251370262,2042.6825703797954,2690.9194955168214,664.3013595472241
54,26.0,Berlin ,Non-binary / Nicht-binär,German ,1.0,Englisch (Basic) ,2.0,70.0,Right-handed / Rechtshänder*in,leise_g_ch3_g14_compr.mp4,ch3g14,14.0,3.0,leise,leise_g_ch3,0.0,0.0,0.0,0.0,0.21844242810526315,0.18139911893409194,0.05964964649902314,0.45949119353837825,0.007395679725767506,0.00421889823104411,0.001655961038081299,0.013270538994892915,0.004901978537653008,0.0028121951007550926,0.001717477267040146,0.009431650905448246,0.0,0.0,0.48219338343871937,1.261079934799633,0.0,2.4732717090858465,2.556940751044718,2.4083791429808667,2.3701800542992113,11.069851592210275,1.3500512732174712,0.0,0.0,0.0,0.0
6,24.0,China,Woman / Weiblich,Chinese,1.0,"English - fluent, German - basic knowledge ",3.0,71.0,Right-handed / Rechtshänder*in,langsam_g_ch1_g6_compr.mp4,ch1g6,6.0,1.0,langsam,langsam_g_ch1,0.1395243023609522,0.10718347703666056,0.03149855480728804,0.2782063342049008,0.14485962259922025,0.11050328887679324,0.027623903147075975,0.28298681462308944,0.04062856750058369,0.019448997119067724,0.003918486037087321,0.06399605065673873,0.05012356684592589,0.020301041634593432,0.003994860930488639,0.07441946941100795,0.0,0.0,0.6996086688957369,2.601501134928887,2.7004456017169907,2.706213311670989,2.5942470226982395,2.8542152565825045,2.741680537176678,16.19830286477429,2.8139073335683062,584.7564485892096,689.8953221725425,1274.6517707617522,766.8125867575953
11,25.0,Kolumbien,Woman / Weiblich,Spanisch,1.0,"English (fluent), german (fluent), italian (basic knowledge)",4.0,76.0,Right-handed / Rechtshänder*in,langsam_g_ch1_g11_compr.mp4,ch1g11,11.0,1.0,langsam,langsam_g_ch1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06789103425346872,0.026889574095324636,0.007469953512232803,0.10225056186102616,0.08814028941287176,0.04373433305603014,0.0076002606711937145,0.13947488314009562,0.0,0.0,0.24172544500112178,0.0,0.0,2.3511354928884676,2.7194099932592963,2.614560202842398,2.547385074403791,10.232490763393953,0.0,0.0,0.0,0.0,0.0
35,15.0,Berlin,Man / Männlich,"Deutsch, Bayrischer Akzent( Niedeerbayern)",2.0,English(fließend) Französisch(gute Kenntnisse),4.0,43.0,Right-handed / Rechtshänder*in,rennen_g_ch2_g15_compr.mp4,ch2g15,15.0,2.0,rennen,rennen_g_ch2,0.15550527135969042,0.15115936605439068,0.16011677379931033,0.46678141121339145,0.15294607667563118,0.13926871976232688,0.14852049706280884,0.4407352935007669,0.1012137957377297,0.07632287262138039,0.0577613015636237,0.23529796992273377,0.08170956258377067,0.05092728410152997,0.05775155627286774,0.19038840295816836,0.0,0.0,1.3332030775950605,2.7653646576981905,2.732665451521539,2.347717129565971,2.1946940744043286,2.656983156178282,2.493540319993814,15.190964789362127,2.4330476445343217,445.7951697061487,474.6226571358208,920.4178268419696,161.9327706865466
41,29.0,Salzgitter,Woman / Weiblich,Deutsch,1.0,"English (fluent), Spanish (good)",3.0,50.0,Right-handed / Rechtshänder*in,leise_g_ch3_g1_compr.mp4,ch3g1,1.0,3.0,leise,leise_g_ch3,0.0,0.0,0.0,0.0,0.21100390617302975,0.1846349090317762,0.07253317172096266,0.46817198692576856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46817198692576856,1.8453515633928943,0.0,0.0,0.0,0.0,0.0,1.8453515633928943,2.0729046418926718,750.0000000000009,0.0,750.0000000000009,750.0000000000009
57,50.0,Deutschland ,Woman / Weiblich,Deutsch ,1.0,Englisch (fließend),2.0,30.0,Right-handed / Rechtshänder*in,kalt_g_ch3_g17_compr.mp4,ch3g17,17.0,3.0,kalt,kalt_g_ch3,0.1621801784754523,0.14752962507580092,0.07195854316181241,0.3816683467130656,0.1684882330144759,0.14780693394058042,0.06969078081672972,0.3859859477717861,0.005066393225651959,0.0069989254037049,0.0029167990508376044,0.014982117680194463,0.007877542795883222,0.005131665264532386,0.003008660151726169,0.016017868212141777,0.0,0.0,0.7986542803771879,1.5607805856718775,1.4533464989977778,1.7905337579819138,2.3506901156910276,2.426138297234526,2.69201894100509,12.273508196582213,1.4035980213865342,1571.5840872221447,1649.999999999995,3221.5840872221397,1658.3333333333283
